+----------+------+---------+------------+------------+----------+------------+------------+------+
| leads_id | step |  month  |    sow     |   start    | starting |    end     |    eow     | open |
| 1272     | 1    | 11-2021 | 2021-11-15 | 2021-11-16 | 11-2021  | 2021-11-22 | 2021-11-21 | 1    |
| 1272     | 1    | 11-2021 | 2021-11-22 | 2021-11-16 | 11-2021  | 2021-11-22 | 2021-11-28 | 1    |
| 1272     | 1    | 11-2021 | 2021-11-29 | 2021-11-16 | 11-2021  | 2021-11-22 | 2021-12-05 | 1    |
| 1272     | 2    | 11-2021 | 2021-11-22 | 2021-11-22 | 11-2021  | 2021-11-25 | 2021-11-28 | 1    |
| 1272     | 2    | 11-2021 | 2021-11-29 | 2021-11-22 | 11-2021  | 2021-11-25 | 2021-12-05 | 1    |
| 1273     | 0    | 11-2021 | 2021-11-15 | 2021-11-17 | 11-2021  | 2021-11-17 | 2021-11-21 | 1    |
| 1273     | 0    | 11-2021 | 2021-11-22 | 2021-11-17 | 11-2021  | 2021-11-17 | 2021-11-28 | 1    |
| 1273     | 1    | 11-2021 | 2021-11-15 | 2021-11-17 | 11-2021  | 2021-11-23 | 2021-11-21 | 1    |
| 1273     | 1    | 11-2021 | 2021-11-22 | 2021-11-17 | 11-2021  | 2021-11-23 | 2021-11-28 | 1    |
| 1273     | 1    | 11-2021 | 2021-11-29 | 2021-11-17 | 11-2021  | 2021-11-23 | 2021-12-05 | 1    |
| 1273     | 2    | 11-2021 | 2021-11-22 | 2021-11-23 | 11-2021  | 2021-11-25 | 2021-11-28 | 1    |
| 1273     | 2    | 11-2021 | 2021-11-29 | 2021-11-23 | 11-2021  | 2021-11-25 | 2021-12-05 | 1    |
| 1274     | 0    | 11-2021 | 2021-11-15 | 2021-11-17 | 11-2021  | 2021-11-17 | 2021-11-21 | 1    |
| 1274     | 0    | 11-2021 | 2021-11-22 | 2021-11-17 | 11-2021  | 2021-11-17 | 2021-11-28 | 1    |
| 1274     | 1    | 11-2021 | 2021-11-15 | 2021-11-17 | 11-2021  | 2021-11-22 | 2021-11-21 | 1    |
| 1274     | 1    | 11-2021 | 2021-11-22 | 2021-11-17 | 11-2021  | 2021-11-22 | 2021-11-28 | 1    |
| 1274     | 1    | 11-2021 | 2021-11-29 | 2021-11-17 | 11-2021  | 2021-11-22 | 2021-12-05 | 1    |
| 1274     | 2    | 11-2021 | 2021-11-22 | 2021-11-22 | 11-2021  | 2021-11-25 | 2021-11-28 | 1    |
| 1274     | 2    | 11-2021 | 2021-11-29 | 2021-11-22 | 11-2021  | 2021-11-25 | 2021-12-05 | 1    |
| 1274     | 3    | 11-2021 | 2021-11-22 | 2021-11-25 | 11-2021  | 2021-11-26 | 2021-11-28 | 1    |
| 1274     | 3    | 11-2021 | 2021-11-29 | 2021-11-25 | 11-2021  | 2021-11-26 | 2021-12-05 | 1    |
| 1274     | 4    | 11-2021 | 2021-11-22 | 2021-11-26 | 11-2021  | 2021-11-30 | 2021-11-28 | 1    |
| 1274     | 4    | 11-2021 | 2021-11-29 | 2021-11-26 | 11-2021  | 2021-11-30 | 2021-12-05 | 1    |
| 1274     | 4    | 12-2021 | 2021-12-06 | 2021-11-26 | 11-2021  | 2021-11-30 | 2021-12-12 | 0    |
| 1274     | 5    | 11-2021 | 2021-11-29 | 2021-11-30 | 11-2021  | 2021-12-03 | 2021-12-05 | 1    |
| 1274     | 5    | 12-2021 | 2021-12-06 | 2021-11-30 | 11-2021  | 2021-12-03 | 2021-12-12 | 1    |
| 1274     | 6    | 11-2021 | 2021-11-29 | 2021-12-03 | 12-2021  | 2021-12-10 | 2021-12-05 | 0    |
| 1274     | 6    | 12-2021 | 2021-12-06 | 2021-12-03 | 12-2021  | 2021-12-10 | 2021-12-12 | 1    |
| 1274     | 6    | 12-2021 | 2021-12-13 | 2021-12-03 | 12-2021  | 2021-12-10 | 2021-12-19 | 1    |
| 1274     | 7    | 12-2021 | 2021-12-06 | 2021-12-10 | 12-2021  | 2021-12-14 | 2021-12-12 | 1    |
| 1274     | 7    | 12-2021 | 2021-12-13 | 2021-12-10 | 12-2021  | 2021-12-14 | 2021-12-19 | 1    |
| 1274     | 7    | 12-2021 | 2021-12-20 | 2021-12-10 | 12-2021  | 2021-12-14 | 2021-12-26 | 1    |
| 1275     | 0    | 11-2021 | 2021-11-15 | 2021-11-17 | 11-2021  | 2021-11-17 | 2021-11-21 | 1    |
| 1275     | 0    | 11-2021 | 2021-11-22 | 2021-11-17 | 11-2021  | 2021-11-17 | 2021-11-28 | 1    |
| 1276     | 0    | 11-2021 | 2021-11-15 | 2021-11-17 | 11-2021  | 2021-11-17 | 2021-11-21 | 1    |
| 1276     | 0    | 11-2021 | 2021-11-22 | 2021-11-17 | 11-2021  | 2021-11-17 | 2021-11-28 | 1    |
| 1276     | 1    | 11-2021 | 2021-11-15 | 2021-11-17 | 11-2021  | 2021-11-22 | 2021-11-21 | 1    |
| 1276     | 1    | 11-2021 | 2021-11-22 | 2021-11-17 | 11-2021  | 2021-11-22 | 2021-11-28 | 1    |
| 1276     | 1    | 11-2021 | 2021-11-29 | 2021-11-17 | 11-2021  | 2021-11-22 | 2021-12-05 | 1    |
| 1276     | 2    | 11-2021 | 2021-11-22 | 2021-11-22 | 11-2021  | 2021-11-23 | 2021-11-28 | 1    |
| 1276     | 2    | 11-2021 | 2021-11-29 | 2021-11-22 | 11-2021  | 2021-11-23 | 2021-12-05 | 1    |
| 1276     | 3    | 11-2021 | 2021-11-22 | 2021-11-23 | 11-2021  | 2021-11-25 | 2021-11-28 | 1    |
| 1276     | 3    | 11-2021 | 2021-11-29 | 2021-11-23 | 11-2021  | 2021-11-25 | 2021-12-05 | 1    |
| 1277     | 0    | 11-2021 | 2021-11-15 | 2021-11-18 | 11-2021  | 2021-11-18 | 2021-11-21 | 1    |
| 1277     | 0    | 11-2021 | 2021-11-22 | 2021-11-18 | 11-2021  | 2021-11-18 | 2021-11-28 | 1    |
| 1277     | 1    | 11-2021 | 2021-11-15 | 2021-11-18 | 11-2021  | 2021-11-24 | 2021-11-21 | 1    |
| 1277     | 1    | 11-2021 | 2021-11-22 | 2021-11-18 | 11-2021  | 2021-11-24 | 2021-11-28 | 1    |
| 1277     | 1    | 11-2021 | 2021-11-29 | 2021-11-18 | 11-2021  | 2021-11-24 | 2021-12-05 | 1    |
| 1277     | 2    | 11-2021 | 2021-11-22 | 2021-11-24 | 11-2021  | 2021-11-25 | 2021-11-28 | 1    |
| 1277     | 2    | 11-2021 | 2021-11-29 | 2021-11-24 | 11-2021  | 2021-11-25 | 2021-12-05 | 1    |
| 1277     | 3    | 11-2021 | 2021-11-22 | 2021-11-25 | 11-2021  | 2021-11-26 | 2021-11-28 | 1    |
| 1277     | 3    | 11-2021 | 2021-11-29 | 2021-11-25 | 11-2021  | 2021-11-26 | 2021-12-05 | 1    |
| 1278     | 0    | 11-2021 | 2021-11-15 | 2021-11-18 | 11-2021  | 2021-11-18 | 2021-11-21 | 1    |
| 1278     | 0    | 11-2021 | 2021-11-22 | 2021-11-18 | 11-2021  | 2021-11-18 | 2021-11-28 | 1    |
| 1278     | 1    | 11-2021 | 2021-11-15 | 2021-11-18 | 11-2021  | 2021-11-23 | 2021-11-21 | 1    |
| 1278     | 1    | 11-2021 | 2021-11-22 | 2021-11-18 | 11-2021  | 2021-11-23 | 2021-11-28 | 1    |
| 1278     | 1    | 11-2021 | 2021-11-29 | 2021-11-18 | 11-2021  | 2021-11-23 | 2021-12-05 | 1    |
| 1278     | 2    | 11-2021 | 2021-11-22 | 2021-11-23 | 11-2021  | 2021-11-26 | 2021-11-28 | 1    |
| 1278     | 2    | 11-2021 | 2021-11-29 | 2021-11-23 | 11-2021  | 2021-11-26 | 2021-12-05 | 1    |
| 1278     | 3    | 11-2021 | 2021-11-22 | 2021-11-26 | 11-2021  | 2021-11-29 | 2021-11-28 | 1    |
| 1278     | 3    | 11-2021 | 2021-11-29 | 2021-11-26 | 11-2021  | 2021-11-29 | 2021-12-05 | 1    |
| 1278     | 3    | 12-2021 | 2021-12-06 | 2021-11-26 | 11-2021  | 2021-11-29 | 2021-12-12 | 0    |
| 1278     | 4    | 11-2021 | 2021-11-29 | 2021-11-29 | 11-2021  | 2021-12-06 | 2021-12-05 | 1    |
| 1278     | 4    | 12-2021 | 2021-12-06 | 2021-11-29 | 11-2021  | 2021-12-06 | 2021-12-12 | 1    |
| 1278     | 4    | 12-2021 | 2021-12-13 | 2021-11-29 | 11-2021  | 2021-12-06 | 2021-12-19 | 1    |
| 1278     | 5    | 12-2021 | 2021-12-06 | 2021-12-06 | 12-2021  | 2021-12-08 | 2021-12-12 | 1    |
| 1278     | 5    | 12-2021 | 2021-12-13 | 2021-12-06 | 12-2021  | 2021-12-08 | 2021-12-19 | 1    |
| 1278     | 6    | 12-2021 | 2021-12-06 | 2021-12-08 | 12-2021  | 2021-12-17 | 2021-12-12 | 1    |
| 1278     | 6    | 12-2021 | 2021-12-13 | 2021-12-08 | 12-2021  | 2021-12-17 | 2021-12-19 | 1    |
| 1278     | 6    | 12-2021 | 2021-12-20 | 2021-12-08 | 12-2021  | 2021-12-17 | 2021-12-26 | 1    |
| 1278     | 7    | 12-2021 | 2021-12-13 | 2021-12-17 | 12-2021  | 2021-12-22 | 2021-12-19 | 1    |
| 1278     | 7    | 12-2021 | 2021-12-20 | 2021-12-17 | 12-2021  | 2021-12-22 | 2021-12-26 | 1    |
| 1278     | 7    | 12-2021 | 2021-12-27 | 2021-12-17 | 12-2021  | 2021-12-22 | 2022-01-02 | 1    |
| 1279     | 0    | 11-2021 | 2021-11-15 | 2021-11-19 | 11-2021  | 2021-11-19 | 2021-11-21 | 1    |
| 1279     | 0    | 11-2021 | 2021-11-22 | 2021-11-19 | 11-2021  | 2021-11-19 | 2021-11-28 | 1    |
| 1279     | 1    | 11-2021 | 2021-11-15 | 2021-11-19 | 11-2021  | 2021-11-26 | 2021-11-21 | 1    |
| 1279     | 1    | 11-2021 | 2021-11-22 | 2021-11-19 | 11-2021  | 2021-11-26 | 2021-11-28 | 1    |
| 1279     | 1    | 11-2021 | 2021-11-29 | 2021-11-19 | 11-2021  | 2021-11-26 | 2021-12-05 | 1    |
| 1279     | 2    | 11-2021 | 2021-11-22 | 2021-11-26 | 11-2021  | 2021-11-29 | 2021-11-28 | 1    |
| 1279     | 2    | 11-2021 | 2021-11-29 | 2021-11-26 | 11-2021  | 2021-11-29 | 2021-12-05 | 1    |
| 1279     | 2    | 12-2021 | 2021-12-06 | 2021-11-26 | 11-2021  | 2021-11-29 | 2021-12-12 | 0    |
| 128      | 0    | 01-2021 | 2021-01-04 | 2021-01-01 | 01-2021  | 2021-01-01 | 2021-01-10 | 1    |
| 128      | 0    | 12-2020 | 2020-12-28 | 2021-01-01 | 01-2021  | 2021-01-01 | 2021-01-03 | 0    |
| 128      | 1    | 01-2021 | 2021-01-04 | 2021-01-01 | 01-2021  | 2021-01-05 | 2021-01-10 | 1    |
| 128      | 1    | 01-2021 | 2021-01-11 | 2021-01-01 | 01-2021  | 2021-01-05 | 2021-01-17 | 1    |
| 128      | 1    | 12-2020 | 2020-12-28 | 2021-01-01 | 01-2021  | 2021-01-05 | 2021-01-03 | 0    |
| 128      | 2    | 01-2021 | 2021-01-04 | 2021-01-05 | 01-2021  | 2021-01-06 | 2021-01-10 | 1    |
| 128      | 2    | 01-2021 | 2021-01-11 | 2021-01-05 | 01-2021  | 2021-01-06 | 2021-01-17 | 1    |
| 128      | 3    | 01-2021 | 2021-01-04 | 2021-01-06 | 01-2021  | 2021-01-07 | 2021-01-10 | 1    |
| 128      | 3    | 01-2021 | 2021-01-11 | 2021-01-06 | 01-2021  | 2021-01-07 | 2021-01-17 | 1    |
| 128      | 4    | 01-2021 | 2021-01-04 | 2021-01-07 | 01-2021  | 2021-01-11 | 2021-01-10 | 1    |
| 128      | 4    | 01-2021 | 2021-01-11 | 2021-01-07 | 01-2021  | 2021-01-11 | 2021-01-17 | 1    |
| 128      | 4    | 01-2021 | 2021-01-18 | 2021-01-07 | 01-2021  | 2021-01-11 | 2021-01-24 | 1    |
| 128      | 5    | 01-2021 | 2021-01-11 | 2021-01-11 | 01-2021  | 2021-01-14 | 2021-01-17 | 1    |
| 128      | 5    | 01-2021 | 2021-01-18 | 2021-01-11 | 01-2021  | 2021-01-14 | 2021-01-24 | 1    |
| 128      | 6    | 01-2021 | 2021-01-11 | 2021-01-14 | 01-2021  | 2021-01-18 | 2021-01-17 | 1    |
| 128      | 6    | 01-2021 | 2021-01-18 | 2021-01-14 | 01-2021  | 2021-01-18 | 2021-01-24 | 1    |
| 128      | 6    | 01-2021 | 2021-01-25 | 2021-01-14 | 01-2021  | 2021-01-18 | 2021-01-31 | 1    |
| 128      | 7    | 01-2021 | 2021-01-18 | 2021-01-18 | 01-2021  | 2021-01-20 | 2021-01-24 | 1    |
| 128      | 7    | 01-2021 | 2021-01-25 | 2021-01-18 | 01-2021  | 2021-01-20 | 2021-01-31 | 1    |
| 1280     | 0    | 11-2021 | 2021-11-15 | 2021-11-19 | 11-2021  | 2021-11-19 | 2021-11-21 | 1    |
| 1280     | 0    | 11-2021 | 2021-11-22 | 2021-11-19 | 11-2021  | 2021-11-19 | 2021-11-28 | 1    |
| 1280     | 1    | 11-2021 | 2021-11-15 | 2021-11-19 | 11-2021  | 2021-11-26 | 2021-11-21 | 1    |
| 1280     | 1    | 11-2021 | 2021-11-22 | 2021-11-19 | 11-2021  | 2021-11-26 | 2021-11-28 | 1    |
| 1280     | 1    | 11-2021 | 2021-11-29 | 2021-11-19 | 11-2021  | 2021-11-26 | 2021-12-05 | 1    |
| 1280     | 2    | 11-2021 | 2021-11-22 | 2021-11-26 | 11-2021  | 2021-11-29 | 2021-11-28 | 1    |
| 1280     | 2    | 11-2021 | 2021-11-29 | 2021-11-26 | 11-2021  | 2021-11-29 | 2021-12-05 | 1    |
| 1280     | 2    | 12-2021 | 2021-12-06 | 2021-11-26 | 11-2021  | 2021-11-29 | 2021-12-12 | 0    |
| 1280     | 3    | 11-2021 | 2021-11-29 | 2021-11-29 | 11-2021  | 2021-11-30 | 2021-12-05 | 1    |
| 1280     | 3    | 12-2021 | 2021-12-06 | 2021-11-29 | 11-2021  | 2021-11-30 | 2021-12-12 | 0    |
| 1281     | 0    | 11-2021 | 2021-11-15 | 2021-11-19 | 11-2021  | 2021-11-19 | 2021-11-21 | 1    |
| 1281     | 0    | 11-2021 | 2021-11-22 | 2021-11-19 | 11-2021  | 2021-11-19 | 2021-11-28 | 1    |
| 1281     | 1    | 11-2021 | 2021-11-15 | 2021-11-19 | 11-2021  | 2021-11-26 | 2021-11-21 | 1    |
| 1281     | 1    | 11-2021 | 2021-11-22 | 2021-11-19 | 11-2021  | 2021-11-26 | 2021-11-28 | 1    |
| 1281     | 1    | 11-2021 | 2021-11-29 | 2021-11-19 | 11-2021  | 2021-11-26 | 2021-12-05 | 1    |
| 1281     | 2    | 11-2021 | 2021-11-22 | 2021-11-26 | 11-2021  | 2021-11-29 | 2021-11-28 | 1    |
| 1281     | 2    | 11-2021 | 2021-11-29 | 2021-11-26 | 11-2021  | 2021-11-29 | 2021-12-05 | 1    |
| 1281     | 2    | 12-2021 | 2021-12-06 | 2021-11-26 | 11-2021  | 2021-11-29 | 2021-12-12 | 0    |
| 1281     | 3    | 11-2021 | 2021-11-29 | 2021-11-29 | 11-2021  | 2021-11-30 | 2021-12-05 | 1    |
| 1281     | 3    | 12-2021 | 2021-12-06 | 2021-11-29 | 11-2021  | 2021-11-30 | 2021-12-12 | 0    |
| 1281     | 4    | 11-2021 | 2021-11-29 | 2021-11-30 | 11-2021  | 2021-12-09 | 2021-12-05 | 1    |
| 1281     | 4    | 12-2021 | 2021-12-06 | 2021-11-30 | 11-2021  | 2021-12-09 | 2021-12-12 | 1    |
| 1281     | 4    | 12-2021 | 2021-12-13 | 2021-11-30 | 11-2021  | 2021-12-09 | 2021-12-19 | 1    |
| 1281     | 5    | 12-2021 | 2021-12-06 | 2021-12-09 | 12-2021  | 2021-12-13 | 2021-12-12 | 1    |
| 1281     | 5    | 12-2021 | 2021-12-13 | 2021-12-09 | 12-2021  | 2021-12-13 | 2021-12-19 | 1    |
| 1281     | 5    | 12-2021 | 2021-12-20 | 2021-12-09 | 12-2021  | 2021-12-13 | 2021-12-26 | 1    |
| 1281     | 6    | 12-2021 | 2021-12-13 | 2021-12-13 | 12-2021  | 2021-12-21 | 2021-12-19 | 1    |
| 1281     | 6    | 12-2021 | 2021-12-20 | 2021-12-13 | 12-2021  | 2021-12-21 | 2021-12-26 | 1    |
| 1281     | 6    | 12-2021 | 2021-12-27 | 2021-12-13 | 12-2021  | 2021-12-21 | 2022-01-02 | 1    |
| 1281     | 7    | 01-2022 | 2022-01-03 | 2021-12-21 | 12-2021  | 2021-12-31 | 2022-01-09 | 0    |
| 1281     | 7    | 12-2021 | 2021-12-20 | 2021-12-21 | 12-2021  | 2021-12-31 | 2021-12-26 | 1    |
| 1281     | 7    | 12-2021 | 2021-12-27 | 2021-12-21 | 12-2021  | 2021-12-31 | 2022-01-02 | 1    |
| 1282     | 0    | 11-2021 | 2021-11-15 | 2021-11-19 | 11-2021  | 2021-11-19 | 2021-11-21 | 1    |
| 1282     | 0    | 11-2021 | 2021-11-22 | 2021-11-19 | 11-2021  | 2021-11-19 | 2021-11-28 | 1    |
| 1282     | 1    | 11-2021 | 2021-11-15 | 2021-11-19 | 11-2021  | 2021-11-26 | 2021-11-21 | 1    |
| 1282     | 1    | 11-2021 | 2021-11-22 | 2021-11-19 | 11-2021  | 2021-11-26 | 2021-11-28 | 1    |
| 1282     | 1    | 11-2021 | 2021-11-29 | 2021-11-19 | 11-2021  | 2021-11-26 | 2021-12-05 | 1    |
| 1282     | 2    | 11-2021 | 2021-11-22 | 2021-11-26 | 11-2021  | 2021-11-29 | 2021-11-28 | 1    |
| 1282     | 2    | 11-2021 | 2021-11-29 | 2021-11-26 | 11-2021  | 2021-11-29 | 2021-12-05 | 1    |
| 1282     | 2    | 12-2021 | 2021-12-06 | 2021-11-26 | 11-2021  | 2021-11-29 | 2021-12-12 | 0    |
| 1282     | 3    | 11-2021 | 2021-11-29 | 2021-11-29 | 11-2021  | 2021-11-30 | 2021-12-05 | 1    |
| 1282     | 3    | 12-2021 | 2021-12-06 | 2021-11-29 | 11-2021  | 2021-11-30 | 2021-12-12 | 0    |
| 1282     | 4    | 11-2021 | 2021-11-29 | 2021-11-30 | 11-2021  | 2021-12-06 | 2021-12-05 | 1    |
| 1282     | 4    | 12-2021 | 2021-12-06 | 2021-11-30 | 11-2021  | 2021-12-06 | 2021-12-12 | 1    |
| 1282     | 4    | 12-2021 | 2021-12-13 | 2021-11-30 | 11-2021  | 2021-12-06 | 2021-12-19 | 1    |
| 1282     | 5    | 12-2021 | 2021-12-06 | 2021-12-06 | 12-2021  | 2021-12-10 | 2021-12-12 | 1    |
| 1282     | 5    | 12-2021 | 2021-12-13 | 2021-12-06 | 12-2021  | 2021-12-10 | 2021-12-19 | 1    |
| 1283     | 0    | 11-2021 | 2021-11-22 | 2021-11-22 | 11-2021  | 2021-11-22 | 2021-11-28 | 1    |
| 1283     | 0    | 11-2021 | 2021-11-29 | 2021-11-22 | 11-2021  | 2021-11-22 | 2021-12-05 | 1    |
| 1283     | 1    | 11-2021 | 2021-11-22 | 2021-11-22 | 11-2021  | 2021-11-26 | 2021-11-28 | 1    |
| 1283     | 1    | 11-2021 | 2021-11-29 | 2021-11-22 | 11-2021  | 2021-11-26 | 2021-12-05 | 1    |
| 1283     | 2    | 11-2021 | 2021-11-22 | 2021-11-26 | 11-2021  | 2021-11-29 | 2021-11-28 | 1    |
| 1283     | 2    | 11-2021 | 2021-11-29 | 2021-11-26 | 11-2021  | 2021-11-29 | 2021-12-05 | 1    |
| 1283     | 2    | 12-2021 | 2021-12-06 | 2021-11-26 | 11-2021  | 2021-11-29 | 2021-12-12 | 0    |
| 1283     | 3    | 11-2021 | 2021-11-29 | 2021-11-29 | 11-2021  | 2021-11-30 | 2021-12-05 | 1    |
| 1283     | 3    | 12-2021 | 2021-12-06 | 2021-11-29 | 11-2021  | 2021-11-30 | 2021-12-12 | 0    |
| 1283     | 4    | 11-2021 | 2021-11-29 | 2021-11-30 | 11-2021  | 2021-12-07 | 2021-12-05 | 1    |
| 1283     | 4    | 12-2021 | 2021-12-06 | 2021-11-30 | 11-2021  | 2021-12-07 | 2021-12-12 | 1    |
| 1283     | 4    | 12-2021 | 2021-12-13 | 2021-11-30 | 11-2021  | 2021-12-07 | 2021-12-19 | 1    |
| 1284     | 0    | 11-2021 | 2021-11-22 | 2021-11-23 | 11-2021  | 2021-11-23 | 2021-11-28 | 1    |
| 1284     | 0    | 11-2021 | 2021-11-29 | 2021-11-23 | 11-2021  | 2021-11-23 | 2021-12-05 | 1    |
| 1284     | 1    | 11-2021 | 2021-11-22 | 2021-11-23 | 11-2021  | 2021-11-26 | 2021-11-28 | 1    |
| 1284     | 1    | 11-2021 | 2021-11-29 | 2021-11-23 | 11-2021  | 2021-11-26 | 2021-12-05 | 1    |
| 1284     | 2    | 11-2021 | 2021-11-22 | 2021-11-26 | 11-2021  | 2021-11-29 | 2021-11-28 | 1    |
| 1284     | 2    | 11-2021 | 2021-11-29 | 2021-11-26 | 11-2021  | 2021-11-29 | 2021-12-05 | 1    |
| 1284     | 2    | 12-2021 | 2021-12-06 | 2021-11-26 | 11-2021  | 2021-11-29 | 2021-12-12 | 0    |
| 1284     | 3    | 11-2021 | 2021-11-29 | 2021-11-29 | 11-2021  | 2021-12-01 | 2021-12-05 | 1    |
| 1284     | 3    | 12-2021 | 2021-12-06 | 2021-11-29 | 11-2021  | 2021-12-01 | 2021-12-12 | 1    |
| 1284     | 4    | 11-2021 | 2021-11-29 | 2021-12-01 | 12-2021  | 2021-12-07 | 2021-12-05 | 0    |
| 1284     | 4    | 12-2021 | 2021-12-06 | 2021-12-01 | 12-2021  | 2021-12-07 | 2021-12-12 | 1    |
| 1284     | 4    | 12-2021 | 2021-12-13 | 2021-12-01 | 12-2021  | 2021-12-07 | 2021-12-19 | 1    |
| 1285     | 0    | 11-2021 | 2021-11-22 | 2021-11-24 | 11-2021  | 2021-11-24 | 2021-11-28 | 1    |
| 1285     | 0    | 11-2021 | 2021-11-29 | 2021-11-24 | 11-2021  | 2021-11-24 | 2021-12-05 | 1    |
| 1285     | 1    | 11-2021 | 2021-11-22 | 2021-11-24 | 11-2021  | 2021-11-29 | 2021-11-28 | 1    |
| 1285     | 1    | 11-2021 | 2021-11-29 | 2021-11-24 | 11-2021  | 2021-11-29 | 2021-12-05 | 1    |
| 1285     | 1    | 12-2021 | 2021-12-06 | 2021-11-24 | 11-2021  | 2021-11-29 | 2021-12-12 | 0    |
| 1285     | 2    | 11-2021 | 2021-11-29 | 2021-11-29 | 11-2021  | 2021-12-01 | 2021-12-05 | 1    |
| 1285     | 2    | 12-2021 | 2021-12-06 | 2021-11-29 | 11-2021  | 2021-12-01 | 2021-12-12 | 1    |
| 1285     | 3    | 11-2021 | 2021-11-29 | 2021-12-01 | 12-2021  | 2021-12-02 | 2021-12-05 | 0    |
| 1285     | 3    | 12-2021 | 2021-12-06 | 2021-12-01 | 12-2021  | 2021-12-02 | 2021-12-12 | 1    |
| 1285     | 4    | 11-2021 | 2021-11-29 | 2021-12-02 | 12-2021  | 2021-12-09 | 2021-12-05 | 0    |
| 1285     | 4    | 12-2021 | 2021-12-06 | 2021-12-02 | 12-2021  | 2021-12-09 | 2021-12-12 | 1    |
| 1285     | 4    | 12-2021 | 2021-12-13 | 2021-12-02 | 12-2021  | 2021-12-09 | 2021-12-19 | 1    |
| 1286     | 0    | 11-2021 | 2021-11-22 | 2021-11-24 | 11-2021  | 2021-11-24 | 2021-11-28 | 1    |
| 1286     | 0    | 11-2021 | 2021-11-29 | 2021-11-24 | 11-2021  | 2021-11-24 | 2021-12-05 | 1    |
| 1286     | 1    | 11-2021 | 2021-11-22 | 2021-11-24 | 11-2021  | 2021-11-30 | 2021-11-28 | 1    |
| 1286     | 1    | 11-2021 | 2021-11-29 | 2021-11-24 | 11-2021  | 2021-11-30 | 2021-12-05 | 1    |
| 1286     | 1    | 12-2021 | 2021-12-06 | 2021-11-24 | 11-2021  | 2021-11-30 | 2021-12-12 | 0    |
| 1286     | 2    | 11-2021 | 2021-11-29 | 2021-11-30 | 11-2021  | 2021-12-03 | 2021-12-05 | 1    |
| 1286     | 2    | 12-2021 | 2021-12-06 | 2021-11-30 | 11-2021  | 2021-12-03 | 2021-12-12 | 1    |
| 1286     | 3    | 11-2021 | 2021-11-29 | 2021-12-03 | 12-2021  | 2021-12-06 | 2021-12-05 | 0    |
| 1286     | 3    | 12-2021 | 2021-12-06 | 2021-12-03 | 12-2021  | 2021-12-06 | 2021-12-12 | 1    |
| 1286     | 3    | 12-2021 | 2021-12-13 | 2021-12-03 | 12-2021  | 2021-12-06 | 2021-12-19 | 1    |
| 1286     | 4    | 12-2021 | 2021-12-06 | 2021-12-06 | 12-2021  | 2021-12-13 | 2021-12-12 | 1    |
| 1286     | 4    | 12-2021 | 2021-12-13 | 2021-12-06 | 12-2021  | 2021-12-13 | 2021-12-19 | 1    |
| 1286     | 4    | 12-2021 | 2021-12-20 | 2021-12-06 | 12-2021  | 2021-12-13 | 2021-12-26 | 1    |
| 1287     | 0    | 11-2021 | 2021-11-22 | 2021-11-24 | 11-2021  | 2021-11-24 | 2021-11-28 | 1    |
| 1287     | 0    | 11-2021 | 2021-11-29 | 2021-11-24 | 11-2021  | 2021-11-24 | 2021-12-05 | 1    |
| 1287     | 1    | 11-2021 | 2021-11-22 | 2021-11-24 | 11-2021  | 2021-11-30 | 2021-11-28 | 1    |
| 1287     | 1    | 11-2021 | 2021-11-29 | 2021-11-24 | 11-2021  | 2021-11-30 | 2021-12-05 | 1    |
| 1287     | 1    | 12-2021 | 2021-12-06 | 2021-11-24 | 11-2021  | 2021-11-30 | 2021-12-12 | 0    |
| 1287     | 2    | 11-2021 | 2021-11-29 | 2021-11-30 | 11-2021  | 2021-12-03 | 2021-12-05 | 1    |
| 1287     | 2    | 12-2021 | 2021-12-06 | 2021-11-30 | 11-2021  | 2021-12-03 | 2021-12-12 | 1    |
| 1287     | 3    | 11-2021 | 2021-11-29 | 2021-12-03 | 12-2021  | 2021-12-06 | 2021-12-05 | 0    |
| 1287     | 3    | 12-2021 | 2021-12-06 | 2021-12-03 | 12-2021  | 2021-12-06 | 2021-12-12 | 1    |
| 1287     | 3    | 12-2021 | 2021-12-13 | 2021-12-03 | 12-2021  | 2021-12-06 | 2021-12-19 | 1    |
| 1288     | 0    | 11-2021 | 2021-11-22 | 2021-11-24 | 11-2021  | 2021-11-24 | 2021-11-28 | 1    |
| 1288     | 0    | 11-2021 | 2021-11-29 | 2021-11-24 | 11-2021  | 2021-11-24 | 2021-12-05 | 1    |
| 1288     | 1    | 11-2021 | 2021-11-22 | 2021-11-24 | 11-2021  | 2021-11-30 | 2021-11-28 | 1    |
| 1288     | 1    | 11-2021 | 2021-11-29 | 2021-11-24 | 11-2021  | 2021-11-30 | 2021-12-05 | 1    |
| 1288     | 1    | 12-2021 | 2021-12-06 | 2021-11-24 | 11-2021  | 2021-11-30 | 2021-12-12 | 0    |
| 1288     | 2    | 11-2021 | 2021-11-29 | 2021-11-30 | 11-2021  | 2021-12-03 | 2021-12-05 | 1    |
| 1288     | 2    | 12-2021 | 2021-12-06 | 2021-11-30 | 11-2021  | 2021-12-03 | 2021-12-12 | 1    |
| 1288     | 3    | 11-2021 | 2021-11-29 | 2021-12-03 | 12-2021  | 2021-12-06 | 2021-12-05 | 0    |
