+----------+---------+---------------+-------------+-------------+------------+
| leads_id | step_id | start_of_week | end_of_week | starting_ts | ending_ts  |
| 1        | 3       | 2022-05-30    | 2022-06-05  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-06-06    | 2022-06-12  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-06-13    | 2022-06-19  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-06-20    | 2022-06-26  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-06-27    | 2022-07-03  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-07-04    | 2022-07-10  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-07-11    | 2022-07-17  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-07-18    | 2022-07-24  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-07-25    | 2022-07-31  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-08-01    | 2022-08-07  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-08-08    | 2022-08-14  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-08-15    | 2022-08-21  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-08-22    | 2022-08-28  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-08-29    | 2022-09-04  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-09-05    | 2022-09-11  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-09-12    | 2022-09-18  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-09-19    | 2022-09-25  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-09-26    | 2022-10-02  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-10-03    | 2022-10-09  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-10-10    | 2022-10-16  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-10-17    | 2022-10-23  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-10-24    | 2022-10-30  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-10-31    | 2022-11-06  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-11-07    | 2022-11-13  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-11-14    | 2022-11-20  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-11-21    | 2022-11-27  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-11-28    | 2022-12-04  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-12-05    | 2022-12-11  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-12-12    | 2022-12-18  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-12-19    | 2022-12-25  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2022-12-26    | 2023-01-01  | 2020-12-04  | 2020-12-07 |
| 1        | 3       | 2023-01-02    | 2023-01-08  | 2020-12-04  | 2020-12-07 |
+----------+---------+---------------+-------------+-------------+------------+
