leads_id,stage_id,funnel_id,first_date,stage_date,stage_time,start_date,stage,days_duration_stage,stage_drop,reason,last_stage_id,last_date,days_duration_pipeline,first_stage_flag,final_stage_flag,deal_won
2914,103,13746,2022-09-14,2022-09-19,14:33:00,2022-09-16,initial_communication_success,3,1,not answered,103,2022-09-19,5,0,0,0
2918,101,13624,2022-09-14,2022-09-14,17:59:16,,leads_registered,,0,,103,2022-09-20,6,1,0,0
2918,102,13782,2022-09-14,2022-09-19,17:59:53,2022-09-14,leads_qualification,5,0,,103,2022-09-20,6,0,0,0
2918,103,13818,2022-09-14,2022-09-20,14:39:37,2022-09-19,initial_communication_success,1,1,not interested,103,2022-09-20,6,0,0,0
2932,101,13718,2022-09-19,2022-09-19,09:50:39,,leads_registered,,0,,104,2022-09-28,9,1,0,0
2932,102,14039,2022-09-19,2022-09-26,16:13:27,2022-09-19,leads_qualification,7,0,,104,2022-09-28,9,0,0,0
2932,103,14095,2022-09-19,2022-09-27,14:53:42,2022-09-26,initial_communication_success,1,0,,104,2022-09-28,9,0,0,0
2932,104,14147,2022-09-19,2022-09-28,12:07:48,2022-09-27,approach_success,1,1,not answered,104,2022-09-28,9,0,0,0
2953,101,13832,2022-09-20,2022-09-20,17:04:47,,leads_registered,,0,,108,2022-10-31,41,1,0,0
2953,102,14038,2022-09-20,2022-09-26,16:06:20,2022-09-20,leads_qualification,6,0,,108,2022-10-31,41,0,0,0
2953,103,14062,2022-09-20,2022-09-27,10:03:27,2022-09-26,initial_communication_success,1,0,,108,2022-10-31,41,0,0,0
2953,104,14127,2022-09-20,2022-09-28,09:47:48,2022-09-27,approach_success,1,0,,108,2022-10-31,41,0,0,0
2953,105,14659,2022-09-20,2022-10-07,12:41:33,2022-09-28,discussion_success,9,0,,108,2022-10-31,41,0,0,0
2953,106,14750,2022-09-20,2022-10-10,13:22:57,2022-10-07,offer_sent,3,0,,108,2022-10-31,41,0,0,0
2953,107,15137,2022-09-20,2022-10-20,09:49:58,2022-10-10,quotation_recieved,10,0,,108,2022-10-31,41,0,0,0
2953,108,15429,2022-09-20,2022-10-31,12:13:12,2022-10-20,deal_won,11,0,,108,2022-10-31,41,0,1,1
2986,101,13936,2022-09-23,2022-09-23,10:53:36,,leads_registered,,0,,108,2022-11-03,41,1,0,0
2986,102,14313,2022-09-23,2022-09-30,17:33:17,2022-09-23,leads_qualification,7,0,,108,2022-11-03,41,0,0,0
2986,103,14370,2022-09-23,2022-10-03,12:58:21,2022-09-30,initial_communication_success,3,0,,108,2022-11-03,41,0,0,0
2986,104,14605,2022-09-23,2022-10-06,12:27:34,2022-10-03,approach_success,3,0,,108,2022-11-03,41,0,0,0
2986,105,14968,2022-09-23,2022-10-14,14:54:11,2022-10-06,discussion_success,8,0,,108,2022-11-03,41,0,0,0
2986,106,15065,2022-09-23,2022-10-18,13:27:10,2022-10-14,offer_sent,4,0,,108,2022-11-03,41,0,0,0
2986,107,15369,2022-09-23,2022-10-28,11:13:57,2022-10-18,quotation_recieved,10,0,,108,2022-11-03,41,0,0,0
2986,108,15543,2022-09-23,2022-11-03,15:08:31,2022-10-28,deal_won,6,0,,108,2022-11-03,41,0,1,1
2991,101,13955,2022-09-23,2022-09-23,13:53:20,,leads_registered,,0,,101,2022-09-23,0,1,0,0
2995,101,13964,2022-09-23,2022-09-23,16:11:12,,leads_registered,,0,,108,2022-10-31,38,1,0,0
2995,102,14183,2022-09-23,2022-09-29,09:49:49,2022-09-23,leads_qualification,6,0,,108,2022-10-31,38,0,0,0
2995,103,14245,2022-09-23,2022-09-30,10:35:11,2022-09-29,initial_communication_success,1,0,,108,2022-10-31,38,0,0,0
2995,104,14363,2022-09-23,2022-10-03,12:14:57,2022-09-30,approach_success,3,0,,108,2022-10-31,38,0,0,0
2995,105,14967,2022-09-23,2022-10-14,14:10:03,2022-10-03,discussion_success,11,0,,108,2022-10-31,38,0,0,0
2995,106,15010,2022-09-23,2022-10-17,12:36:20,2022-10-14,offer_sent,3,0,,108,2022-10-31,38,0,0,0
2995,107,15225,2022-09-23,2022-10-24,13:03:52,2022-10-17,quotation_recieved,7,0,,108,2022-10-31,38,0,0,0
2995,108,15405,2022-09-23,2022-10-31,09:07:38,2022-10-24,deal_won,7,0,,108,2022-10-31,38,0,1,1
2999,101,13972,2022-09-23,2022-09-23,17:33:15,,leads_registered,,0,,108,2022-10-31,38,1,0,0
2999,102,14252,2022-09-23,2022-09-30,11:02:09,2022-09-23,leads_qualification,7,0,,108,2022-10-31,38,0,0,0
2999,103,14392,2022-09-23,2022-10-03,14:53:13,2022-09-30,initial_communication_success,3,0,,108,2022-10-31,38,0,0,0
2999,104,14481,2022-09-23,2022-10-04,13:42:48,2022-10-03,approach_success,1,0,,108,2022-10-31,38,0,0,0
2999,105,14843,2022-09-23,2022-10-11,16:45:17,2022-10-04,discussion_success,7,0,,108,2022-10-31,38,0,0,0
2999,106,14941,2022-09-23,2022-10-14,09:21:06,2022-10-11,offer_sent,3,0,,108,2022-10-31,38,0,0,0
2999,107,15171,2022-09-23,2022-10-21,09:34:02,2022-10-14,quotation_recieved,7,0,,108,2022-10-31,38,0,0,0
2999,108,15423,2022-09-23,2022-10-31,10:37:37,2022-10-21,deal_won,10,0,,108,2022-10-31,38,0,1,1
3020,101,14030,2022-09-26,2022-09-26,15:09:50,,leads_registered,,0,,104,2022-10-07,11,1,0,0
3020,102,14382,2022-09-26,2022-10-03,13:57:26,2022-09-26,leads_qualification,7,0,,104,2022-10-07,11,0,0,0
3020,103,14480,2022-09-26,2022-10-04,13:41:12,2022-10-03,initial_communication_success,1,0,,104,2022-10-07,11,0,0,0
3020,104,14647,2022-09-26,2022-10-07,11:08:31,2022-10-04,approach_success,3,1,not answered,104,2022-10-07,11,0,0,0
3027,101,14045,2022-09-26,2022-09-26,17:02:04,,leads_registered,,0,,102,2022-10-03,7,1,0,0
3027,102,14407,2022-09-26,2022-10-03,16:14:01,2022-09-26,leads_qualification,7,1,not selected,102,2022-10-03,7,0,0,0
3043,101,14118,2022-09-27,2022-09-27,17:52:10,,leads_registered,,0,,104,2022-10-07,10,1,0,0
3043,102,14331,2022-09-27,2022-10-03,09:54:06,2022-09-27,leads_qualification,6,0,,104,2022-10-07,10,0,0,0
3043,103,14496,2022-09-27,2022-10-04,16:15:44,2022-10-03,initial_communication_success,1,0,,104,2022-10-07,10,0,0,0
3043,104,14698,2022-09-27,2022-10-07,17:18:54,2022-10-04,approach_success,3,1,not answered,104,2022-10-07,10,0,0,0
3056,101,14149,2022-09-28,2022-09-28,12:12:38,,leads_registered,,0,,108,2022-10-26,28,1,0,0
3056,102,14256,2022-09-28,2022-09-30,11:32:07,2022-09-28,leads_qualification,2,0,,108,2022-10-26,28,0,0,0
3056,103,14350,2022-09-28,2022-10-03,11:25:34,2022-09-30,initial_communication_success,3,0,,108,2022-10-26,28,0,0,0
3056,104,14553,2022-09-28,2022-10-05,13:34:31,2022-10-03,approach_success,2,0,,108,2022-10-26,28,0,0,0
3056,105,14767,2022-09-28,2022-10-10,14:55:46,2022-10-05,discussion_success,5,0,,108,2022-10-26,28,0,0,0
3056,106,14887,2022-09-28,2022-10-12,15:24:14,2022-10-10,offer_sent,2,0,,108,2022-10-26,28,0,0,0
3056,107,15173,2022-09-28,2022-10-21,09:50:20,2022-10-12,quotation_recieved,9,0,,108,2022-10-26,28,0,0,0
3056,108,15305,2022-09-28,2022-10-26,13:37:53,2022-10-21,deal_won,5,0,,108,2022-10-26,28,0,1,1
3067,101,14181,2022-09-29,2022-09-29,09:27:21,,leads_registered,,0,,108,2022-10-31,32,1,0,0
3067,102,14488,2022-09-29,2022-10-04,15:02:20,2022-09-29,leads_qualification,5,0,,108,2022-10-31,32,0,0,0
3067,103,14525,2022-09-29,2022-10-05,09:56:23,2022-10-04,initial_communication_success,1,0,,108,2022-10-31,32,0,0,0
3067,104,14595,2022-09-29,2022-10-06,10:30:28,2022-10-05,approach_success,1,0,,108,2022-10-31,32,0,0,0
3067,105,14983,2022-09-29,2022-10-14,17:49:11,2022-10-06,discussion_success,8,0,,108,2022-10-31,32,0,0,0
3067,106,15053,2022-09-29,2022-10-18,10:53:44,2022-10-14,offer_sent,4,0,,108,2022-10-31,32,0,0,0
3067,107,15285,2022-09-29,2022-10-26,09:27:08,2022-10-18,quotation_recieved,8,0,,108,2022-10-31,32,0,0,0
3067,108,15447,2022-09-29,2022-10-31,15:25:38,2022-10-26,deal_won,5,0,,108,2022-10-31,32,0,1,1
3079,101,14212,2022-09-29,2022-09-29,16:32:22,,leads_registered,,0,,105,2022-10-13,14,1,0,0
3079,102,14427,2022-09-29,2022-10-03,17:28:17,2022-09-29,leads_qualification,4,0,,105,2022-10-13,14,0,0,0
3079,103,14604,2022-09-29,2022-10-06,11:44:21,2022-10-03,initial_communication_success,3,0,,105,2022-10-13,14,0,0,0
3079,104,14664,2022-09-29,2022-10-07,13:14:30,2022-10-06,approach_success,1,0,,105,2022-10-13,14,0,0,0
3079,105,14903,2022-09-29,2022-10-13,09:10:33,2022-10-07,discussion_success,6,1,not interested,105,2022-10-13,14,0,0,0
3099,101,14287,2022-09-30,2022-09-30,15:24:23,,leads_registered,,0,,104,2022-10-12,12,1,0,0
3099,102,14678,2022-09-30,2022-10-07,14:46:09,2022-09-30,leads_qualification,7,0,,104,2022-10-12,12,0,0,0
3099,103,14777,2022-09-30,2022-10-10,16:27:52,2022-10-07,initial_communication_success,3,0,,104,2022-10-12,12,0,0,0
3099,104,14867,2022-09-30,2022-10-12,11:19:02,2022-10-10,approach_success,2,1,already use other products,104,2022-10-12,12,0,0,0
3107,101,14319,2022-10-03,2022-10-03,09:01:20,,leads_registered,,0,,103,2022-10-11,8,1,0,0
3107,102,14786,2022-10-03,2022-10-10,17:31:11,2022-10-03,leads_qualification,7,0,,103,2022-10-11,8,0,0,0
3107,103,14829,2022-10-03,2022-10-11,13:38:22,2022-10-10,initial_communication_success,1,1,not answered,103,2022-10-11,8,0,0,0
3109,101,14329,2022-10-03,2022-10-03,09:38:42,,leads_registered,,0,,104,2022-10-11,8,1,0,0
3109,102,14693,2022-10-03,2022-10-07,16:55:01,2022-10-03,leads_qualification,4,0,,104,2022-10-11,8,0,0,0
3109,103,14737,2022-10-03,2022-10-10,12:30:30,2022-10-07,initial_communication_success,3,0,,104,2022-10-11,8,0,0,0
3109,104,14796,2022-10-03,2022-10-11,09:19:17,2022-10-10,approach_success,1,1,not interested,104,2022-10-11,8,0,0,0
3110,101,14345,2022-10-03,2022-10-03,10:58:46,,leads_registered,,0,,102,2022-10-07,4,1,0,0
3110,102,14628,2022-10-03,2022-10-07,09:36:17,2022-10-03,leads_qualification,4,1,not selected,102,2022-10-07,4,0,0,0
3119,101,14447,2022-10-04,2022-10-04,10:26:43,,leads_registered,,0,,105,2022-10-17,13,1,0,0
3119,102,14689,2022-10-04,2022-10-07,16:36:57,2022-10-04,leads_qualification,3,0,,105,2022-10-17,13,0,0,0
3119,103,14765,2022-10-04,2022-10-10,14:49:03,2022-10-07,initial_communication_success,3,0,,105,2022-10-17,13,0,0,0
3119,104,14815,2022-10-04,2022-10-11,10:47:43,2022-10-10,approach_success,1,0,,105,2022-10-17,13,0,0,0
3119,105,15019,2022-10-04,2022-10-17,14:44:35,2022-10-11,discussion_success,6,1,not answered,105,2022-10-17,13,0,0,0
3134,101,14523,2022-10-05,2022-10-05,09:34:18,,leads_registered,,0,,108,2022-10-31,26,1,0,0
3134,102,14772,2022-10-05,2022-10-10,15:37:49,2022-10-05,leads_qualification,5,0,,108,2022-10-31,26,0,0,0
3134,103,14812,2022-10-05,2022-10-11,10:43:03,2022-10-10,initial_communication_success,1,0,,108,2022-10-31,26,0,0,0
3134,104,14925,2022-10-05,2022-10-13,13:14:27,2022-10-11,approach_success,2,0,,108,2022-10-31,26,0,0,0
3134,105,15134,2022-10-05,2022-10-20,09:35:11,2022-10-13,discussion_success,7,0,,108,2022-10-31,26,0,0,0
3134,106,15218,2022-10-05,2022-10-24,10:06:42,2022-10-20,offer_sent,4,0,,108,2022-10-31,26,0,0,0
3134,107,15366,2022-10-05,2022-10-28,10:25:04,2022-10-24,quotation_recieved,4,0,,108,2022-10-31,26,0,0,0
3134,108,15454,2022-10-05,2022-10-31,16:49:54,2022-10-28,deal_won,3,0,,108,2022-10-31,26,0,1,1
3140,101,14554,2022-10-05,2022-10-05,14:03:58,,leads_registered,,0,,108,2022-11-02,28,1,0,0
3140,102,14807,2022-10-05,2022-10-11,10:26:43,2022-10-05,leads_qualification,6,0,,108,2022-11-02,28,0,0,0
3140,103,14942,2022-10-05,2022-10-14,09:43:20,2022-10-11,initial_communication_success,3,0,,108,2022-11-02,28,0,0,0
3140,104,15013,2022-10-05,2022-10-17,13:50:39,2022-10-14,approach_success,3,0,,108,2022-11-02,28,0,0,0
3140,105,15158,2022-10-05,2022-10-20,16:44:44,2022-10-17,discussion_success,3,0,,108,2022-11-02,28,0,0,0
3140,106,15177,2022-10-05,2022-10-21,10:32:02,2022-10-20,offer_sent,1,0,,108,2022-11-02,28,0,0,0
3140,107,15350,2022-10-05,2022-10-27,17:06:41,2022-10-21,quotation_recieved,6,0,,108,2022-11-02,28,0,0,0
3140,108,15526,2022-10-05,2022-11-02,17:14:20,2022-10-27,deal_won,6,0,,108,2022-11-02,28,0,1,1
3160,101,14663,2022-10-07,2022-10-07,13:08:22,,leads_registered,,0,,101,2022-10-07,0,1,0,0
3161,101,14700,2022-10-07,2022-10-07,17:25:17,,leads_registered,,0,,106,2022-10-24,17,1,0,0
3161,102,14794,2022-10-07,2022-10-11,09:08:52,2022-10-07,leads_qualification,4,0,,106,2022-10-24,17,0,0,0
3161,103,14972,2022-10-07,2022-10-14,16:24:41,2022-10-11,initial_communication_success,3,0,,106,2022-10-24,17,0,0,0
3161,104,15034,2022-10-07,2022-10-17,17:15:15,2022-10-14,approach_success,3,0,,106,2022-10-24,17,0,0,0
3161,105,15200,2022-10-07,2022-10-21,16:47:33,2022-10-17,discussion_success,4,0,,106,2022-10-24,17,0,0,0
3161,106,15217,2022-10-07,2022-10-24,10:05:00,2022-10-21,offer_sent,3,1,price not fit,106,2022-10-24,17,0,0,0
3173,101,14875,2022-10-12,2022-10-12,12:00:08,,leads_registered,,0,,106,2022-10-26,14,1,0,0
3173,102,15020,2022-10-12,2022-10-17,14:50:01,2022-10-12,leads_qualification,5,0,,106,2022-10-26,14,0,0,0
3173,103,15071,2022-10-12,2022-10-18,15:05:24,2022-10-17,initial_communication_success,1,0,,106,2022-10-26,14,0,0,0
3173,104,15108,2022-10-12,2022-10-19,13:14:19,2022-10-18,approach_success,1,0,,106,2022-10-26,14,0,0,0
3173,105,15214,2022-10-12,2022-10-24,09:42:53,2022-10-19,discussion_success,5,0,,106,2022-10-26,14,0,0,0
3173,106,15295,2022-10-12,2022-10-26,11:33:13,2022-10-24,offer_sent,2,1,price not fit,106,2022-10-26,14,0,0,0
3176,101,14889,2022-10-12,2022-10-12,16:02:05,,leads_registered,,0,,103,2022-10-17,5,1,0,0
3176,102,14943,2022-10-12,2022-10-14,09:51:43,2022-10-12,leads_qualification,2,0,,103,2022-10-17,5,0,0,0
3176,103,15024,2022-10-12,2022-10-17,16:19:14,2022-10-14,initial_communication_success,3,1,not interested,103,2022-10-17,5,0,0,0
3222,101,15292,2022-10-26,2022-10-26,10:56:46,,leads_registered,,0,,108,2022-11-22,27,1,0,0
3222,102,15522,2022-10-26,2022-11-02,16:43:04,2022-10-26,leads_qualification,7,0,,108,2022-11-22,27,0,0,0
3222,103,15552,2022-10-26,2022-11-04,09:05:41,2022-11-02,initial_communication_success,2,0,,108,2022-11-22,27,0,0,0
3222,104,15660,2022-10-26,2022-11-07,17:12:52,2022-11-04,approach_success,3,0,,108,2022-11-22,27,0,0,0
3222,105,15788,2022-10-26,2022-11-14,11:22:32,2022-11-07,discussion_success,7,0,,108,2022-11-22,27,0,0,0
3222,106,15819,2022-10-26,2022-11-15,10:57:46,2022-11-14,offer_sent,1,0,,108,2022-11-22,27,0,0,0
3222,107,15899,2022-10-26,2022-11-18,13:32:09,2022-11-15,quotation_recieved,3,0,,108,2022-11-22,27,0,0,0
3222,108,15955,2022-10-26,2022-11-22,14:42:22,2022-11-18,deal_won,4,0,,108,2022-11-22,27,0,1,1
3225,101,15307,2022-10-26,2022-10-26,13:53:27,,leads_registered,,0,,103,2022-10-31,5,1,0,0
3225,102,15359,2022-10-26,2022-10-28,09:40:43,2022-10-26,leads_qualification,2,0,,103,2022-10-31,5,0,0,0
3225,103,15411,2022-10-26,2022-10-31,09:36:57,2022-10-28,initial_communication_success,3,1,not answered,103,2022-10-31,5,0,0,0
3237,101,15335,2022-10-27,2022-10-27,13:26:56,,leads_registered,,0,,101,2022-10-27,0,1,0,0
3238,101,15339,2022-10-27,2022-10-27,14:00:23,,leads_registered,,0,,101,2022-10-27,0,1,0,0
3304,101,15569,2022-11-04,2022-11-04,11:43:07,,leads_registered,,0,,104,2022-11-16,12,1,0,0
3304,102,15762,2022-11-04,2022-11-11,12:39:47,2022-11-04,leads_qualification,7,0,,104,2022-11-16,12,0,0,0
3304,103,15803,2022-11-04,2022-11-14,17:37:46,2022-11-11,initial_communication_success,3,0,,104,2022-11-16,12,0,0,0
3304,104,15851,2022-11-04,2022-11-16,15:53:39,2022-11-14,approach_success,2,1,not interested,104,2022-11-16,12,0,0,0
3323,101,15749,2022-11-10,2022-11-10,17:39:59,,leads_registered,,0,,106,2022-11-25,15,1,0,0
3323,102,15809,2022-11-10,2022-11-15,09:04:38,2022-11-10,leads_qualification,5,0,,106,2022-11-25,15,0,0,0
3323,103,15840,2022-11-10,2022-11-16,11:41:57,2022-11-15,initial_communication_success,1,0,,106,2022-11-25,15,0,0,0
3323,104,15864,2022-11-10,2022-11-17,12:17:33,2022-11-16,approach_success,1,0,,106,2022-11-25,15,0,0,0
3323,105,15917,2022-11-10,2022-11-21,10:25:25,2022-11-17,discussion_success,4,0,,106,2022-11-25,15,0,0,0
3323,106,16030,2022-11-10,2022-11-25,16:18:00,2022-11-21,offer_sent,4,1,not interested,106,2022-11-25,15,0,0,0
3343,101,15929,2022-11-21,2022-11-21,15:30:23,,leads_registered,,0,,108,2022-12-21,30,1,0,0
3343,102,16016,2022-11-21,2022-11-25,10:54:34,2022-11-21,leads_qualification,4,0,,108,2022-12-21,30,0,0,0
3343,103,16046,2022-11-21,2022-11-28,10:53:39,2022-11-25,initial_communication_success,3,0,,108,2022-12-21,30,0,0,0
3343,104,16071,2022-11-21,2022-11-29,09:10:49,2022-11-28,approach_success,1,0,,108,2022-12-21,30,0,0,0
3343,105,16180,2022-11-21,2022-12-05,16:19:58,2022-11-29,discussion_success,6,0,,108,2022-12-21,30,0,0,0
3343,106,16210,2022-11-21,2022-12-06,16:37:19,2022-12-05,offer_sent,1,0,,108,2022-12-21,30,0,0,0
3343,107,16265,2022-11-21,2022-12-13,15:13:22,2022-12-06,quotation_recieved,7,0,,108,2022-12-21,30,0,0,0
3343,108,16300,2022-11-21,2022-12-21,12:46:27,2022-12-13,deal_won,8,0,,108,2022-12-21,30,0,1,1
3353,101,15972,2022-11-23,2022-11-23,12:28:59,,leads_registered,,0,,102,2022-11-25,2,1,0,0
3353,102,16037,2022-11-23,2022-11-25,17:50:15,2022-11-23,leads_qualification,2,1,not selected,102,2022-11-25,2,0,0,0
3355,101,15979,2022-11-23,2022-11-23,16:06:28,,leads_registered,,0,,108,2022-12-22,29,1,0,0
3355,102,16047,2022-11-23,2022-11-28,11:18:20,2022-11-23,leads_qualification,5,0,,108,2022-12-22,29,0,0,0
3355,103,16081,2022-11-23,2022-11-29,12:42:00,2022-11-28,initial_communication_success,1,0,,108,2022-12-22,29,0,0,0
3355,104,16099,2022-11-23,2022-11-30,10:35:55,2022-11-29,approach_success,1,0,,108,2022-12-22,29,0,0,0
3355,105,16213,2022-11-23,2022-12-07,09:21:02,2022-11-30,discussion_success,7,0,,108,2022-12-22,29,0,0,0
3355,106,16229,2022-11-23,2022-12-09,10:06:54,2022-12-07,offer_sent,2,0,,108,2022-12-22,29,0,0,0
3355,107,16286,2022-11-23,2022-12-16,14:08:07,2022-12-09,quotation_recieved,7,0,,108,2022-12-22,29,0,0,0
3355,108,16307,2022-11-23,2022-12-22,10:28:18,2022-12-16,deal_won,6,0,,108,2022-12-22,29,0,1,1
3357,101,15996,2022-11-24,2022-11-24,15:57:55,,leads_registered,,0,,101,2022-11-24,0,1,0,0
3365,101,16018,2022-11-25,2022-11-25,11:55:40,,leads_registered,,0,,101,2022-11-25,0,1,0,0
3371,101,16041,2022-11-28,2022-11-28,10:26:21,,leads_registered,,0,,106,2022-12-14,16,1,0,0
3371,102,16147,2022-11-28,2022-12-02,14:05:16,2022-11-28,leads_qualification,4,0,,106,2022-12-14,16,0,0,0
3371,103,16168,2022-11-28,2022-12-05,10:39:29,2022-12-02,initial_communication_success,3,0,,106,2022-12-14,16,0,0,0
3371,104,16202,2022-11-28,2022-12-06,13:33:35,2022-12-05,approach_success,1,0,,106,2022-12-14,16,0,0,0
3371,105,16255,2022-11-28,2022-12-12,17:13:45,2022-12-06,discussion_success,6,0,,106,2022-12-14,16,0,0,0
3371,106,16272,2022-11-28,2022-12-14,09:29:18,2022-12-12,offer_sent,2,1,not answered,106,2022-12-14,16,0,0,0
3379,101,16083,2022-11-29,2022-11-29,13:44:08,,leads_registered,,0,,103,2022-12-06,7,1,0,0
3379,102,16174,2022-11-29,2022-12-05,13:34:05,2022-11-29,leads_qualification,6,0,,103,2022-12-06,7,0,0,0
3379,103,16205,2022-11-29,2022-12-06,14:30:04,2022-12-05,initial_communication_success,1,1,not answered,103,2022-12-06,7,0,0,0
2,101,2,2020-11-26,2020-11-26,09:04:53,,leads_registered,,0,,108,2021-01-01,36,1,0,0
2,102,25,2020-11-26,2020-12-03,13:07:29,2020-11-26,leads_qualification,7,0,,108,2021-01-01,36,0,0,0
2,103,29,2020-11-26,2020-12-04,09:41:16,2020-12-03,initial_communication_success,1,0,,108,2021-01-01,36,0,0,0
2,104,60,2020-11-26,2020-12-07,12:32:29,2020-12-04,approach_success,3,0,,108,2021-01-01,36,0,0,0
2,105,154,2020-11-26,2020-12-14,09:56:32,2020-12-07,discussion_success,7,0,,108,2021-01-01,36,0,0,0
2,106,189,2020-11-26,2020-12-15,16:43:05,2020-12-14,offer_sent,1,0,,108,2021-01-01,36,0,0,0
2,107,324,2020-11-26,2020-12-24,14:10:10,2020-12-15,quotation_recieved,9,0,,108,2021-01-01,36,0,0,0
2,108,459,2020-11-26,2021-01-01,17:45:51,2020-12-24,deal_won,8,0,,108,2021-01-01,36,0,1,1
28,101,41,2020-12-04,2020-12-04,15:48:54,,leads_registered,,0,,108,2021-01-01,28,1,0,0
28,102,94,2020-12-04,2020-12-09,12:42:32,2020-12-04,leads_qualification,5,0,,108,2021-01-01,28,0,0,0
28,103,105,2020-12-04,2020-12-10,09:50:48,2020-12-09,initial_communication_success,1,0,,108,2021-01-01,28,0,0,0
28,104,128,2020-12-04,2020-12-11,13:31:56,2020-12-10,approach_success,1,0,,108,2021-01-01,28,0,0,0
28,105,224,2020-12-04,2020-12-17,14:41:16,2020-12-11,discussion_success,6,0,,108,2021-01-01,28,0,0,0
28,106,236,2020-12-04,2020-12-18,10:36:35,2020-12-17,offer_sent,1,0,,108,2021-01-01,28,0,0,0
28,107,329,2020-12-04,2020-12-24,17:25:12,2020-12-18,quotation_recieved,6,0,,108,2021-01-01,28,0,0,0
28,108,440,2020-12-04,2021-01-01,10:45:45,2020-12-24,deal_won,8,0,,108,2021-01-01,28,0,1,1
39,101,65,2020-12-07,2020-12-07,16:32:06,,leads_registered,,0,,103,2020-12-14,7,1,0,0
39,102,116,2020-12-07,2020-12-11,09:19:23,2020-12-07,leads_qualification,4,0,,103,2020-12-14,7,0,0,0
39,103,159,2020-12-07,2020-12-14,11:25:44,2020-12-11,initial_communication_success,3,1,not answered,103,2020-12-14,7,0,0,0
60,101,124,2020-12-11,2020-12-11,10:51:42,,leads_registered,,0,,104,2020-12-17,6,1,0,0
60,102,163,2020-12-11,2020-12-14,14:23:30,2020-12-11,leads_qualification,3,0,,104,2020-12-17,6,0,0,0
60,103,204,2020-12-11,2020-12-16,13:44:18,2020-12-14,initial_communication_success,2,0,,104,2020-12-17,6,0,0,0
60,104,229,2020-12-11,2020-12-17,15:21:46,2020-12-16,approach_success,1,1,not answered,104,2020-12-17,6,0,0,0
63,101,130,2020-12-11,2020-12-11,13:47:41,,leads_registered,,0,,108,2021-01-07,27,1,0,0
63,102,238,2020-12-11,2020-12-18,10:50:02,2020-12-11,leads_qualification,7,0,,108,2021-01-07,27,0,0,0
63,103,277,2020-12-11,2020-12-21,17:28:35,2020-12-18,initial_communication_success,3,0,,108,2021-01-07,27,0,0,0
63,104,288,2020-12-11,2020-12-22,12:56:29,2020-12-21,approach_success,1,0,,108,2021-01-07,27,0,0,0
63,105,357,2020-12-11,2020-12-28,11:57:58,2020-12-22,discussion_success,6,0,,108,2021-01-07,27,0,0,0
63,106,418,2020-12-11,2020-12-31,12:00:07,2020-12-28,offer_sent,3,0,,108,2021-01-07,27,0,0,0
63,107,468,2020-12-11,2021-01-04,09:57:17,2020-12-31,quotation_recieved,4,0,,108,2021-01-07,27,0,0,0
63,108,585,2020-12-11,2021-01-07,17:56:52,2021-01-04,deal_won,3,0,,108,2021-01-07,27,0,1,1
71,101,196,2020-12-16,2020-12-16,09:48:00,,leads_registered,,0,,105,2020-12-28,12,1,0,0
71,102,258,2020-12-16,2020-12-21,10:21:49,2020-12-16,leads_qualification,5,0,,105,2020-12-28,12,0,0,0
71,103,281,2020-12-16,2020-12-22,10:05:48,2020-12-21,initial_communication_success,1,0,,105,2020-12-28,12,0,0,0
71,104,309,2020-12-16,2020-12-23,14:07:43,2020-12-22,approach_success,1,0,,105,2020-12-28,12,0,0,0
71,105,351,2020-12-16,2020-12-28,10:25:35,2020-12-23,discussion_success,5,1,price not fit,105,2020-12-28,12,0,0,0
88,101,310,2020-12-23,2020-12-23,14:51:37,,leads_registered,,0,,101,2020-12-23,0,1,0,0
101,101,362,2020-12-28,2020-12-28,15:42:37,,leads_registered,,0,,104,2021-01-06,9,1,0,0
101,102,469,2020-12-28,2021-01-04,10:12:04,2020-12-28,leads_qualification,7,0,,104,2021-01-06,9,0,0,0
101,103,506,2020-12-28,2021-01-05,10:09:52,2021-01-04,initial_communication_success,1,0,,104,2021-01-06,9,0,0,0
101,104,557,2020-12-28,2021-01-06,16:52:09,2021-01-05,approach_success,1,1,not answered,104,2021-01-06,9,0,0,0
103,101,385,2020-12-29,2020-12-29,13:54:39,,leads_registered,,0,,105,2021-01-13,15,1,0,0
103,102,464,2020-12-29,2021-01-04,09:18:48,2020-12-29,leads_qualification,6,0,,105,2021-01-13,15,0,0,0
103,103,523,2020-12-29,2021-01-05,16:04:46,2021-01-04,initial_communication_success,1,0,,105,2021-01-13,15,0,0,0
103,104,539,2020-12-29,2021-01-06,11:21:52,2021-01-05,approach_success,1,0,,105,2021-01-13,15,0,0,0
103,105,703,2020-12-29,2021-01-13,16:28:08,2021-01-06,discussion_success,7,1,price not fit,105,2021-01-13,15,0,0,0
117,101,415,2020-12-31,2020-12-31,10:42:29,,leads_registered,,0,,103,2021-01-05,5,1,0,0
117,102,477,2020-12-31,2021-01-04,12:56:41,2020-12-31,leads_qualification,4,0,,103,2021-01-05,5,0,0,0
117,103,524,2020-12-31,2021-01-05,16:10:44,2021-01-04,initial_communication_success,1,1,not interested,103,2021-01-05,5,0,0,0
129,101,450,2021-01-01,2021-01-01,14:36:35,,leads_registered,,0,,105,2021-01-19,18,1,0,0
