contract_id,discount_type_code,discount_type,month_discount,deal_won,user_price_after,discount_reten_flag
792,D2,2022_quarter_discount,3 month discounts,2022-07-11 10:21:27,16000,0
799,D2,2022_quarter_discount,3 month discounts,2022-07-18 17:07:00,16000,0
800,D2,2022_quarter_discount,3 month discounts,2022-07-19 09:38:47,16000,0
801,D2,2022_quarter_discount,3 month discounts,2022-07-19 11:32:01,16000,0
810,D2,2022_quarter_discount,3 month discounts,2022-07-22 10:07:40,16000,0
811,D2,2022_quarter_discount,3 month discounts,2022-07-22 10:31:00,16000,0
834,D2,2022_quarter_discount,3 month discounts,2022-07-28 16:21:45,16000,0
840,D2,2022_quarter_discount,3 month discounts,2022-07-29 09:44:51,16000,0
841,D2,2022_quarter_discount,3 month discounts,2022-07-29 10:22:40,16000,0
973,D2,2022_quarter_discount,3 month discounts,2022-10-03 09:54:11,16000,0
975,D2,2022_quarter_discount,3 month discounts,2022-10-03 12:09:11,16000,0
976,D2,2022_quarter_discount,3 month discounts,2022-10-03 12:36:05,16000,0
978,D2,2022_quarter_discount,3 month discounts,2022-10-03 14:15:27,16000,0
986,D2,2022_quarter_discount,3 month discounts,2022-10-04 09:45:08,16000,0
990,D2,2022_quarter_discount,3 month discounts,2022-10-04 17:43:50,16000,0
991,D2,2022_quarter_discount,3 month discounts,2022-10-04 17:52:21,16000,0
992,D2,2022_quarter_discount,3 month discounts,2022-10-04 17:53:54,16000,0
995,D2,2022_quarter_discount,3 month discounts,2022-10-05 09:32:50,16000,0
999,D2,2022_quarter_discount,3 month discounts,2022-10-05 13:16:01,16000,0
1003,D2,2022_quarter_discount,3 month discounts,2022-10-05 17:32:23,16000,0
1007,D2,2022_quarter_discount,3 month discounts,2022-10-06 10:10:18,16000,0
1008,D2,2022_quarter_discount,3 month discounts,2022-10-06 11:11:45,16000,0
1011,D2,2022_quarter_discount,3 month discounts,2022-10-07 09:48:13,16000,0
1012,D2,2022_quarter_discount,3 month discounts,2022-10-07 10:01:13,16000,0
1014,D2,2022_quarter_discount,3 month discounts,2022-10-07 13:40:47,16000,0
1015,D2,2022_quarter_discount,3 month discounts,2022-10-07 17:59:29,16000,0
1024,D2,2022_quarter_discount,3 month discounts,2022-10-14 15:03:36,16000,0
1029,D2,2022_quarter_discount,3 month discounts,2022-10-19 10:57:24,16000,0
1030,D2,2022_quarter_discount,3 month discounts,2022-10-19 13:18:25,16000,0
1033,D2,2022_quarter_discount,3 month discounts,2022-10-20 13:56:54,16000,0
1034,D2,2022_quarter_discount,3 month discounts,2022-10-21 10:17:07,16000,0
1035,D2,2022_quarter_discount,3 month discounts,2022-10-21 10:42:39,16000,0
1041,D2,2022_quarter_discount,3 month discounts,2022-10-24 16:29:00,16000,0
1043,D2,2022_quarter_discount,3 month discounts,2022-10-25 10:41:21,16000,0
1044,D2,2022_quarter_discount,3 month discounts,2022-10-25 10:54:27,16000,0
1047,D2,2022_quarter_discount,3 month discounts,2022-10-25 14:38:54,16000,0
1055,D2,2022_quarter_discount,3 month discounts,2022-10-26 12:29:15,16000,0
1066,D2,2022_quarter_discount,3 month discounts,2022-10-27 17:13:42,16000,0
1088,D2,2022_quarter_discount,3 month discounts,2022-10-31 10:15:43,16000,0
356,D2,2022_quarter_discount,3 month discounts,2022-01-03 11:58:25,12000,0
358,D2,2022_quarter_discount,3 month discounts,2022-01-03 13:06:28,12000,0
371,D2,2022_quarter_discount,3 month discounts,2022-01-04 16:23:05,12000,0
378,D2,2022_quarter_discount,3 month discounts,2022-01-05 09:22:38,12000,0
388,D2,2022_quarter_discount,3 month discounts,2022-01-06 09:59:31,12000,0
398,D2,2022_quarter_discount,3 month discounts,2022-01-12 14:25:38,12000,0
409,D2,2022_quarter_discount,3 month discounts,2022-01-21 13:59:22,12000,0
416,D2,2022_quarter_discount,3 month discounts,2022-01-25 17:10:28,12000,0
417,D2,2022_quarter_discount,3 month discounts,2022-01-25 17:30:55,12000,0
418,D2,2022_quarter_discount,3 month discounts,2022-01-26 10:32:00,12000,0
423,D2,2022_quarter_discount,3 month discounts,2022-01-27 17:54:52,12000,0
535,D2,2022_quarter_discount,3 month discounts,2022-04-01 13:16:56,12000,0
536,D2,2022_quarter_discount,3 month discounts,2022-04-01 14:11:02,12000,0
537,D2,2022_quarter_discount,3 month discounts,2022-04-01 14:37:07,12000,0
539,D2,2022_quarter_discount,3 month discounts,2022-04-01 16:20:06,12000,0
546,D2,2022_quarter_discount,3 month discounts,2022-04-04 09:26:53,12000,0
549,D2,2022_quarter_discount,3 month discounts,2022-04-04 11:22:21,12000,0
561,D2,2022_quarter_discount,3 month discounts,2022-04-05 09:04:04,12000,0
570,D2,2022_quarter_discount,3 month discounts,2022-04-06 09:13:08,12000,0
571,D2,2022_quarter_discount,3 month discounts,2022-04-06 10:49:40,12000,0
581,D2,2022_quarter_discount,3 month discounts,2022-04-08 17:08:58,12000,0
602,D2,2022_quarter_discount,3 month discounts,2022-04-25 09:01:39,12000,0
603,D2,2022_quarter_discount,3 month discounts,2022-04-25 10:28:15,12000,0
615,D2,2022_quarter_discount,3 month discounts,2022-04-27 14:52:33,12000,0
750,D2,2022_quarter_discount,3 month discounts,2022-07-01 17:07:41,12000,0
758,D2,2022_quarter_discount,3 month discounts,2022-07-04 13:50:20,12000,0
773,D2,2022_quarter_discount,3 month discounts,2022-07-06 14:42:02,12000,0
774,D2,2022_quarter_discount,3 month discounts,2022-07-06 17:08:45,12000,0
784,D2,2022_quarter_discount,3 month discounts,2022-07-08 10:00:52,12000,0
785,D2,2022_quarter_discount,3 month discounts,2022-07-08 10:32:44,12000,0
786,D2,2022_quarter_discount,3 month discounts,2022-07-08 10:35:29,12000,0
790,D2,2022_quarter_discount,3 month discounts,2022-07-08 15:50:22,12000,0
812,D2,2022_quarter_discount,3 month discounts,2022-07-22 10:56:07,12000,0
820,D2,2022_quarter_discount,3 month discounts,2022-07-25 17:07:40,12000,0
824,D2,2022_quarter_discount,3 month discounts,2022-07-26 10:54:01,12000,0
830,D2,2022_quarter_discount,3 month discounts,2022-07-27 10:56:48,12000,0
832,D2,2022_quarter_discount,3 month discounts,2022-07-27 14:27:53,12000,0
833,D2,2022_quarter_discount,3 month discounts,2022-07-27 17:50:42,12000,0
844,D2,2022_quarter_discount,3 month discounts,2022-07-29 17:32:34,12000,0
988,D2,2022_quarter_discount,3 month discounts,2022-10-04 10:48:58,12000,0
996,D2,2022_quarter_discount,3 month discounts,2022-10-05 09:40:59,12000,0
998,D2,2022_quarter_discount,3 month discounts,2022-10-05 12:32:16,12000,0
1006,D2,2022_quarter_discount,3 month discounts,2022-10-06 09:59:51,12000,0
1020,D2,2022_quarter_discount,3 month discounts,2022-10-12 09:51:03,12000,0
1028,D2,2022_quarter_discount,3 month discounts,2022-10-18 17:31:22,12000,0
1031,D2,2022_quarter_discount,3 month discounts,2022-10-19 15:34:09,12000,0
1036,D2,2022_quarter_discount,3 month discounts,2022-10-21 14:54:23,12000,0
1054,D2,2022_quarter_discount,3 month discounts,2022-10-26 11:19:05,12000,0
1057,D2,2022_quarter_discount,3 month discounts,2022-10-26 14:03:55,12000,0
1061,D2,2022_quarter_discount,3 month discounts,2022-10-27 13:46:32,12000,0
1065,D2,2022_quarter_discount,3 month discounts,2022-10-27 16:49:10,12000,0
1069,D2,2022_quarter_discount,3 month discounts,2022-10-28 09:31:38,12000,0
1072,D2,2022_quarter_discount,3 month discounts,2022-10-28 14:50:19,12000,0
1084,D2,2022_quarter_discount,3 month discounts,2022-10-31 09:07:38,12000,0
1090,D2,2022_quarter_discount,3 month discounts,2022-10-31 12:03:08,12000,0
1091,D2,2022_quarter_discount,3 month discounts,2022-10-31 12:13:12,12000,0
1095,D2,2022_quarter_discount,3 month discounts,2022-10-31 16:52:38,12000,0
