leads_id,session_source,industry,leads_registered,number_of_employee,sessIon_source_code,industry_code
2006,CPC,F&B,2022-04-04 17:13:17 UTC,45,1,2
2149,CPC,F&B,2022-05-10 11:08:26 UTC,45,1,2
2451,Direct,F&B,2022-06-24 17:54:03 UTC,45,2,2
2517,Organic Social,F&B,2022-07-04 09:39:11 UTC,45,4,2
2592,Refferal,F&B,2022-07-25 17:06:54 UTC,45,5,2
2630,Refferal,F&B,2022-08-01 14:04:47 UTC,45,5,2
2656,CPC,F&B,2022-08-03 17:15:05 UTC,45,1,2
2709,CPC,F&B,2022-08-17 09:24:55 UTC,45,1,2
2764,Organic Social,F&B,2022-08-30 15:38:06 UTC,45,4,2
2858,CPC,F&B,2022-09-06 15:03:51 UTC,45,1,2
3120,CPC,F&B,2022-10-04 11:30:14 UTC,45,1,2
3162,Organic Social,F&B,2022-10-07 17:57:47 UTC,45,4,2
3205,CPC,F&B,2022-10-20 15:03:15 UTC,45,1,2
3211,Organic Search,F&B,2022-10-21 13:12:59 UTC,45,3,2
3325,Organic Search,F&B,2022-11-11 16:11:15 UTC,45,3,2
3391,Refferal,F&B,2022-12-01 17:07:41 UTC,45,5,2
3396,Direct,F&B,2022-12-06 14:13:16 UTC,45,2,2
119,CPC,F&B,2020-12-31 15:51:38 UTC,50,1,2
140,CPC,F&B,2021-01-04 15:20:07 UTC,50,1,2
209,CPC,F&B,2021-01-25 17:37:45 UTC,50,1,2
225,Organic Social,F&B,2021-01-29 13:04:10 UTC,50,4,2
242,CPC,F&B,2021-02-03 11:30:58 UTC,50,1,2
366,CPC,F&B,2021-03-10 09:40:29 UTC,50,1,2
401,Organic Social,F&B,2021-03-25 10:24:53 UTC,50,4,2
446,CPC,F&B,2021-04-02 10:30:34 UTC,50,1,2
563,CPC,F&B,2021-05-04 12:44:57 UTC,50,1,2
660,Direct,F&B,2021-06-03 09:58:01 UTC,50,2,2
680,Organic Social,F&B,2021-06-04 16:03:29 UTC,50,4,2
800,Organic Social,F&B,2021-07-05 16:27:12 UTC,50,4,2
830,CPC,F&B,2021-07-13 15:12:13 UTC,50,1,2
841,Direct,F&B,2021-07-21 14:41:17 UTC,50,2,2
897,Direct,F&B,2021-08-04 14:46:19 UTC,50,2,2
927,Direct,F&B,2021-08-13 17:18:51 UTC,50,2,2
970,Organic Social,F&B,2021-08-30 14:54:18 UTC,50,4,2
971,Refferal,F&B,2021-08-30 15:37:00 UTC,50,5,2
1106,CPC,F&B,2021-09-29 13:29:32 UTC,50,1,2
1119,Organic Search,F&B,2021-09-30 15:47:35 UTC,50,3,2
1188,CPC,F&B,2021-10-22 11:09:13 UTC,50,1,2
1193,CPC,F&B,2021-10-25 15:08:30 UTC,50,1,2
1200,Organic Search,F&B,2021-10-28 10:04:47 UTC,50,3,2
1248,Organic Social,F&B,2021-11-05 16:57:36 UTC,50,4,2
1263,CPC,F&B,2021-11-11 15:31:53 UTC,50,1,2
1339,CPC,F&B,2021-12-01 15:18:11 UTC,50,1,2
1370,CPC,F&B,2021-12-06 12:14:48 UTC,50,1,2
1508,Organic Social,F&B,2021-12-29 13:02:10 UTC,50,4,2
1583,CPC,F&B,2022-01-06 17:19:35 UTC,50,1,2
1597,CPC,F&B,2022-01-10 10:24:02 UTC,50,1,2
1835,Organic Search,F&B,2022-03-09 14:34:49 UTC,50,3,2
2020,Organic Social,F&B,2022-04-06 10:55:45 UTC,50,4,2
2032,Organic Search,F&B,2022-04-08 15:32:07 UTC,50,3,2
2099,Organic Social,F&B,2022-04-29 16:47:59 UTC,50,4,2
2221,Refferal,F&B,2022-05-30 10:57:12 UTC,50,5,2
2264,Organic Search,F&B,2022-06-01 15:40:53 UTC,50,3,2
2299,CPC,F&B,2022-06-03 16:57:23 UTC,50,1,2
2306,Direct,F&B,2022-06-06 09:41:54 UTC,50,2,2
2486,CPC,F&B,2022-06-29 13:43:57 UTC,50,1,2
2499,CPC,F&B,2022-06-30 17:11:56 UTC,50,1,2
2502,Organic Social,F&B,2022-07-01 10:39:47 UTC,50,4,2
2546,Organic Social,F&B,2022-07-08 09:46:58 UTC,50,4,2
2567,Organic Search,F&B,2022-07-19 09:39:27 UTC,50,3,2
2915,CPC,F&B,2022-09-14 15:18:23 UTC,50,1,2
2998,CPC,F&B,2022-09-23 17:33:12 UTC,50,1,2
3104,CPC,F&B,2022-09-30 17:19:01 UTC,50,1,2
3125,Refferal,F&B,2022-10-04 15:47:49 UTC,50,5,2
3160,Organic Social,F&B,2022-10-07 13:08:22 UTC,50,4,2
3181,Direct,F&B,2022-10-13 16:00:03 UTC,50,2,2
3240,CPC,F&B,2022-10-27 16:23:41 UTC,50,1,2
3255,CPC,F&B,2022-10-28 17:39:20 UTC,50,1,2
3290,Refferal,F&B,2022-11-02 11:46:07 UTC,50,5,2
91,Direct,F&B,2020-12-23 16:25:55 UTC,60,2,2
269,Direct,F&B,2021-02-11 09:25:28 UTC,60,2,2
384,Direct,F&B,2021-03-19 10:41:39 UTC,60,2,2
557,CPC,F&B,2021-05-03 16:56:24 UTC,60,1,2
837,Organic Search,F&B,2021-07-16 16:40:25 UTC,60,3,2
1251,Refferal,F&B,2021-11-08 17:32:55 UTC,60,5,2
1931,Refferal,F&B,2022-03-25 13:22:34 UTC,60,5,2
2110,Organic Search,F&B,2022-05-03 11:14:11 UTC,60,3,2
2445,Organic Search,F&B,2022-06-24 13:33:36 UTC,60,3,2
3069,Organic Search,F&B,2022-09-29 10:21:33 UTC,60,3,2
110,Organic Search,F&B,2020-12-30 10:02:19 UTC,325,3,2
2916,Refferal,F&B,2022-09-14 15:19:13 UTC,325,5,2
152,Direct,F&B,2021-01-05 17:45:33 UTC,70,2,2
167,Organic Social,F&B,2021-01-07 11:19:29 UTC,70,4,2
227,Organic Search,F&B,2021-01-29 13:43:25 UTC,70,3,2
478,CPC,F&B,2021-04-08 15:43:13 UTC,70,1,2
650,Organic Search,F&B,2021-06-01 15:04:00 UTC,70,3,2
892,CPC,F&B,2021-08-04 10:32:05 UTC,70,1,2
1333,Direct,F&B,2021-12-01 10:17:19 UTC,70,2,2
2126,CPC,F&B,2022-05-04 17:54:33 UTC,70,1,2
2286,CPC,F&B,2022-06-03 10:15:13 UTC,70,1,2
2860,Direct,F&B,2022-09-06 17:04:56 UTC,70,2,2
2878,Direct,F&B,2022-09-08 12:27:21 UTC,70,2,2
3161,Direct,F&B,2022-10-07 17:25:17 UTC,70,2,2
661,Direct,F&B,2021-06-03 12:03:16 UTC,80,2,2
962,Organic Search,F&B,2021-08-27 16:19:23 UTC,80,3,2
1404,Organic Search,F&B,2021-12-09 17:32:15 UTC,80,3,2
1559,CPC,F&B,2022-01-04 10:07:08 UTC,80,1,2
1565,CPC,F&B,2022-01-05 09:25:18 UTC,80,1,2
1616,CPC,F&B,2022-01-18 15:19:19 UTC,80,1,2
2648,Refferal,F&B,2022-08-03 10:15:25 UTC,80,5,2
2962,CPC,F&B,2022-09-21 14:25:26 UTC,80,1,2
182,Refferal,F&B,2021-01-12 14:55:34 UTC,90,5,2
526,Refferal,F&B,2021-04-28 15:11:21 UTC,90,5,2
540,CPC,F&B,2021-04-30 11:44:51 UTC,90,1,2
592,CPC,F&B,2021-05-10 17:03:00 UTC,90,1,2
673,CPC,F&B,2021-06-04 11:01:04 UTC,90,1,2
682,CPC,F&B,2021-06-07 10:24:11 UTC,90,1,2
688,CPC,F&B,2021-06-07 15:52:52 UTC,90,1,2
809,CPC,F&B,2021-07-07 13:05:05 UTC,90,1,2
1168,Refferal,F&B,2021-10-11 13:20:40 UTC,90,5,2
1232,Organic Search,F&B,2021-11-03 13:32:16 UTC,90,3,2
1621,Organic Search,F&B,2022-01-19 16:27:47 UTC,90,3,2
1908,CPC,F&B,2022-03-23 17:47:07 UTC,90,1,2
1967,CPC,F&B,2022-03-30 14:51:15 UTC,90,1,2
2160,CPC,F&B,2022-05-17 10:53:33 UTC,90,1,2
2434,Refferal,F&B,2022-06-23 17:44:31 UTC,90,5,2
2520,Organic Search,F&B,2022-07-04 14:06:03 UTC,90,3,2
2708,Refferal,F&B,2022-08-16 17:36:23 UTC,90,5,2
3040,CPC,F&B,2022-09-27 16:27:12 UTC,90,1,2
3143,Organic Social,F&B,2022-10-05 15:49:40 UTC,90,4,2
482,Organic Search,F&B,2021-04-09 09:41:17 UTC,350,3,2
2480,CPC,F&B,2022-06-29 10:00:47 UTC,350,1,2
568,CPC,F&B,2021-05-04 16:35:59 UTC,100,1,2
621,Organic Search,F&B,2021-05-25 09:03:36 UTC,100,3,2
832,Direct,F&B,2021-07-14 11:06:27 UTC,100,2,2
1076,Organic Social,F&B,2021-09-24 09:00:14 UTC,100,4,2
1158,CPC,F&B,2021-10-07 11:37:05 UTC,100,1,2
1783,Direct,F&B,2022-03-02 17:13:58 UTC,100,2,2
1836,Organic Social,F&B,2022-03-09 14:36:06 UTC,100,4,2
1894,CPC,F&B,2022-03-23 09:46:25 UTC,100,1,2
1995,CPC,F&B,2022-04-01 15:26:42 UTC,100,1,2
2085,Refferal,F&B,2022-04-29 09:25:16 UTC,100,5,2
2417,Organic Search,F&B,2022-06-22 13:42:43 UTC,100,3,2
2605,Refferal,F&B,2022-07-27 17:30:47 UTC,100,5,2
2677,CPC,F&B,2022-08-08 09:03:46 UTC,100,1,2
2680,Organic Social,F&B,2022-08-08 10:48:00 UTC,100,4,2
2690,CPC,F&B,2022-08-10 14:25:28 UTC,100,1,2
2825,CPC,F&B,2022-09-02 16:50:25 UTC,100,1,2
174,CPC,F&B,2021-01-08 11:29:19 UTC,110,1,2
356,CPC,F&B,2021-03-08 16:05:59 UTC,110,1,2
606,CPC,F&B,2021-05-19 16:46:01 UTC,110,1,2
1061,Direct,F&B,2021-09-20 11:28:57 UTC,110,2,2
1442,Organic Social,F&B,2021-12-20 11:23:57 UTC,110,4,2
1514,Organic Social,F&B,2021-12-29 17:13:02 UTC,110,4,2
1786,Refferal,F&B,2022-03-03 11:44:45 UTC,110,5,2
1907,Refferal,F&B,2022-03-23 17:45:43 UTC,110,5,2
2205,Direct,F&B,2022-05-27 12:16:36 UTC,110,2,2
2645,Organic Search,F&B,2022-08-02 17:29:54 UTC,110,3,2
2865,Refferal,F&B,2022-09-07 12:08:03 UTC,110,5,2
2933,CPC,F&B,2022-09-19 10:14:19 UTC,110,1,2
1672,Organic Search,F&B,2022-02-02 15:02:45 UTC,375,3,2
1716,Organic Search,F&B,2022-02-22 10:35:56 UTC,375,3,2
1945,Refferal,F&B,2022-03-28 16:15:30 UTC,375,5,2
2155,Refferal,F&B,2022-05-12 15:07:28 UTC,375,5,2
2386,Refferal,F&B,2022-06-16 12:29:42 UTC,375,5,2
2597,Refferal,F&B,2022-07-26 17:03:32 UTC,375,5,2
116,Direct,F&B,2020-12-30 15:31:20 UTC,120,2,2
135,CPC,F&B,2021-01-04 11:59:44 UTC,120,1,2
1116,Organic Search,F&B,2021-09-30 13:50:01 UTC,120,3,2
1371,Organic Social,F&B,2021-12-06 13:39:10 UTC,120,4,2
1495,Organic Social,F&B,2021-12-28 10:54:45 UTC,120,4,2
1533,Organic Social,F&B,2021-12-31 10:58:34 UTC,120,4,2
1599,Organic Social,F&B,2022-01-11 09:54:47 UTC,120,4,2
1685,Organic Social,F&B,2022-02-07 15:32:41 UTC,120,4,2
1736,CPC,F&B,2022-02-25 09:01:41 UTC,120,1,2
2075,CPC,F&B,2022-04-27 09:11:56 UTC,120,1,2
2191,Direct,F&B,2022-05-25 12:18:05 UTC,120,2,2
362,Direct,F&B,2021-03-09 17:01:18 UTC,130,2,2
463,Refferal,F&B,2021-04-06 12:45:33 UTC,130,5,2
480,Organic Search,F&B,2021-04-09 09:00:51 UTC,130,3,2
900,CPC,F&B,2021-08-05 09:48:14 UTC,130,1,2
1037,Organic Search,F&B,2021-09-08 17:00:05 UTC,130,3,2
1058,CPC,F&B,2021-09-20 09:22:30 UTC,130,1,2
1793,Direct,F&B,2022-03-03 16:35:06 UTC,130,2,2
1992,CPC,F&B,2022-04-01 14:52:47 UTC,130,1,2
2623,CPC,F&B,2022-08-01 09:29:43 UTC,130,1,2
2676,CPC,F&B,2022-08-05 17:41:40 UTC,130,1,2
2772,Organic Search,F&B,2022-08-31 09:54:23 UTC,130,3,2
2940,Organic Social,F&B,2022-09-19 15:52:13 UTC,130,4,2
3140,Organic Social,F&B,2022-10-05 14:03:58 UTC,130,4,2
3175,CPC,F&B,2022-10-12 14:59:38 UTC,130,1,2
133,Organic Search,F&B,2021-01-04 10:59:09 UTC,140,3,2
222,CPC,F&B,2021-01-29 10:25:04 UTC,140,1,2
223,Refferal,F&B,2021-01-29 10:40:23 UTC,140,5,2
278,Direct,F&B,2021-02-18 16:54:22 UTC,140,2,2
322,Direct,F&B,2021-03-02 13:29:50 UTC,140,2,2
1006,Direct,F&B,2021-09-03 10:21:15 UTC,140,2,2
1231,Direct,F&B,2021-11-03 13:27:26 UTC,140,2,2
1236,Direct,F&B,2021-11-04 10:20:20 UTC,140,2,2
1252,CPC,F&B,2021-11-09 09:08:49 UTC,140,1,2
1309,Direct,F&B,2021-11-29 16:00:02 UTC,140,2,2
1312,Refferal,F&B,2021-11-29 17:36:51 UTC,140,5,2
1331,CPC,F&B,2021-12-01 09:30:40 UTC,140,1,2
1471,CPC,F&B,2021-12-23 16:16:42 UTC,140,1,2
1473,Refferal,F&B,2021-12-24 10:31:39 UTC,140,5,2
1502,Refferal,F&B,2021-12-29 10:07:28 UTC,140,5,2
1529,Organic Search,F&B,2021-12-31 09:26:34 UTC,140,3,2
1737,Direct,F&B,2022-02-25 10:43:07 UTC,140,2,2
1906,Direct,F&B,2022-03-23 17:41:37 UTC,140,2,2
1938,Direct,F&B,2022-03-25 16:53:16 UTC,140,2,2
2370,Direct,F&B,2022-06-14 14:52:51 UTC,140,2,2
2429,CPC,F&B,2022-06-23 15:10:12 UTC,140,1,2
2565,Organic Search,F&B,2022-07-18 10:40:55 UTC,140,3,2
2659,CPC,F&B,2022-08-03 17:39:01 UTC,140,1,2
2749,Refferal,F&B,2022-08-29 14:25:13 UTC,140,5,2
2752,CPC,F&B,2022-08-30 09:26:13 UTC,140,1,2
2802,Organic Social,F&B,2022-09-01 16:22:22 UTC,140,4,2
2849,Organic Search,F&B,2022-09-06 09:42:10 UTC,140,3,2
3003,CPC,F&B,2022-09-26 09:21:57 UTC,140,1,2
3053,CPC,F&B,2022-09-28 11:08:32 UTC,140,1,2
3068,Refferal,F&B,2022-09-29 09:42:20 UTC,140,5,2
3076,Refferal,F&B,2022-09-29 14:52:58 UTC,140,5,2
3237,Organic Search,F&B,2022-10-27 13:26:56 UTC,140,3,2
3347,Refferal,F&B,2022-11-22 12:28:30 UTC,140,5,2
3389,Refferal,F&B,2022-11-30 17:50:23 UTC,140,5,2
613,Direct,F&B,2021-05-21 16:51:46 UTC,400,2,2
35,Direct,F&B,2020-12-07 09:52:53 UTC,150,2,2
47,Organic Search,F&B,2020-12-08 17:32:36 UTC,150,3,2
88,Direct,F&B,2020-12-23 14:51:37 UTC,150,2,2
203,CPC,F&B,2021-01-25 09:34:59 UTC,150,1,2
285,Refferal,F&B,2021-02-22 16:00:20 UTC,150,5,2
410,CPC,F&B,2021-03-26 12:27:30 UTC,150,1,2
499,Direct,F&B,2021-04-19 16:56:16 UTC,150,2,2
551,CPC,F&B,2021-05-03 09:34:05 UTC,150,1,2
741,Refferal,F&B,2021-06-25 14:47:03 UTC,150,5,2
954,Direct,F&B,2021-08-26 12:30:49 UTC,150,2,2
1029,Organic Social,F&B,2021-09-07 10:33:54 UTC,150,4,2
1052,Organic Search,F&B,2021-09-14 12:42:48 UTC,150,3,2
1071,CPC,F&B,2021-09-22 11:25:04 UTC,150,1,2
1098,Direct,F&B,2021-09-28 15:00:18 UTC,150,2,2
1129,CPC,F&B,2021-10-01 16:11:58 UTC,150,1,2
1205,Refferal,F&B,2021-10-29 09:46:24 UTC,150,5,2
1254,Direct,F&B,2021-11-09 09:48:57 UTC,150,2,2
1326,Refferal,F&B,2021-11-30 17:12:57 UTC,150,5,2
1327,Refferal,F&B,2021-11-30 17:19:29 UTC,150,5,2
1360,Direct,F&B,2021-12-03 14:28:51 UTC,150,2,2
1386,Organic Search,F&B,2021-12-07 17:43:59 UTC,150,3,2
1572,Direct,F&B,2022-01-05 16:35:01 UTC,150,2,2
1620,Refferal,F&B,2022-01-19 13:54:19 UTC,150,5,2
1689,Direct,F&B,2022-02-10 09:08:50 UTC,150,2,2
1699,Direct,F&B,2022-02-16 09:40:54 UTC,150,2,2
1723,CPC,F&B,2022-02-23 16:16:42 UTC,150,1,2
1914,Direct,F&B,2022-03-24 13:02:03 UTC,150,2,2
1964,Refferal,F&B,2022-03-30 10:21:26 UTC,150,5,2
2139,Direct,F&B,2022-05-06 17:59:24 UTC,150,2,2
2213,Refferal,F&B,2022-05-30 09:25:10 UTC,150,5,2
2298,Refferal,F&B,2022-06-03 16:17:19 UTC,150,5,2
2704,Organic Search,F&B,2022-08-12 17:02:56 UTC,150,3,2
2732,Direct,F&B,2022-08-26 13:18:12 UTC,150,2,2
2753,CPC,F&B,2022-08-30 09:30:07 UTC,150,1,2
2756,Organic Search,F&B,2022-08-30 11:06:19 UTC,150,3,2
2823,Direct,F&B,2022-09-02 16:05:46 UTC,150,2,2
2837,Organic Search,F&B,2022-09-05 13:18:41 UTC,150,3,2
2952,Organic Social,F&B,2022-09-20 16:14:59 UTC,150,4,2
3015,Organic Social,F&B,2022-09-26 14:00:57 UTC,150,4,2
3057,Refferal,F&B,2022-09-28 12:28:57 UTC,150,5,2
3074,Direct,F&B,2022-09-29 14:29:43 UTC,150,2,2
3285,Direct,F&B,2022-11-02 09:33:00 UTC,150,2,2
3382,CPC,F&B,2022-11-29 17:03:48 UTC,150,1,2
2994,Direct,F&B,2022-09-23 16:09:52 UTC,425,2,2
910,Refferal,F&B,2021-08-06 17:29:37 UTC,175,5,2
1290,Refferal,F&B,2021-11-24 14:53:08 UTC,175,5,2
3320,Refferal,F&B,2022-11-10 15:27:18 UTC,175,5,2
315,Refferal,F&B,2021-03-01 16:12:25 UTC,450,5,2
996,Organic Search,F&B,2021-09-01 17:59:45 UTC,450,3,2
2315,Direct,F&B,2022-06-06 14:48:13 UTC,450,2,2
512,Direct,F&B,2021-04-26 16:32:19 UTC,200,2,2
1195,Organic Search,F&B,2021-10-26 09:59:46 UTC,200,3,2
1959,Refferal,F&B,2022-03-29 17:36:01 UTC,200,5,2
2036,Refferal,F&B,2022-04-13 15:18:14 UTC,200,5,2
2269,Organic Social,F&B,2022-06-01 17:59:30 UTC,200,4,2
2389,CPC,F&B,2022-06-17 09:07:46 UTC,200,1,2
2242,Refferal,F&B,2022-05-31 14:08:33 UTC,475,5,2
304,Direct,F&B,2021-02-26 10:53:02 UTC,225,2,2
2422,CPC,F&B,2022-06-23 10:38:09 UTC,225,1,2
42,Direct,F&B,2020-12-08 10:53:09 UTC,500,2,2
847,Refferal,F&B,2021-07-23 11:10:06 UTC,500,5,2
2635,Refferal,F&B,2022-08-02 12:06:57 UTC,500,5,2
2719,Refferal,F&B,2022-08-24 09:20:18 UTC,500,5,2
1184,Refferal,F&B,2021-10-21 13:30:48 UTC,250,5,2
1351,Organic Search,F&B,2021-12-02 14:28:54 UTC,250,3,2
2166,Refferal,F&B,2022-05-19 12:37:04 UTC,250,5,2
2946,Direct,Finance,2022-09-20 09:07:16 UTC,10,2,3
105,Refferal,Finance,2020-12-29 15:20:10 UTC,275,5,3
552,Refferal,Finance,2021-05-03 14:25:09 UTC,275,5,3
1579,Direct,Finance,2022-01-06 10:55:13 UTC,275,2,3
1721,Direct,Finance,2022-02-23 14:18:18 UTC,275,2,3
2071,Refferal,Finance,2022-04-26 13:46:29 UTC,275,5,3
2217,Refferal,Finance,2022-05-30 10:32:48 UTC,275,5,3
2534,Refferal,Finance,2022-07-06 09:11:10 UTC,275,5,3
2578,Refferal,Finance,2022-07-20 17:08:27 UTC,275,5,3
2651,CPC,Finance,2022-08-03 13:00:20 UTC,275,1,3
2652,Refferal,Finance,2022-08-03 13:42:11 UTC,275,5,3
2798,Refferal,Finance,2022-09-01 15:32:43 UTC,275,5,3
3024,Refferal,Finance,2022-09-26 16:03:51 UTC,275,5,3
3247,Organic Social,Finance,2022-10-28 15:58:12 UTC,275,4,3
3252,Direct,Finance,2022-10-28 16:49:52 UTC,275,2,3
3368,CPC,Finance,2022-11-25 14:58:56 UTC,275,1,3
1103,Organic Social,Finance,2021-09-29 11:14:32 UTC,20,4,3
3254,Direct,Finance,2022-10-28 17:37:45 UTC,20,2,3
2165,Refferal,Finance,2022-05-19 11:21:50 UTC,25,5,3
210,Refferal,Finance,2021-01-26 09:05:52 UTC,300,5,3
672,Refferal,Finance,2021-06-04 10:23:12 UTC,300,5,3
893,Refferal,Finance,2021-08-04 11:19:48 UTC,300,5,3
1126,Refferal,Finance,2021-10-01 12:44:59 UTC,300,5,3
1296,Organic Social,Finance,2021-11-26 09:35:53 UTC,300,4,3
1447,CPC,Finance,2021-12-21 10:43:50 UTC,300,1,3
1458,Organic Social,Finance,2021-12-22 11:30:32 UTC,300,4,3
1966,Organic Social,Finance,2022-03-30 14:07:33 UTC,300,4,3
1969,Organic Search,Finance,2022-03-30 15:43:22 UTC,300,3,3
2027,Direct,Finance,2022-04-07 15:46:03 UTC,300,2,3
2255,Refferal,Finance,2022-06-01 10:13:49 UTC,300,5,3
2344,Refferal,Finance,2022-06-08 14:54:09 UTC,300,5,3
2890,CPC,Finance,2022-09-12 09:02:21 UTC,300,1,3
264,Refferal,Finance,2021-02-09 10:33:15 UTC,50,5,3
537,Direct,Finance,2021-04-30 10:40:54 UTC,50,2,3
603,Direct,Finance,2021-05-17 16:48:57 UTC,50,2,3
723,Organic Search,Finance,2021-06-22 10:11:44 UTC,50,3,3
815,CPC,Finance,2021-07-08 14:59:32 UTC,50,1,3
1259,Direct,Finance,2021-11-09 17:36:40 UTC,50,2,3
1338,CPC,Finance,2021-12-01 15:15:23 UTC,50,1,3
1373,Organic Search,Finance,2021-12-06 16:45:01 UTC,50,3,3
1481,Direct,Finance,2021-12-27 10:16:40 UTC,50,2,3
1778,Organic Search,Finance,2022-03-02 15:28:32 UTC,50,3,3
1834,Organic Search,Finance,2022-03-09 14:03:44 UTC,50,3,3
2372,Direct,Finance,2022-06-14 16:56:37 UTC,50,2,3
2618,Organic Search,Finance,2022-07-29 10:57:04 UTC,50,3,3
2762,Organic Search,Finance,2022-08-30 13:11:24 UTC,50,3,3
2886,Direct,Finance,2022-09-09 13:07:20 UTC,50,2,3
2912,Direct,Finance,2022-09-14 12:36:32 UTC,50,2,3
126,Refferal,Finance,2021-01-01 11:00:01 UTC,60,5,3
333,Organic Search,Finance,2021-03-04 09:42:48 UTC,60,3,3
657,Organic Search,Finance,2021-06-02 09:55:55 UTC,60,3,3
790,Organic Search,Finance,2021-07-02 17:58:29 UTC,60,3,3
1505,Refferal,Finance,2021-12-29 12:17:22 UTC,60,5,3
1563,Direct,Finance,2022-01-04 15:41:03 UTC,60,2,3
1568,CPC,Finance,2022-01-05 12:54:47 UTC,60,1,3
1639,Organic Search,Finance,2022-01-26 10:40:37 UTC,60,3,3
1739,Organic Search,Finance,2022-02-25 14:19:06 UTC,60,3,3
1747,Direct,Finance,2022-02-28 09:50:07 UTC,60,2,3
1863,CPC,Finance,2022-03-16 10:17:18 UTC,60,1,3
2576,Organic Search,Finance,2022-07-20 16:35:31 UTC,60,3,3
2760,Organic Social,Finance,2022-08-30 12:01:00 UTC,60,4,3
2834,Organic Search,Finance,2022-09-05 10:12:12 UTC,60,3,3
2838,CPC,Finance,2022-09-05 14:10:58 UTC,60,1,3
2884,CPC,Finance,2022-09-09 10:27:57 UTC,60,1,3
2904,Refferal,Finance,2022-09-13 13:40:46 UTC,60,5,3
2961,Direct,Finance,2022-09-21 14:12:20 UTC,60,2,3
359,Refferal,Finance,2021-03-08 17:44:31 UTC,325,5,3
567,Direct,Finance,2021-05-04 16:18:37 UTC,325,2,3
671,Organic Search,Finance,2021-06-04 09:56:14 UTC,325,3,3
1311,Refferal,Finance,2021-11-29 17:11:25 UTC,325,5,3
1484,Refferal,Finance,2021-12-27 11:41:27 UTC,325,5,3
1693,Refferal,Finance,2022-02-11 10:07:37 UTC,325,5,3
1776,Refferal,Finance,2022-03-02 14:41:19 UTC,325,5,3
1853,Refferal,Finance,2022-03-11 17:23:50 UTC,325,5,3
3030,Organic Search,Finance,2022-09-26 17:24:38 UTC,325,3,3
3114,Direct,Finance,2022-10-03 16:19:25 UTC,325,2,3
208,CPC,Finance,2021-01-25 17:33:34 UTC,70,1,3
344,Refferal,Finance,2021-03-05 10:29:16 UTC,70,5,3
436,Refferal,Finance,2021-04-01 15:38:48 UTC,70,5,3
651,Direct,Finance,2021-06-01 15:51:34 UTC,70,2,3
1167,CPC,Finance,2021-10-11 12:35:07 UTC,70,1,3
1178,Direct,Finance,2021-10-18 10:03:22 UTC,70,2,3
1448,Direct,Finance,2021-12-21 11:34:42 UTC,70,2,3
1738,Direct,Finance,2022-02-25 10:44:48 UTC,70,2,3
1888,Organic Search,Finance,2022-03-22 14:13:25 UTC,70,3,3
2015,CPC,Finance,2022-04-05 14:34:11 UTC,70,1,3
2202,CPC,Finance,2022-05-27 10:17:03 UTC,70,1,3
2261,Refferal,Finance,2022-06-01 13:07:18 UTC,70,5,3
2289,Direct,Finance,2022-06-03 11:44:30 UTC,70,2,3
2321,Direct,Finance,2022-06-06 16:39:38 UTC,70,2,3
2346,CPC,Finance,2022-06-08 16:25:28 UTC,70,1,3
2367,CPC,Finance,2022-06-13 10:30:22 UTC,70,1,3
2506,CPC,Finance,2022-07-01 13:00:42 UTC,70,1,3
2925,Organic Search,Finance,2022-09-16 10:39:49 UTC,70,3,3
3099,Organic Search,Finance,2022-09-30 15:24:23 UTC,70,3,3
3156,Direct,Finance,2022-10-06 17:19:58 UTC,70,2,3
194,Organic Search,Finance,2021-01-19 09:05:10 UTC,80,3,3
475,CPC,Finance,2021-04-08 11:27:59 UTC,80,1,3
717,CPC,Finance,2021-06-18 17:14:29 UTC,80,1,3
879,Direct,Finance,2021-08-02 14:52:30 UTC,80,2,3
938,Organic Search,Finance,2021-08-23 09:21:57 UTC,80,3,3
1822,Direct,Finance,2022-03-08 12:08:23 UTC,80,2,3
2120,Refferal,Finance,2022-05-04 12:41:51 UTC,80,5,3
2187,Organic Search,Finance,2022-05-25 11:03:23 UTC,80,3,3
2416,Direct,Finance,2022-06-22 12:41:48 UTC,80,2,3
2898,Organic Search,Finance,2022-09-12 16:06:51 UTC,80,3,3
3269,Direct,Finance,2022-10-31 14:29:46 UTC,80,2,3
3388,Organic Search,Finance,2022-11-30 17:48:39 UTC,80,3,3
31,CPC,Finance,2020-12-04 17:07:02 UTC,90,1,3
197,Refferal,Finance,2021-01-22 09:03:36 UTC,90,5,3
199,Direct,Finance,2021-01-22 11:19:32 UTC,90,2,3
263,Organic Search,Finance,2021-02-09 09:04:20 UTC,90,3,3
807,Refferal,Finance,2021-07-06 16:44:01 UTC,90,5,3
823,Refferal,Finance,2021-07-12 10:36:50 UTC,90,5,3
960,Direct,Finance,2021-08-27 13:16:04 UTC,90,2,3
1449,Organic Search,Finance,2021-12-21 11:39:34 UTC,90,3,3
1744,Refferal,Finance,2022-02-25 17:54:57 UTC,90,5,3
1857,CPC,Finance,2022-03-15 09:54:17 UTC,90,1,3
1909,Direct,Finance,2022-03-23 17:59:50 UTC,90,2,3
1999,CPC,Finance,2022-04-01 17:48:47 UTC,90,1,3
2384,Refferal,Finance,2022-06-16 10:39:59 UTC,90,5,3
2385,Refferal,Finance,2022-06-16 11:43:12 UTC,90,5,3
