leads_id,last_stage_id,last_stage,last_step,starting_ts,ending_ts,status,reason,cycle_duration
501,108,deal_won,7,"2021-04-20 11:00:39","2021-05-24 10:43:03",won,"",33.99
502,102,leads_qualification,1,"2021-04-21 12:15:11","2021-04-27 17:54:13",lost,"not selected",6.24
503,103,initial_communication_success,2,"2021-04-21 16:21:34","2021-04-27 16:49:37",lost,"not interested",6.02
504,103,initial_communication_success,2,"2021-04-22 10:54:02","2021-04-27 16:04:45",lost,"not answered",5.22
505,108,deal_won,7,"2021-04-22 11:56:13","2021-05-20 09:11:12",won,"",27.89
506,101,leads_registered,0,"2021-04-22 14:40:01","2021-04-22 14:40:01",open,"",0.0
507,101,leads_registered,0,"2021-04-22 16:24:29","2021-04-22 16:24:29",open,"",0.0
508,104,approach_success,3,"2021-04-23 16:13:27","2021-05-04 14:52:35",lost,"already use other products",10.94
509,107,quotation_recieved,6,"2021-04-26 09:30:57","2021-05-26 10:56:21",lost,"not answered",30.06
510,105,discussion_success,4,"2021-04-26 10:23:53","2021-05-10 12:08:51",lost,"not interested",14.07
511,107,quotation_recieved,6,"2021-04-26 10:29:27","2021-05-27 13:17:57",lost,"not answered",31.12
512,108,deal_won,7,"2021-04-26 16:32:19","2021-06-01 15:01:55",won,"",35.94
513,108,deal_won,7,"2021-04-26 17:09:44","2021-05-28 14:49:39",won,"",31.9
514,104,approach_success,3,"2021-04-27 11:21:57","2021-05-10 14:12:28",lost,"not answered",13.12
515,104,approach_success,3,"2021-04-27 13:54:53","2021-05-06 17:13:19",lost,"not answered",9.14
516,108,deal_won,7,"2021-04-27 15:46:39","2021-05-25 10:54:42",won,"",27.8
517,107,quotation_recieved,6,"2021-04-27 16:38:18","2021-05-19 10:18:34",lost,"price not fit",21.74
518,102,leads_qualification,1,"2021-04-27 17:43:52","2021-05-04 17:37:55",lost,"not selected",7.0
519,107,quotation_recieved,6,"2021-04-28 10:18:36","2021-05-21 16:10:24",lost,"not answered",23.24
520,107,quotation_recieved,6,"2021-04-28 10:57:35","2021-05-21 14:04:36",lost,"not answered",23.13
521,103,initial_communication_success,2,"2021-04-28 11:54:19","2021-05-04 09:46:31",lost,"not answered",5.91
522,103,initial_communication_success,2,"2021-04-28 12:54:01","2021-05-07 17:51:22",lost,"not answered",9.21
523,108,deal_won,7,"2021-04-28 13:05:49","2021-05-24 09:22:08",won,"",25.84
524,108,deal_won,7,"2021-04-28 13:23:59","2021-05-31 13:30:11",won,"",33.0
525,106,offer_sent,5,"2021-04-28 13:47:26","2021-05-18 16:23:33",lost,"price not fit",20.11
526,108,deal_won,7,"2021-04-28 15:11:21","2021-05-31 13:31:45",won,"",32.93
527,103,initial_communication_success,2,"2021-04-28 16:05:15","2021-05-07 17:35:23",lost,"not answered",9.06
528,102,leads_qualification,1,"2021-04-29 09:27:57","2021-05-03 14:49:14",lost,"not selected",4.22
529,108,deal_won,7,"2021-04-29 10:32:05","2021-06-02 10:52:35",won,"",34.01
530,105,discussion_success,4,"2021-04-29 10:50:42","2021-05-10 14:30:23",lost,"not answered",11.15
531,108,deal_won,7,"2021-04-29 12:23:30","2021-05-26 11:39:24",won,"",26.97
532,106,offer_sent,5,"2021-04-29 13:18:17","2021-05-14 12:18:42",lost,"not interested",14.96
533,108,deal_won,7,"2021-04-29 16:50:00","2021-05-31 09:17:15",won,"",31.69
534,106,offer_sent,5,"2021-04-30 09:08:20","2021-05-14 10:58:04",lost,"price not fit",14.08
535,101,leads_registered,0,"2021-04-30 09:39:43","2021-04-30 09:39:43",open,"",0.0
536,108,deal_won,7,"2021-04-30 10:04:28","2021-06-01 14:56:25",won,"",32.2
537,106,offer_sent,5,"2021-04-30 10:40:54","2021-05-20 12:14:16",lost,"price not fit",20.06
538,104,approach_success,3,"2021-04-30 11:03:39","2021-05-11 09:14:09",lost,"not answered",10.92
539,106,offer_sent,5,"2021-04-30 11:28:15","2021-05-17 17:25:29",lost,"not answered",17.25
540,104,approach_success,3,"2021-04-30 11:44:51","2021-05-12 09:12:14",lost,"not interested",11.89
541,106,offer_sent,5,"2021-04-30 11:48:39","2021-05-12 14:45:56",lost,"price not fit",12.12
542,105,discussion_success,4,"2021-04-30 12:48:56","2021-05-17 14:33:21",lost,"not interested",17.07
543,106,offer_sent,5,"2021-04-30 14:45:01","2021-05-17 17:29:44",lost,"not interested",17.11
544,103,initial_communication_success,2,"2021-04-30 15:35:13","2021-05-07 10:13:01",lost,"not answered",6.78
545,108,deal_won,7,"2021-04-30 15:40:20","2021-06-04 13:00:00",won,"",34.89
546,104,approach_success,3,"2021-04-30 16:09:54","2021-05-07 12:17:21",lost,"already use other products",6.84
547,102,leads_qualification,1,"2021-04-30 16:57:06","2021-05-06 09:13:53",lost,"not selected",5.68
548,101,leads_registered,0,"2021-04-30 17:13:11","2021-04-30 17:13:11",open,"",0.0
549,101,leads_registered,0,"2021-04-30 17:26:54","2021-04-30 17:26:54",open,"",0.0
550,108,deal_won,7,"2021-04-30 17:49:32","2021-06-01 16:31:04",won,"",31.95
551,108,deal_won,7,"2021-05-03 09:34:05","2021-06-02 15:00:40",won,"",30.23
552,107,quotation_recieved,6,"2021-05-03 14:25:09","2021-05-28 16:34:24",lost,"price not fit",25.09
553,105,discussion_success,4,"2021-05-03 15:00:35","2021-05-18 09:25:02",lost,"price not fit",14.77
554,102,leads_qualification,1,"2021-05-03 15:19:26","2021-05-07 13:39:59",lost,"not selected",3.93
555,104,approach_success,3,"2021-05-03 16:13:33","2021-05-11 12:08:25",lost,"already use other products",7.83
556,108,deal_won,7,"2021-05-03 16:18:39","2021-06-03 09:50:41",won,"",30.73
557,101,leads_registered,0,"2021-05-03 16:56:24","2021-05-03 16:56:24",open,"",0.0
558,101,leads_registered,0,"2021-05-03 17:13:04","2021-05-03 17:13:04",open,"",0.0
559,108,deal_won,7,"2021-05-03 17:52:28","2021-06-04 13:07:00",won,"",31.8
560,102,leads_qualification,1,"2021-05-03 17:53:08","2021-05-10 11:19:04",lost,"not selected",6.73
561,106,offer_sent,5,"2021-05-04 10:51:14","2021-05-19 16:38:42",lost,"not answered",15.24
562,105,discussion_success,4,"2021-05-04 11:35:33","2021-05-18 11:15:42",lost,"price not fit",13.99
563,103,initial_communication_success,2,"2021-05-04 12:44:57","2021-05-11 16:21:35",lost,"not interested",7.15
564,108,deal_won,7,"2021-05-04 13:25:04","2021-05-28 10:35:03",won,"",23.88
565,101,leads_registered,0,"2021-05-04 13:37:44","2021-05-04 13:37:44",open,"",0.0
566,103,initial_communication_success,2,"2021-05-04 14:09:35","2021-05-11 16:22:13",lost,"not answered",7.09
567,103,initial_communication_success,2,"2021-05-04 16:18:37","2021-05-11 09:04:29",lost,"not interested",6.7
568,105,discussion_success,4,"2021-05-04 16:35:59","2021-05-17 10:53:26",lost,"price not fit",12.76
569,108,deal_won,7,"2021-05-04 16:43:12","2021-06-04 10:10:44",won,"",30.73
570,104,approach_success,3,"2021-05-04 16:44:25","2021-05-11 15:33:22",lost,"not answered",6.95
571,103,initial_communication_success,2,"2021-05-04 17:05:12","2021-05-10 16:18:59",lost,"not interested",5.97
572,105,discussion_success,4,"2021-05-04 17:28:24","2021-05-19 16:10:50",lost,"not interested",14.95
573,101,leads_registered,0,"2021-05-04 17:34:14","2021-05-04 17:34:14",open,"",0.0
574,101,leads_registered,0,"2021-05-05 11:04:54","2021-05-05 11:04:54",open,"",0.0
575,103,initial_communication_success,2,"2021-05-05 14:31:14","2021-05-11 16:26:54",lost,"not answered",6.08
576,108,deal_won,7,"2021-05-05 17:43:29","2021-06-02 10:36:27",won,"",27.7
577,106,offer_sent,5,"2021-05-06 09:32:55","2021-05-20 10:51:06",lost,"not interested",14.05
578,101,leads_registered,0,"2021-05-06 12:14:32","2021-05-06 12:14:32",open,"",0.0
579,102,leads_qualification,1,"2021-05-06 13:36:42","2021-05-12 17:07:55",lost,"not selected",6.15
580,105,discussion_success,4,"2021-05-06 15:36:28","2021-05-20 09:55:53",lost,"not answered",13.76
581,108,deal_won,7,"2021-05-06 16:57:17","2021-06-07 12:49:27",won,"",31.83
582,102,leads_qualification,1,"2021-05-07 09:42:46","2021-05-10 16:27:17",lost,"not selected",3.28
583,105,discussion_success,4,"2021-05-07 10:57:43","2021-05-18 10:12:09",lost,"price not fit",10.97
584,106,offer_sent,5,"2021-05-07 11:54:20","2021-05-24 16:32:15",lost,"not answered",17.19
585,104,approach_success,3,"2021-05-07 12:00:15","2021-05-17 14:30:44",lost,"not answered",10.1
586,101,leads_registered,0,"2021-05-07 12:15:07","2021-05-07 12:15:07",open,"",0.0
587,103,initial_communication_success,2,"2021-05-07 13:16:42","2021-05-14 14:21:05",lost,"not answered",7.04
588,104,approach_success,3,"2021-05-07 15:26:02","2021-05-13 13:18:42",lost,"not answered",5.91
589,101,leads_registered,0,"2021-05-10 09:17:33","2021-05-10 09:17:33",open,"",0.0
590,103,initial_communication_success,2,"2021-05-10 13:28:07","2021-05-17 15:45:33",lost,"not answered",7.1
591,102,leads_qualification,1,"2021-05-10 16:45:36","2021-05-14 14:53:34",lost,"not selected",3.92
592,108,deal_won,7,"2021-05-10 17:03:00","2021-06-08 12:05:06",won,"",28.79
593,104,approach_success,3,"2021-05-10 17:21:45","2021-05-19 10:31:43",lost,"already use other products",8.72
594,103,initial_communication_success,2,"2021-05-11 10:48:24","2021-05-17 16:49:35",lost,"not interested",6.25
595,105,discussion_success,4,"2021-05-11 13:37:14","2021-05-25 13:21:25",lost,"not interested",13.99
596,107,quotation_recieved,6,"2021-05-11 17:57:28","2021-06-04 17:28:21",lost,"price not fit",23.98
597,102,leads_qualification,1,"2021-05-12 14:32:52","2021-05-17 15:31:50",lost,"not selected",5.04
598,101,leads_registered,0,"2021-05-13 16:02:53","2021-05-13 16:02:53",open,"",0.0
599,108,deal_won,7,"2021-05-13 17:15:06","2021-06-16 11:07:07",won,"",33.74
600,105,discussion_success,4,"2021-05-14 12:02:37","2021-05-24 09:17:15",lost,"not interested",9.89
601,102,leads_qualification,1,"2021-05-14 16:09:14","2021-05-17 13:12:29",lost,"not selected",2.88
602,106,offer_sent,5,"2021-05-14 16:12:19","2021-05-26 10:20:33",lost,"not answered",11.76
603,104,approach_success,3,"2021-05-17 16:48:57","2021-05-27 10:31:54",lost,"not answered",9.74
604,104,approach_success,3,"2021-05-17 17:52:09","2021-05-26 11:08:22",lost,"not interested",8.72
605,105,discussion_success,4,"2021-05-19 10:40:46","2021-06-04 16:16:39",lost,"price not fit",16.23
606,105,discussion_success,4,"2021-05-19 16:46:01","2021-06-04 15:33:45",lost,"price not fit",15.95
607,101,leads_registered,0,"2021-05-20 09:15:01","2021-05-20 09:15:01",open,"",0.0
608,104,approach_success,3,"2021-05-20 11:23:30","2021-05-28 16:12:42",lost,"not interested",8.2
609,103,initial_communication_success,2,"2021-05-20 15:23:04","2021-05-25 14:23:26",lost,"not answered",4.96
610,108,deal_won,7,"2021-05-20 16:01:50","2021-06-21 10:48:55",won,"",31.78
611,108,deal_won,7,"2021-05-21 11:17:45","2021-06-22 15:28:37",won,"",32.17
612,101,leads_registered,0,"2021-05-21 16:33:17","2021-05-21 16:33:17",open,"",0.0
613,101,leads_registered,0,"2021-05-21 16:51:46","2021-05-21 16:51:46",open,"",0.0
614,101,leads_registered,0,"2021-05-21 17:51:10","2021-05-21 17:51:10",open,"",0.0
615,107,quotation_recieved,6,"2021-05-21 17:53:29","2021-06-22 16:32:01",lost,"not answered",31.94
616,103,initial_communication_success,2,"2021-05-24 09:58:50","2021-05-31 16:55:46",lost,"not interested",7.29
617,108,deal_won,7,"2021-05-24 10:44:08","2021-06-22 14:17:55",won,"",29.15
618,106,offer_sent,5,"2021-05-24 11:40:01","2021-06-15 17:26:35",lost,"price not fit",22.24
619,101,leads_registered,0,"2021-05-24 11:44:34","2021-05-24 11:44:34",open,"",0.0
620,103,initial_communication_success,2,"2021-05-24 14:35:24","2021-06-02 17:59:06",lost,"not answered",9.14
621,104,approach_success,3,"2021-05-25 09:03:36","2021-06-03 09:22:46",lost,"not answered",9.01
622,105,discussion_success,4,"2021-05-26 10:13:59","2021-06-07 11:25:00",lost,"not answered",12.05
623,102,leads_qualification,1,"2021-05-26 15:55:04","2021-06-01 12:33:05",lost,"not selected",5.86
624,102,leads_qualification,1,"2021-05-27 11:57:12","2021-06-01 10:49:59",lost,"not selected",4.95
625,103,initial_communication_success,2,"2021-05-27 13:20:03","2021-06-04 11:56:22",lost,"not answered",7.94
626,107,quotation_recieved,6,"2021-05-27 14:03:15","2021-06-21 15:25:03",lost,"price not fit",25.06
627,101,leads_registered,0,"2021-05-28 09:09:55","2021-05-28 09:09:55",open,"",0.0
628,104,approach_success,3,"2021-05-28 09:20:23","2021-06-08 12:23:34",lost,"already use other products",11.13
629,106,offer_sent,5,"2021-05-28 10:23:27","2021-06-17 16:25:15",lost,"price not fit",20.25
630,108,deal_won,7,"2021-05-28 12:11:52","2021-07-01 14:27:05",won,"",34.09
631,108,deal_won,7,"2021-05-28 13:15:32","2021-07-01 10:09:48",won,"",33.87
632,103,initial_communication_success,2,"2021-05-28 16:37:30","2021-06-04 12:06:06",lost,"not answered",6.81
633,108,deal_won,7,"2021-05-28 17:37:23","2021-06-23 10:37:51",won,"",25.71
634,105,discussion_success,4,"2021-05-28 17:52:09","2021-06-14 11:25:34",lost,"not interested",16.73
635,105,discussion_success,4,"2021-05-31 09:37:22","2021-06-14 13:24:17",lost,"price not fit",14.16
636,104,approach_success,3,"2021-05-31 09:48:38","2021-06-08 17:43:19",lost,"not interested",8.33
637,104,approach_success,3,"2021-05-31 09:52:56","2021-06-08 11:02:20",lost,"not answered",8.05
638,101,leads_registered,0,"2021-05-31 10:20:01","2021-05-31 10:20:01",open,"",0.0
639,108,deal_won,7,"2021-05-31 10:26:51","2021-06-29 13:10:07",won,"",29.11
640,105,discussion_success,4,"2021-05-31 10:54:24","2021-06-15 11:07:46",lost,"price not fit",15.01
641,108,deal_won,7,"2021-05-31 15:26:09","2021-06-28 16:18:07",won,"",28.04
642,103,initial_communication_success,2,"2021-05-31 16:06:18","2021-06-08 14:37:52",lost,"not answered",7.94
643,101,leads_registered,0,"2021-05-31 16:36:50","2021-05-31 16:36:50",open,"",0.0
644,106,offer_sent,5,"2021-05-31 17:14:31","2021-06-15 17:03:46",lost,"not answered",14.99
645,104,approach_success,3,"2021-05-31 17:43:09","2021-06-09 10:33:11",lost,"not answered",8.7
646,108,deal_won,7,"2021-06-01 09:20:01","2021-07-05 15:07:34",won,"",34.24
647,102,leads_qualification,1,"2021-06-01 10:09:27","2021-06-04 14:58:59",lost,"not selected",3.2
648,107,quotation_recieved,6,"2021-06-01 12:10:58","2021-06-23 16:54:56",lost,"not answered",22.2
649,103,initial_communication_success,2,"2021-06-01 14:22:05","2021-06-08 09:00:48",lost,"not answered",6.78
650,101,leads_registered,0,"2021-06-01 15:04:00","2021-06-01 15:04:00",open,"",0.0
651,108,deal_won,7,"2021-06-01 15:51:34","2021-07-02 15:14:07",won,"",30.97
652,108,deal_won,7,"2021-06-01 16:05:38","2021-06-30 09:02:44",won,"",28.71
653,108,deal_won,7,"2021-06-01 16:11:59","2021-07-01 11:56:36",won,"",29.82
654,108,deal_won,7,"2021-06-01 17:11:11","2021-07-01 13:11:44",won,"",29.83
655,105,discussion_success,4,"2021-06-01 17:18:03","2021-06-15 13:35:59",lost,"price not fit",13.85
656,108,deal_won,7,"2021-06-02 09:18:38","2021-07-09 16:09:59",won,"",37.29
657,102,leads_qualification,1,"2021-06-02 09:55:55","2021-06-07 16:29:38",lost,"not selected",5.27
658,103,initial_communication_success,2,"2021-06-02 14:32:56","2021-06-10 11:30:15",lost,"not answered",7.87
659,104,approach_success,3,"2021-06-02 16:01:52","2021-06-09 13:51:17",lost,"not answered",6.91
660,108,deal_won,7,"2021-06-03 09:58:01","2021-06-29 16:00:51",won,"",26.25
661,108,deal_won,7,"2021-06-03 12:03:16","2021-06-30 11:44:13",won,"",26.99
662,108,deal_won,7,"2021-06-03 12:21:38","2021-07-05 17:55:33",won,"",32.23
663,104,approach_success,3,"2021-06-03 13:11:53","2021-06-14 11:28:26",lost,"not interested",10.93
664,103,initial_communication_success,2,"2021-06-03 13:53:26","2021-06-08 14:31:58",lost,"not answered",5.03
665,108,deal_won,7,"2021-06-03 15:59:30","2021-06-28 17:16:32",won,"",25.05
666,105,discussion_success,4,"2021-06-03 16:33:15","2021-06-18 11:28:11",lost,"not interested",14.79
667,102,leads_qualification,1,"2021-06-04 09:01:59","2021-06-11 11:15:28",lost,"not selected",7.09
668,108,deal_won,7,"2021-06-04 09:12:32","2021-06-28 10:14:05",won,"",24.04
669,105,discussion_success,4,"2021-06-04 09:17:52","2021-06-22 10:07:16",lost,"price not fit",18.03
670,105,discussion_success,4,"2021-06-04 09:52:03","2021-06-21 15:51:12",lost,"price not fit",17.25
671,104,approach_success,3,"2021-06-04 09:56:14","2021-06-14 10:32:45",lost,"not answered",10.03
672,102,leads_qualification,1,"2021-06-04 10:23:12","2021-06-11 09:40:24",lost,"not selected",6.97
673,101,leads_registered,0,"2021-06-04 11:01:04","2021-06-04 11:01:04",open,"",0.0
674,103,initial_communication_success,2,"2021-06-04 11:35:38","2021-06-11 11:26:49",lost,"not answered",6.99
675,104,approach_success,3,"2021-06-04 11:58:23","2021-06-14 11:25:57",lost,"not answered",9.98
676,108,deal_won,7,"2021-06-04 12:17:13","2021-07-02 13:27:45",won,"",28.05
677,105,discussion_success,4,"2021-06-04 13:13:04","2021-06-21 10:53:23",lost,"not answered",16.9
678,108,deal_won,7,"2021-06-04 14:58:16","2021-07-02 11:17:07",won,"",27.85
679,104,approach_success,3,"2021-06-04 15:45:50","2021-06-15 12:17:10",lost,"not answered",10.86
680,105,discussion_success,4,"2021-06-04 16:03:29","2021-06-17 16:51:51",lost,"not interested",13.03
681,101,leads_registered,0,"2021-06-04 16:57:21","2021-06-04 16:57:21",open,"",0.0
682,105,discussion_success,4,"2021-06-07 10:24:11","2021-06-22 15:35:25",lost,"not interested",15.22
683,107,quotation_recieved,6,"2021-06-07 10:34:21","2021-07-02 17:31:51",lost,"not answered",25.29
684,108,deal_won,7,"2021-06-07 12:33:24","2021-07-01 09:10:13",won,"",23.86
685,108,deal_won,7,"2021-06-07 14:31:31","2021-07-14 17:03:01",won,"",37.11
686,101,leads_registered,0,"2021-06-07 14:58:52","2021-06-07 14:58:52",open,"",0.0
687,103,initial_communication_success,2,"2021-06-07 15:24:10","2021-06-14 16:03:11",lost,"not answered",7.03
688,104,approach_success,3,"2021-06-07 15:52:52","2021-06-15 13:25:50",lost,"already use other products",7.9
689,101,leads_registered,0,"2021-06-07 16:16:05","2021-06-07 16:16:05",open,"",0.0
690,103,initial_communication_success,2,"2021-06-07 16:17:19","2021-06-15 10:26:09",lost,"not answered",7.76
691,108,deal_won,7,"2021-06-07 17:31:52","2021-07-06 09:22:59",won,"",28.66
692,105,discussion_success,4,"2021-06-07 17:36:20","2021-06-21 17:17:10",lost,"price not fit",13.99
693,108,deal_won,7,"2021-06-08 09:23:25","2021-07-02 12:13:49",won,"",24.12
694,101,leads_registered,0,"2021-06-08 10:13:16","2021-06-08 10:13:16",open,"",0.0
695,101,leads_registered,0,"2021-06-08 15:32:05","2021-06-08 15:32:05",open,"",0.0
696,101,leads_registered,0,"2021-06-08 15:36:39","2021-06-08 15:36:39",open,"",0.0
697,101,leads_registered,0,"2021-06-08 16:30:56","2021-06-08 16:30:56",open,"",0.0
698,108,deal_won,7,"2021-06-09 15:49:07","2021-07-07 12:07:35",won,"",27.85
699,104,approach_success,3,"2021-06-09 16:00:15","2021-06-16 11:19:19",lost,"already use other products",6.8
700,108,deal_won,7,"2021-06-09 17:51:47","2021-07-07 12:04:42",won,"",27.76
701,108,deal_won,7,"2021-06-10 15:13:51","2021-07-13 17:43:47",won,"",33.1
702,102,leads_qualification,1,"2021-06-11 09:18:50","2021-06-18 10:30:58",lost,"not selected",7.05
703,107,quotation_recieved,6,"2021-06-11 11:31:37","2021-07-02 10:31:17",lost,"not answered",20.96
704,103,initial_communication_success,2,"2021-06-11 12:29:03","2021-06-16 14:46:23",lost,"not answered",5.1
705,101,leads_registered,0,"2021-06-11 17:07:23","2021-06-11 17:07:23",open,"",0.0
706,107,quotation_recieved,6,"2021-06-14 10:15:51","2021-07-08 15:04:24",lost,"not answered",24.2
707,102,leads_qualification,1,"2021-06-14 10:54:07","2021-06-21 10:43:30",lost,"not selected",6.99
708,103,initial_communication_success,2,"2021-06-14 12:02:56","2021-06-22 13:21:59",lost,"not answered",8.05
709,101,leads_registered,0,"2021-06-14 17:04:02","2021-06-14 17:04:02",open,"",0.0
710,103,initial_communication_success,2,"2021-06-15 13:00:00","2021-06-23 10:22:16",lost,"not answered",7.89
711,106,offer_sent,5,"2021-06-15 16:45:36","2021-07-02 13:36:11",lost,"price not fit",16.87
712,106,offer_sent,5,"2021-06-17 11:48:07","2021-06-29 10:26:18",lost,"not interested",11.94
713,105,discussion_success,4,"2021-06-17 16:47:09","2021-07-05 15:47:44",lost,"not answered",17.96
714,108,deal_won,7,"2021-06-18 09:19:43","2021-07-23 16:30:28",won,"",35.3
715,108,deal_won,7,"2021-06-18 13:36:37","2021-07-21 17:14:42",won,"",33.15
716,102,leads_qualification,1,"2021-06-18 16:08:03","2021-06-25 12:48:46",lost,"not selected",6.86
717,105,discussion_success,4,"2021-06-18 17:14:29","2021-07-06 10:05:28",lost,"not interested",17.7
718,101,leads_registered,0,"2021-06-18 17:35:05","2021-06-18 17:35:05",open,"",0.0
719,105,discussion_success,4,"2021-06-21 09:38:14","2021-07-07 09:46:12",lost,"not interested",16.01
720,105,discussion_success,4,"2021-06-21 10:03:48","2021-07-06 09:08:06",lost,"price not fit",14.96
721,101,leads_registered,0,"2021-06-21 17:21:38","2021-06-21 17:21:38",open,"",0.0
722,102,leads_qualification,1,"2021-06-22 09:09:10","2021-06-25 17:23:57",lost,"not selected",3.34
723,103,initial_communication_success,2,"2021-06-22 10:11:44","2021-06-28 10:14:51",lost,"not answered",6.0
724,103,initial_communication_success,2,"2021-06-22 13:17:52","2021-06-28 16:29:07",lost,"not answered",6.13
725,108,deal_won,7,"2021-06-22 16:35:35","2021-07-29 10:25:28",won,"",36.74
726,101,leads_registered,0,"2021-06-22 16:46:24","2021-06-22 16:46:24",open,"",0.0
727,102,leads_qualification,1,"2021-06-22 17:22:39","2021-06-25 15:02:30",lost,"not selected",2.9
728,103,initial_communication_success,2,"2021-06-23 12:02:07","2021-06-29 10:39:29",lost,"not answered",5.94
729,104,approach_success,3,"2021-06-23 13:11:03","2021-07-01 16:35:46",lost,"not interested",8.14
730,104,approach_success,3,"2021-06-23 14:09:47","2021-07-05 13:56:04",lost,"not answered",11.99
731,107,quotation_recieved,6,"2021-06-24 09:44:40","2021-07-20 13:35:58",lost,"price not fit",26.16
732,103,initial_communication_success,2,"2021-06-24 09:55:02","2021-07-02 14:30:35",lost,"not answered",8.19
733,104,approach_success,3,"2021-06-24 10:44:12","2021-07-05 16:15:51",lost,"not answered",11.23
734,104,approach_success,3,"2021-06-24 14:13:28","2021-07-05 12:43:03",lost,"not interested",10.94
735,106,offer_sent,5,"2021-06-24 15:27:44","2021-07-08 15:44:27",lost,"not interested",14.01
736,108,deal_won,7,"2021-06-24 15:37:33","2021-07-22 17:36:41",won,"",28.08
737,101,leads_registered,0,"2021-06-24 17:08:27","2021-06-24 17:08:27",open,"",0.0
738,104,approach_success,3,"2021-06-25 11:33:39","2021-07-06 11:09:14",lost,"not interested",10.98
739,106,offer_sent,5,"2021-06-25 12:00:40","2021-07-14 14:43:15",lost,"not answered",19.11
740,107,quotation_recieved,6,"2021-06-25 14:10:42","2021-07-20 09:29:39",lost,"not answered",24.8
741,108,deal_won,7,"2021-06-25 14:47:03","2021-07-22 16:41:59",won,"",27.08
742,105,discussion_success,4,"2021-06-25 15:07:12","2021-07-15 09:35:24",lost,"not interested",19.77
743,108,deal_won,7,"2021-06-25 16:14:44","2021-07-27 15:43:47",won,"",31.98
744,107,quotation_recieved,6,"2021-06-25 17:57:21","2021-07-19 10:52:55",lost,"price not fit",23.71
745,104,approach_success,3,"2021-06-28 09:33:08","2021-07-07 14:51:04",lost,"not answered",9.22
746,101,leads_registered,0,"2021-06-28 09:57:09","2021-06-28 09:57:09",open,"",0.0
747,108,deal_won,7,"2021-06-28 09:58:50","2021-07-30 16:55:55",won,"",32.29
748,108,deal_won,7,"2021-06-28 10:02:58","2021-07-29 17:11:04",won,"",31.3
749,108,deal_won,7,"2021-06-28 10:08:47","2021-07-30 13:06:59",won,"",32.12
750,105,discussion_success,4,"2021-06-28 11:36:21","2021-07-14 17:10:19",lost,"not interested",16.23
751,108,deal_won,7,"2021-06-28 13:10:19","2021-07-26 10:53:41",won,"",27.91
752,106,offer_sent,5,"2021-06-28 15:08:31","2021-07-16 15:42:07",lost,"price not fit",18.02
753,106,offer_sent,5,"2021-06-28 17:10:40","2021-07-19 13:36:34",lost,"not answered",20.85
754,108,deal_won,7,"2021-06-28 17:47:52","2021-07-27 15:08:54",won,"",28.89
755,104,approach_success,3,"2021-06-28 17:52:34","2021-07-09 09:40:25",lost,"not answered",10.66
756,103,initial_communication_success,2,"2021-06-29 10:23:17","2021-07-06 15:56:07",lost,"not answered",7.23
757,105,discussion_success,4,"2021-06-29 10:32:22","2021-07-13 10:58:32",lost,"not answered",14.02
758,106,offer_sent,5,"2021-06-29 12:16:26","2021-07-15 12:10:03",lost,"price not fit",16.0
759,105,discussion_success,4,"2021-06-29 12:45:39","2021-07-12 09:45:12",lost,"price not fit",12.87
760,108,deal_won,7,"2021-06-29 12:58:49","2021-07-29 16:01:14",won,"",30.13
761,101,leads_registered,0,"2021-06-29 13:00:38","2021-06-29 13:00:38",open,"",0.0
762,108,deal_won,7,"2021-06-30 09:15:06","2021-07-26 17:25:06",won,"",26.34
763,107,quotation_recieved,6,"2021-06-30 10:21:24","2021-07-30 11:13:39",lost,"price not fit",30.04
764,106,offer_sent,5,"2021-06-30 11:30:18","2021-07-23 12:01:35",lost,"price not fit",23.02
765,104,approach_success,3,"2021-06-30 13:58:02","2021-07-07 13:12:17",lost,"not interested",6.97
766,101,leads_registered,0,"2021-06-30 16:28:51","2021-06-30 16:28:51",open,"",0.0
767,108,deal_won,7,"2021-07-01 10:17:47","2021-07-29 13:18:34",won,"",28.13
768,106,offer_sent,5,"2021-07-01 11:21:16","2021-07-15 16:28:25",lost,"price not fit",14.21
769,106,offer_sent,5,"2021-07-01 13:29:15","2021-07-14 14:33:47",lost,"price not fit",13.04
770,103,initial_communication_success,2,"2021-07-01 13:43:32","2021-07-08 10:44:39",lost,"not answered",6.88
771,108,deal_won,7,"2021-07-01 15:44:40","2021-07-29 12:31:35",won,"",27.87
772,107,quotation_recieved,6,"2021-07-01 16:24:40","2021-07-30 12:37:41",lost,"not answered",28.84
773,101,leads_registered,0,"2021-07-01 16:30:51","2021-07-01 16:30:51",open,"",0.0
774,108,deal_won,7,"2021-07-01 17:11:23","2021-07-27 09:42:44",won,"",25.69
775,106,offer_sent,5,"2021-07-01 17:19:06","2021-07-15 13:06:25",lost,"not answered",13.82
776,106,offer_sent,5,"2021-07-02 09:40:46","2021-07-19 14:12:44",lost,"price not fit",17.19
777,108,deal_won,7,"2021-07-02 10:47:13","2021-08-02 10:53:02",won,"",31.0
778,101,leads_registered,0,"2021-07-02 10:49:24","2021-07-02 10:49:24",open,"",0.0
779,103,initial_communication_success,2,"2021-07-02 10:49:58","2021-07-09 16:16:56",lost,"not interested",7.23
780,108,deal_won,7,"2021-07-02 10:55:19","2021-08-04 09:11:03",won,"",32.93
781,104,approach_success,3,"2021-07-02 11:55:00","2021-07-15 10:03:25",lost,"not answered",12.92
