leads_id,last_stage,no_of_stage,start_ts,stage2_ts,stage3_ts,stage4_ts,stage5_ts,stage6_ts,stage7_ts,stage8_ts,stage2_state,stage3_state,stage4_state,stage5_state,stage6_state,stage7_state,stage8_state,reason,last_ts,stage2_duration,stage3_duration,stage4_duration,stage5_duration,stage6_duration,stage7_duration,stage8_duration,last_state,cycle_duration
1822,101,1,"2022-03-08 12:08:23",,,,,,,,,,,,,,,"","2022-03-08 12:08:23",,,,,,,,open,0.0
1823,108,8,"2022-03-08 15:47:15","2022-03-11 16:42:15","2022-03-14 09:53:47","2022-03-15 13:18:47","2022-03-21 09:14:57","2022-03-24 17:18:17","2022-03-30 13:29:58","2022-04-04 12:13:47",1,1,1,1,1,1,1,"","2022-04-04 12:13:47",3.04,2.72,1.14,5.83,3.34,5.84,4.95,won,26.85
1824,102,2,"2022-03-08 16:14:38","2022-03-14 12:55:12",,,,,,,0,,,,,,,"not selected","2022-03-14 12:55:12",5.86,,,,,,,loss,5.86
1825,103,3,"2022-03-08 16:26:38","2022-03-11 11:37:24","2022-03-14 16:22:51",,,,,,1,0,,,,,,"not interested","2022-03-14 16:22:51",2.8,3.2,,,,,,loss,6.0
1826,108,8,"2022-03-09 09:37:43","2022-03-14 17:05:00","2022-03-15 09:09:30","2022-03-17 13:49:50","2022-03-22 13:31:56","2022-03-23 17:21:56","2022-03-29 14:11:05","2022-04-04 17:53:19",1,1,1,1,1,1,1,"","2022-04-04 17:53:19",5.31,0.67,2.19,4.99,1.16,5.87,6.15,won,26.34
1827,108,8,"2022-03-09 10:09:38","2022-03-14 14:15:43","2022-03-15 17:59:13","2022-03-16 12:55:39","2022-03-22 16:04:30","2022-03-24 13:17:22","2022-03-28 14:47:34","2022-04-05 10:35:30",1,1,1,1,1,1,1,"","2022-04-05 10:35:30",5.17,1.16,0.79,6.13,1.88,4.06,7.82,won,27.02
1828,101,1,"2022-03-09 10:47:26",,,,,,,,,,,,,,,"","2022-03-09 10:47:26",,,,,,,,open,0.0
1829,104,4,"2022-03-09 11:29:15","2022-03-15 12:47:58","2022-03-16 10:59:25","2022-03-18 09:19:10",,,,,1,1,0,,,,,"not interested","2022-03-18 09:19:10",6.05,0.92,1.93,,,,,loss,8.91
183,105,5,"2021-01-13 14:48:24","2021-01-18 14:54:43","2021-01-19 16:32:12","2021-01-20 17:48:01","2021-01-26 15:01:57",,,,1,1,1,0,,,,"price not fit","2021-01-26 15:01:57",5.0,1.07,1.05,5.88,,,,loss,13.01
1830,101,1,"2022-03-09 12:04:24",,,,,,,,,,,,,,,"","2022-03-09 12:04:24",,,,,,,,open,0.0
1831,107,7,"2022-03-09 12:38:56","2022-03-14 09:37:43","2022-03-15 13:55:03","2022-03-16 11:41:03","2022-03-21 10:46:20","2022-03-22 17:19:57","2022-03-28 10:26:44",,1,1,1,1,1,0,,"not answered","2022-03-28 10:26:44",4.87,1.18,0.91,4.96,1.27,5.71,,loss,18.91
1832,101,1,"2022-03-09 13:29:24",,,,,,,,,,,,,,,"","2022-03-09 13:29:24",,,,,,,,open,0.0
1833,105,5,"2022-03-09 13:47:50","2022-03-14 09:21:37","2022-03-15 16:28:42","2022-03-17 09:26:02","2022-03-24 09:03:49",,,,1,1,1,0,,,,"price not fit","2022-03-24 09:03:49",4.82,1.3,1.71,6.98,,,,loss,14.8
1834,104,4,"2022-03-09 14:03:44","2022-03-15 15:06:58","2022-03-18 14:25:54","2022-03-21 09:58:25",,,,,1,1,0,,,,,"not interested","2022-03-21 09:58:25",6.04,2.97,2.81,,,,,loss,11.83
1835,105,5,"2022-03-09 14:34:49","2022-03-11 16:09:06","2022-03-14 17:48:01","2022-03-15 11:23:30","2022-03-21 14:57:42",,,,1,1,1,0,,,,"price not fit","2022-03-21 14:57:42",2.07,3.07,0.73,6.15,,,,loss,12.02
1836,103,3,"2022-03-09 14:36:06","2022-03-14 12:47:32","2022-03-16 13:20:33",,,,,,1,0,,,,,,"not answered","2022-03-16 13:20:33",4.92,2.02,,,,,,loss,6.95
1837,108,8,"2022-03-09 15:53:03","2022-03-11 17:22:01","2022-03-14 09:11:59","2022-03-16 16:21:03","2022-03-22 16:01:37","2022-03-23 09:55:00","2022-03-31 11:33:31","2022-04-05 11:40:43",1,1,1,1,1,1,1,"","2022-04-05 11:40:43",2.06,2.66,2.3,5.99,0.75,8.07,5.0,won,26.82
1838,103,3,"2022-03-09 17:45:33","2022-03-14 16:23:07","2022-03-15 12:02:48",,,,,,1,0,,,,,,"not answered","2022-03-15 12:02:48",4.94,0.82,,,,,,loss,5.76
1839,106,6,"2022-03-09 17:58:27","2022-03-14 15:23:09","2022-03-15 10:48:37","2022-03-17 09:21:57","2022-03-25 10:53:59","2022-03-28 13:43:12",,,1,1,1,1,0,,,"not interested","2022-03-28 13:43:12",4.89,0.81,1.94,8.06,3.12,,,loss,18.82
184,108,8,"2021-01-13 15:58:58","2021-01-18 11:17:48","2021-01-19 16:44:06","2021-01-20 14:09:45","2021-01-26 12:37:14","2021-01-27 09:30:32","2021-02-02 09:41:17","2021-02-08 15:29:20",1,1,1,1,1,1,1,"","2021-02-08 15:29:20",4.8,1.23,0.89,5.94,0.87,6.01,6.24,won,25.98
1840,101,1,"2022-03-10 10:48:55",,,,,,,,,,,,,,,"","2022-03-10 10:48:55",,,,,,,,open,0.0
1841,105,5,"2022-03-10 12:51:35","2022-03-15 16:05:09","2022-03-16 10:48:34","2022-03-17 13:23:56","2022-03-21 09:35:10",,,,1,1,1,0,,,,"not answered","2022-03-21 09:35:10",5.13,0.78,1.11,3.84,,,,loss,10.86
1842,101,1,"2022-03-10 13:35:04",,,,,,,,,,,,,,,"","2022-03-10 13:35:04",,,,,,,,open,0.0
1843,108,8,"2022-03-10 14:06:34","2022-03-14 17:10:39","2022-03-15 10:46:13","2022-03-18 11:30:57","2022-03-28 17:36:28","2022-03-30 09:49:15","2022-04-08 11:10:00","2022-04-14 11:11:16",1,1,1,1,1,1,1,"","2022-04-14 11:11:16",4.13,0.73,3.03,10.25,1.68,9.06,6.0,won,34.88
1844,104,4,"2022-03-10 16:51:09","2022-03-14 11:04:23","2022-03-17 14:34:00","2022-03-18 09:43:30",,,,,1,1,0,,,,,"already use other products","2022-03-18 09:43:30",3.76,3.15,0.8,,,,,loss,7.7
1845,108,8,"2022-03-11 09:51:13","2022-03-15 10:46:03","2022-03-16 10:27:45","2022-03-18 11:26:04","2022-03-22 11:33:49","2022-03-24 16:09:12","2022-04-01 16:48:47","2022-04-05 09:10:01",1,1,1,1,1,1,1,"","2022-04-05 09:10:01",4.04,0.99,2.04,4.01,2.19,8.03,3.68,won,24.97
1846,101,1,"2022-03-11 10:17:18",,,,,,,,,,,,,,,"","2022-03-11 10:17:18",,,,,,,,open,0.0
1847,106,6,"2022-03-11 10:41:18","2022-03-15 10:41:39","2022-03-18 16:52:11","2022-03-21 13:46:58","2022-03-28 17:42:07","2022-03-30 16:46:47",,,1,1,1,1,0,,,"price not fit","2022-03-30 16:46:47",4.0,3.26,2.87,7.16,1.96,,,loss,19.25
1848,104,4,"2022-03-11 12:18:32","2022-03-17 16:24:07","2022-03-18 15:53:46","2022-03-21 12:43:37",,,,,1,1,0,,,,,"not interested","2022-03-21 12:43:37",6.17,0.98,2.87,,,,,loss,10.02
1849,103,3,"2022-03-11 13:12:31","2022-03-14 10:08:50","2022-03-16 15:39:37",,,,,,1,0,,,,,,"not answered","2022-03-16 15:39:37",2.87,2.23,,,,,,loss,5.1
185,108,8,"2021-01-13 16:35:03","2021-01-18 10:29:02","2021-01-20 16:19:20","2021-01-22 17:26:37","2021-01-28 11:07:31","2021-02-01 13:31:34","2021-02-08 16:17:28","2021-02-10 17:16:01",1,1,1,1,1,1,1,"","2021-02-10 17:16:01",4.75,2.24,2.05,5.74,4.1,7.12,2.04,won,28.03
1850,107,7,"2022-03-11 15:57:04","2022-03-15 14:31:45","2022-03-18 09:42:46","2022-03-21 15:36:15","2022-03-24 15:55:01","2022-03-28 14:11:09","2022-04-01 11:45:34",,1,1,1,1,1,0,,"not answered","2022-04-01 11:45:34",3.94,2.8,3.25,3.01,3.93,3.9,,loss,20.83
1851,105,5,"2022-03-11 16:27:37","2022-03-17 12:00:29","2022-03-18 10:41:52","2022-03-21 12:54:21","2022-03-29 09:20:10",,,,1,1,1,0,,,,"price not fit","2022-03-29 09:20:10",5.81,0.95,3.09,7.85,,,,loss,17.7
1852,104,4,"2022-03-11 16:33:54","2022-03-15 09:39:05","2022-03-16 17:39:07","2022-03-17 16:29:25",,,,,1,1,0,,,,,"not answered","2022-03-17 16:29:25",3.71,1.33,0.95,,,,,loss,6.0
1853,105,5,"2022-03-11 17:23:50","2022-03-15 13:35:48","2022-03-18 16:20:22","2022-03-21 15:31:08","2022-03-28 17:36:20",,,,1,1,1,0,,,,"price not fit","2022-03-28 17:36:20",3.84,3.11,2.97,7.09,,,,loss,17.01
1854,101,1,"2022-03-14 10:07:16",,,,,,,,,,,,,,,"","2022-03-14 10:07:16",,,,,,,,open,0.0
1855,108,8,"2022-03-14 13:51:54","2022-03-18 16:21:37","2022-03-21 15:58:19","2022-03-23 11:48:23","2022-03-30 10:29:55","2022-03-31 11:27:02","2022-04-04 11:49:55","2022-04-07 09:56:00",1,1,1,1,1,1,1,"","2022-04-07 09:56:00",4.1,2.98,1.83,6.95,1.04,4.02,2.92,won,23.84
1856,106,6,"2022-03-14 14:20:34","2022-03-18 10:52:31","2022-03-21 17:38:43","2022-03-22 09:05:39","2022-03-29 09:00:34","2022-03-30 10:14:55",,,1,1,1,1,0,,,"not interested","2022-03-30 10:14:55",3.86,3.28,0.64,7.0,1.05,,,loss,15.83
1857,102,2,"2022-03-15 09:54:17","2022-03-18 09:47:21",,,,,,,0,,,,,,,"not selected","2022-03-18 09:47:21",3.0,,,,,,,loss,3.0
1858,101,1,"2022-03-15 10:28:51",,,,,,,,,,,,,,,"","2022-03-15 10:28:51",,,,,,,,open,0.0
1859,108,8,"2022-03-15 11:31:06","2022-03-18 12:40:16","2022-03-21 17:06:23","2022-03-23 17:48:52","2022-04-01 14:31:38","2022-04-04 17:01:32","2022-04-11 17:42:08","2022-04-14 10:01:59",1,1,1,1,1,1,1,"","2022-04-14 10:01:59",3.05,3.18,2.03,8.86,3.1,7.03,2.68,won,29.94
186,108,8,"2021-01-13 16:46:07","2021-01-18 09:30:58","2021-01-19 12:50:57","2021-01-20 11:05:37","2021-01-25 16:51:54","2021-01-29 10:38:13","2021-02-05 11:16:39","2021-02-08 16:10:25",1,1,1,1,1,1,1,"","2021-02-08 16:10:25",4.7,1.14,0.93,5.24,3.74,7.03,3.2,won,25.98
1860,108,8,"2022-03-15 15:05:12","2022-03-21 11:07:11","2022-03-23 17:48:25","2022-03-25 17:43:12","2022-03-31 09:19:34","2022-04-01 16:42:00","2022-04-08 10:34:48","2022-04-14 10:46:23",1,1,1,1,1,1,1,"","2022-04-14 10:46:23",5.83,2.28,2.0,5.65,1.31,6.75,6.01,won,29.82
1861,102,2,"2022-03-15 17:05:35","2022-03-18 14:54:29",,,,,,,0,,,,,,,"not selected","2022-03-18 14:54:29",2.91,,,,,,,loss,2.91
1862,108,8,"2022-03-15 17:18:33","2022-03-18 13:29:48","2022-03-21 11:30:47","2022-03-22 09:00:47","2022-03-28 15:07:35","2022-03-29 14:43:53","2022-04-04 09:20:18","2022-04-08 16:15:26",1,1,1,1,1,1,1,"","2022-04-08 16:15:26",2.84,2.92,0.9,6.25,0.98,5.78,4.29,won,23.96
1863,102,2,"2022-03-16 10:17:18","2022-03-18 11:21:57",,,,,,,0,,,,,,,"not selected","2022-03-18 11:21:57",2.04,,,,,,,loss,2.04
1864,108,8,"2022-03-16 10:26:05","2022-03-22 16:47:35","2022-03-23 14:29:50","2022-03-25 16:48:00","2022-03-31 11:18:01","2022-04-01 17:10:27","2022-04-08 15:49:51","2022-04-13 12:51:51",1,1,1,1,1,1,1,"","2022-04-13 12:51:51",6.26,0.9,2.1,5.77,1.24,6.94,4.88,won,28.1
1865,108,8,"2022-03-16 15:09:52","2022-03-21 16:23:47","2022-03-22 10:50:28","2022-03-23 11:16:33","2022-03-30 10:26:43","2022-03-31 10:17:46","2022-04-08 10:50:16","2022-04-15 16:16:20",1,1,1,1,1,1,1,"","2022-04-15 16:16:20",5.05,0.77,1.02,6.97,0.99,8.02,7.23,won,30.05
1866,107,7,"2022-03-16 15:45:59","2022-03-22 11:37:16","2022-03-25 16:52:02","2022-03-28 17:54:46","2022-04-05 11:31:50","2022-04-08 09:16:02","2022-04-18 13:39:02",,1,1,1,1,1,0,,"not answered","2022-04-18 13:39:02",5.83,3.22,3.04,7.73,2.91,10.18,,loss,32.91
1867,107,7,"2022-03-17 09:46:55","2022-03-22 16:11:27","2022-03-25 10:35:14","2022-03-28 16:40:31","2022-04-04 17:53:13","2022-04-06 09:20:11","2022-04-15 10:19:43",,1,1,1,1,1,0,,"not answered","2022-04-15 10:19:43",5.27,2.77,3.25,7.05,1.64,9.04,,loss,29.02
1868,106,6,"2022-03-17 13:20:05","2022-03-21 10:25:50","2022-03-22 16:49:03","2022-03-23 11:45:40","2022-03-29 12:23:43","2022-03-30 11:56:10",,,1,1,1,1,0,,,"not answered","2022-03-30 11:56:10",3.88,1.27,0.79,6.03,0.98,,,loss,12.94
1869,101,1,"2022-03-17 13:30:53",,,,,,,,,,,,,,,"","2022-03-17 13:30:53",,,,,,,,open,0.0
187,107,7,"2021-01-14 12:31:53","2021-01-20 13:44:37","2021-01-21 12:47:52","2021-01-22 12:28:39","2021-01-26 13:30:57","2021-01-28 15:00:35","2021-02-02 13:08:52",,1,1,1,1,1,0,,"price not fit","2021-02-02 13:08:52",6.05,0.96,0.99,4.04,2.06,4.92,,loss,19.03
1870,103,3,"2022-03-17 14:07:43","2022-03-22 15:44:25","2022-03-23 14:10:36",,,,,,1,0,,,,,,"not answered","2022-03-23 14:10:36",5.07,0.93,,,,,,loss,6.0
1871,102,2,"2022-03-18 09:09:54","2022-03-23 17:13:59",,,,,,,0,,,,,,,"not selected","2022-03-23 17:13:59",5.34,,,,,,,loss,5.34
1872,108,8,"2022-03-18 09:40:49","2022-03-22 15:20:10","2022-03-23 09:56:16","2022-03-25 17:42:44","2022-04-01 16:54:20","2022-04-05 09:36:25","2022-04-13 10:18:05","2022-04-21 17:42:22",1,1,1,1,1,1,1,"","2022-04-21 17:42:22",4.24,0.78,2.32,6.97,3.7,8.03,8.31,won,34.33
1873,103,3,"2022-03-18 10:03:14","2022-03-22 17:37:32","2022-03-23 10:20:09",,,,,,1,0,,,,,,"not answered","2022-03-23 10:20:09",4.32,0.7,,,,,,loss,5.01
1874,104,4,"2022-03-18 10:58:33","2022-03-22 10:15:40","2022-03-25 16:29:48","2022-03-28 16:21:06",,,,,1,1,0,,,,,"not answered","2022-03-28 16:21:06",3.97,3.26,2.99,,,,,loss,10.22
1875,106,6,"2022-03-18 12:28:11","2022-03-23 09:40:24","2022-03-25 10:12:56","2022-03-28 11:19:57","2022-04-04 16:34:04","2022-04-06 10:54:07",,,1,1,1,1,0,,,"price not fit","2022-04-06 10:54:07",4.88,2.02,3.05,7.22,1.76,,,loss,18.93
1876,107,7,"2022-03-18 17:00:38","2022-03-25 17:13:56","2022-03-28 17:20:15","2022-03-30 15:01:17","2022-04-06 17:00:35","2022-04-08 13:18:37","2022-04-15 15:40:42",,1,1,1,1,1,0,,"not answered","2022-04-15 15:40:42",7.01,3.0,1.9,7.08,1.85,7.1,,loss,27.94
1877,108,8,"2022-03-21 09:12:05","2022-03-25 13:12:01","2022-03-28 17:21:04","2022-03-29 14:25:13","2022-04-05 10:09:21","2022-04-07 15:12:17","2022-04-15 09:38:50","2022-04-21 10:18:13",1,1,1,1,1,1,1,"","2022-04-21 10:18:13",4.17,3.17,0.88,6.82,2.21,7.77,6.03,won,31.05
1878,108,8,"2022-03-21 10:24:13","2022-03-25 15:39:49","2022-03-28 10:37:26","2022-03-29 14:36:28","2022-04-04 14:55:31","2022-04-05 14:45:43","2022-04-11 10:29:03","2022-04-12 16:08:49",1,1,1,1,1,1,1,"","2022-04-12 16:08:49",4.22,2.79,1.17,6.01,0.99,5.82,1.24,won,22.24
1879,102,2,"2022-03-21 11:07:02","2022-03-25 09:30:16",,,,,,,0,,,,,,,"not selected","2022-03-25 09:30:16",3.93,,,,,,,loss,3.93
188,108,8,"2021-01-14 14:21:06","2021-01-19 12:11:28","2021-01-20 10:03:58","2021-01-22 11:17:50","2021-01-27 10:21:20","2021-01-29 16:03:37","2021-02-02 09:51:45","2021-02-05 10:51:20",1,1,1,1,1,1,1,"","2021-02-05 10:51:20",4.91,0.91,2.05,4.96,2.24,3.74,3.04,won,21.85
1880,103,3,"2022-03-21 12:06:07","2022-03-25 09:59:07","2022-03-28 16:22:02",,,,,,1,0,,,,,,"not answered","2022-03-28 16:22:02",3.91,3.27,,,,,,loss,7.18
1881,106,6,"2022-03-21 13:36:37","2022-03-28 16:34:46","2022-03-30 12:00:22","2022-03-31 14:42:07","2022-04-08 11:47:48","2022-04-11 17:28:49",,,1,1,1,1,0,,,"price not fit","2022-04-11 17:28:49",7.12,1.81,1.11,7.88,3.24,,,loss,21.16
1882,102,2,"2022-03-21 13:54:38","2022-03-25 10:21:21",,,,,,,0,,,,,,,"not selected","2022-03-25 10:21:21",3.85,,,,,,,loss,3.85
1883,104,4,"2022-03-21 15:24:52","2022-03-25 15:45:52","2022-03-28 09:00:58","2022-03-29 13:30:23",,,,,1,1,0,,,,,"not interested","2022-03-29 13:30:23",4.01,2.72,1.19,,,,,loss,7.92
1884,108,8,"2022-03-21 16:46:42","2022-03-23 13:05:25","2022-03-25 09:29:30","2022-03-28 09:24:58","2022-04-05 12:44:11","2022-04-07 13:33:38","2022-04-15 17:52:18","2022-04-21 11:48:27",1,1,1,1,1,1,1,"","2022-04-21 11:48:27",1.85,1.85,3.0,8.14,2.03,8.18,5.75,won,30.79
1885,107,7,"2022-03-21 17:23:54","2022-03-28 14:54:52","2022-03-29 17:49:46","2022-03-30 13:21:01","2022-04-07 14:22:53","2022-04-11 09:17:39","2022-04-18 15:18:54",,1,1,1,1,1,0,,"price not fit","2022-04-18 15:18:54",6.9,1.12,0.81,8.04,3.79,7.25,,loss,27.91
1886,104,4,"2022-03-22 09:11:47","2022-03-29 14:18:15","2022-04-01 14:00:35","2022-04-04 12:30:43",,,,,1,1,0,,,,,"not interested","2022-04-04 12:30:43",7.21,2.99,2.94,,,,,loss,13.14
1887,108,8,"2022-03-22 09:54:44","2022-03-25 12:32:53","2022-03-28 13:52:30","2022-03-29 12:28:26","2022-04-06 12:06:15","2022-04-07 10:57:48","2022-04-15 10:50:31","2022-04-25 10:28:15",1,1,1,1,1,1,1,"","2022-04-25 10:28:15",3.11,3.06,0.94,7.98,0.95,7.99,9.98,won,34.02
1888,101,1,"2022-03-22 14:13:25",,,,,,,,,,,,,,,"","2022-03-22 14:13:25",,,,,,,,open,0.0
1889,108,8,"2022-03-22 15:29:10","2022-03-25 16:26:00","2022-03-28 13:00:04","2022-03-29 12:13:31","2022-04-07 11:15:52","2022-04-11 11:22:10","2022-04-18 15:01:20","2022-04-22 11:06:26",1,1,1,1,1,1,1,"","2022-04-22 11:06:26",3.04,2.86,0.97,8.96,4.0,7.15,3.84,won,30.82
189,102,2,"2021-01-15 09:33:05","2021-01-19 10:38:35",,,,,,,0,,,,,,,"not selected","2021-01-19 10:38:35",4.05,,,,,,,loss,4.05
1890,108,8,"2022-03-22 16:04:06","2022-03-29 17:39:53","2022-03-30 12:08:46","2022-04-01 09:20:22","2022-04-08 12:20:18","2022-04-12 15:21:16","2022-04-20 17:04:42","2022-04-25 17:48:08",1,1,1,1,1,1,1,"","2022-04-25 17:48:08",7.07,0.77,1.88,7.12,4.13,8.07,5.03,won,34.07
1891,108,8,"2022-03-22 16:47:57","2022-03-25 09:16:14","2022-03-28 12:52:32","2022-03-31 11:43:40","2022-04-08 10:18:07","2022-04-12 15:38:07","2022-04-21 10:09:34","2022-04-29 16:02:14",1,1,1,1,1,1,1,"","2022-04-29 16:02:14",2.69,3.15,2.95,7.94,4.22,8.77,8.24,won,37.97
1892,108,8,"2022-03-23 09:20:33","2022-03-28 16:30:49","2022-03-29 16:00:35","2022-03-31 11:24:58","2022-04-04 10:14:18","2022-04-06 14:26:00","2022-04-11 16:34:29","2022-04-14 10:47:23",1,1,1,1,1,1,1,"","2022-04-14 10:47:23",5.3,0.98,1.81,3.95,2.17,5.09,2.76,won,22.06
1893,103,3,"2022-03-23 09:20:36","2022-03-29 17:56:59","2022-04-01 12:09:41",,,,,,1,0,,,,,,"not answered","2022-04-01 12:09:41",6.36,2.76,,,,,,loss,9.12
1894,101,1,"2022-03-23 09:46:25",,,,,,,,,,,,,,,"","2022-03-23 09:46:25",,,,,,,,open,0.0
1895,101,1,"2022-03-23 10:23:30",,,,,,,,,,,,,,,"","2022-03-23 10:23:30",,,,,,,,open,0.0
1896,103,3,"2022-03-23 10:31:18","2022-03-25 11:41:32","2022-03-28 11:37:16",,,,,,1,0,,,,,,"not answered","2022-03-28 11:37:16",2.05,3.0,,,,,,loss,5.05
1897,105,5,"2022-03-23 13:14:21","2022-03-25 17:04:54","2022-03-28 15:35:15","2022-03-29 11:48:06","2022-04-06 09:32:05",,,,1,1,1,0,,,,"not interested","2022-04-06 09:32:05",2.16,2.94,0.84,7.91,,,,loss,13.85
1898,107,7,"2022-03-23 14:34:51","2022-03-29 17:20:15","2022-03-31 16:09:01","2022-04-01 12:55:19","2022-04-08 17:26:06","2022-04-12 09:46:07","2022-04-20 17:48:57",,1,1,1,1,1,0,,"price not fit","2022-04-20 17:48:57",6.11,1.95,0.87,7.19,3.68,8.34,,loss,28.13
1899,108,8,"2022-03-23 14:52:30","2022-03-29 09:43:49","2022-03-31 17:41:01","2022-04-01 17:29:09","2022-04-07 15:57:29","2022-04-08 16:05:49","2022-04-15 14:12:24","2022-04-22 10:09:53",1,1,1,1,1,1,1,"","2022-04-22 10:09:53",5.79,2.33,0.99,5.94,1.01,6.92,6.83,won,29.8
19,108,8,"2020-12-02 15:09:05","2020-12-07 11:41:33","2020-12-09 13:08:11","2020-12-11 13:50:04","2020-12-17 09:34:06","2020-12-21 14:56:53","2020-12-29 10:24:36","2021-01-04 15:01:38",1,1,1,1,1,1,1,"","2021-01-04 15:01:38",4.86,2.06,2.03,5.82,4.22,7.81,6.19,won,32.99
190,103,3,"2021-01-15 12:31:59","2021-01-18 13:00:26","2021-01-19 12:23:23",,,,,,1,0,,,,,,"not answered","2021-01-19 12:23:23",3.02,0.97,,,,,,loss,3.99
1900,108,8,"2022-03-23 15:43:03","2022-03-25 12:26:08","2022-03-28 11:13:59","2022-03-29 11:36:48","2022-04-05 10:54:49","2022-04-07 16:52:44","2022-04-15 16:05:27","2022-04-25 09:01:39",1,1,1,1,1,1,1,"","2022-04-25 09:01:39",1.86,2.95,1.02,6.97,2.25,7.97,9.71,won,32.72
1901,101,1,"2022-03-23 15:54:32",,,,,,,,,,,,,,,"","2022-03-23 15:54:32",,,,,,,,open,0.0
1902,108,8,"2022-03-23 16:33:49","2022-03-30 16:23:21","2022-04-01 09:37:11","2022-04-04 15:42:53","2022-04-13 17:59:09","2022-04-14 10:36:49","2022-04-19 12:57:33","2022-04-22 17:47:46",1,1,1,1,1,1,1,"","2022-04-22 17:47:46",6.99,1.72,3.25,9.09,0.69,5.1,3.2,won,30.05
1903,106,6,"2022-03-23 16:43:50","2022-03-28 15:47:43","2022-03-29 14:14:20","2022-03-30 11:00:43","2022-04-08 11:13:28","2022-04-12 11:18:49",,,1,1,1,1,0,,,"not interested","2022-04-12 11:18:49",4.96,0.94,0.87,9.01,4.0,,,loss,19.77
1904,104,4,"2022-03-23 17:17:22","2022-03-28 15:04:44","2022-03-29 17:26:26","2022-03-31 15:56:35",,,,,1,1,0,,,,,"not interested","2022-03-31 15:56:35",4.91,1.1,1.94,,,,,loss,7.94
1905,101,1,"2022-03-23 17:29:00",,,,,,,,,,,,,,,"","2022-03-23 17:29:00",,,,,,,,open,0.0
1906,101,1,"2022-03-23 17:41:37",,,,,,,,,,,,,,,"","2022-03-23 17:41:37",,,,,,,,open,0.0
1907,108,8,"2022-03-23 17:45:43","2022-03-28 16:49:30","2022-03-29 09:43:19","2022-04-01 13:13:23","2022-04-11 12:08:06","2022-04-14 09:04:56","2022-04-21 10:40:20","2022-04-26 16:32:59",1,1,1,1,1,1,1,"","2022-04-26 16:32:59",4.96,0.7,3.15,9.95,2.87,7.07,5.24,won,33.95
1908,107,7,"2022-03-23 17:47:07","2022-03-29 09:33:20","2022-04-01 16:18:36","2022-04-04 09:04:59","2022-04-11 13:44:35","2022-04-13 16:43:26","2022-04-20 16:39:16",,1,1,1,1,1,0,,"not answered","2022-04-20 16:39:16",5.66,3.28,2.7,7.19,2.12,7.0,,loss,27.95
1909,107,7,"2022-03-23 17:59:50","2022-03-25 09:03:20","2022-03-28 15:25:26","2022-03-30 12:47:44","2022-04-04 09:54:23","2022-04-05 16:46:32","2022-04-13 17:24:46",,1,1,1,1,1,0,,"not answered","2022-04-13 17:24:46",1.63,3.27,1.89,4.88,1.29,8.03,,loss,20.98
191,107,7,"2021-01-15 14:11:46","2021-01-22 16:29:26","2021-01-25 10:03:35","2021-01-26 10:19:04","2021-02-03 11:45:09","2021-02-04 13:53:54","2021-02-11 10:41:44",,1,1,1,1,1,0,,"price not fit","2021-02-11 10:41:44",7.1,2.73,1.01,8.06,1.09,6.87,,loss,26.85
1910,101,1,"2022-03-24 09:06:03",,,,,,,,,,,,,,,"","2022-03-24 09:06:03",,,,,,,,open,0.0
1911,103,3,"2022-03-24 09:06:58","2022-03-30 17:52:18","2022-04-01 13:39:06",,,,,,1,0,,,,,,"not interested","2022-04-01 13:39:06",6.36,1.82,,,,,,loss,8.19
1912,103,3,"2022-03-24 10:30:33","2022-03-28 17:24:07","2022-03-29 10:22:04",,,,,,1,0,,,,,,"not interested","2022-03-29 10:22:04",4.29,0.71,,,,,,loss,4.99
1913,104,4,"2022-03-24 11:01:48","2022-03-30 09:20:53","2022-04-01 10:52:44","2022-04-04 15:36:06",,,,,1,1,0,,,,,"not answered","2022-04-04 15:36:06",5.93,2.06,3.2,,,,,loss,11.19
1914,108,8,"2022-03-24 13:02:03","2022-03-29 11:43:05","2022-04-01 17:53:47","2022-04-04 15:16:53","2022-04-12 14:45:52","2022-04-14 09:59:26","2022-04-22 16:24:02","2022-04-28 14:05:31",1,1,1,1,1,1,1,"","2022-04-28 14:05:31",4.95,3.26,2.89,7.98,1.8,8.27,5.9,won,35.04
1915,108,8,"2022-03-24 14:40:34","2022-03-29 10:23:58","2022-03-31 17:35:49","2022-04-01 15:25:54","2022-04-08 17:45:18","2022-04-12 10:18:30","2022-04-19 17:51:21","2022-04-25 14:32:05",1,1,1,1,1,1,1,"","2022-04-25 14:32:05",4.82,2.3,0.91,7.1,3.69,7.31,5.86,won,31.99
1916,105,5,"2022-03-24 14:41:58","2022-03-29 09:47:01","2022-04-01 16:34:47","2022-04-04 14:55:16","2022-04-12 17:14:57",,,,1,1,1,0,,,,"not answered","2022-04-12 17:14:57",4.8,3.28,2.93,8.1,,,,loss,19.11
1917,104,4,"2022-03-24 14:59:42","2022-03-30 16:21:19","2022-04-01 16:54:51","2022-04-04 16:36:18",,,,,1,1,0,,,,,"not answered","2022-04-04 16:36:18",6.06,2.02,2.99,,,,,loss,11.07
1918,102,2,"2022-03-24 15:12:33","2022-03-30 11:17:42",,,,,,,0,,,,,,,"not selected","2022-03-30 11:17:42",5.84,,,,,,,loss,5.84
