leads_id,no_of_page,first_page,last_page,first_ts,last_ts,session_duration,no_form_page,no_info_page,cta
537,5,/portofolio,/form/brochure,"2021-04-30 10:38:07","2021-04-30 10:39:49",102.0,2,3,brochure
538,4,/studycase,/form/demo,"2021-04-30 11:01:08","2021-04-30 11:02:32",84.0,2,2,demo
539,6,/testimonials,/form/brochure,"2021-04-30 11:24:33","2021-04-30 11:27:00",147.0,1,5,brochure
540,2,/testimonials,/form/set-a-meeting,"2021-04-30 11:42:50","2021-04-30 11:43:34",44.0,1,1,set-a-meeting
541,4,/home,/form/brochure,"2021-04-30 11:46:04","2021-04-30 11:47:34",90.0,1,2,brochure
542,6,/testimonials,/form/demo,"2021-04-30 12:45:23","2021-04-30 12:47:50",147.0,1,5,demo
543,2,/home,/form/brochure,"2021-04-30 14:42:59","2021-04-30 14:43:37",38.0,1,0,brochure
544,2,/features,/form/brochure,"2021-04-30 15:33:33","2021-04-30 15:34:21",48.0,1,1,brochure
545,4,/home,/form/demo,"2021-04-30 15:37:30","2021-04-30 15:38:51",81.0,1,2,demo
546,4,/features,/form/demo,"2021-04-30 16:07:24","2021-04-30 16:08:56",92.0,2,2,demo
547,6,/portofolio,/form/brochure,"2021-04-30 16:53:29","2021-04-30 16:55:45",136.0,2,4,brochure
548,3,/portofolio,/form/demo,"2021-04-30 17:10:57","2021-04-30 17:12:05",68.0,1,2,demo
549,2,/features,/form/demo,"2021-04-30 17:25:03","2021-04-30 17:25:46",43.0,1,1,demo
550,1,/form/brochure,/form/brochure,"2021-04-30 17:48:20","2021-04-30 17:48:20",0.0,1,0,brochure
551,4,/studycase,/form/set-a-meeting,"2021-05-03 09:31:36","2021-05-03 09:33:03",87.0,1,2,set-a-meeting
552,1,/form/brochure,/form/brochure,"2021-05-03 14:24:01","2021-05-03 14:24:01",0.0,1,0,brochure
553,4,/features,/form/brochure,"2021-05-03 14:57:48","2021-05-03 14:59:32",104.0,1,3,brochure
554,6,/home,/form/demo,"2021-05-03 15:16:22","2021-05-03 15:18:28",126.0,1,4,demo
555,5,/features,/form/brochure,"2021-05-03 16:10:34","2021-05-03 16:12:28",114.0,2,3,brochure
556,3,/features,/form/demo,"2021-05-03 16:16:37","2021-05-03 16:17:41",64.0,1,2,demo
557,2,/studycase,/form/brochure,"2021-05-03 16:54:20","2021-05-03 16:55:08",48.0,1,1,brochure
558,6,/testimonials,/form/demo,"2021-05-03 17:09:23","2021-05-03 17:11:35",132.0,2,4,demo
559,3,/features,/form/brochure,"2021-05-03 17:50:00","2021-05-03 17:51:11",71.0,1,2,brochure
560,6,/features,/form/set-a-meeting,"2021-05-03 17:49:58","2021-05-03 17:52:12",134.0,1,4,set-a-meeting
561,3,/features,/form/brochure,"2021-05-04 10:49:15","2021-05-04 10:50:15",60.0,2,1,brochure
562,3,/home,/form/brochure,"2021-05-04 11:33:48","2021-05-04 11:34:42",54.0,1,1,brochure
563,4,/home,/form/demo,"2021-05-04 12:42:12","2021-05-04 12:43:32",80.0,1,2,demo
564,4,/features,/form/set-a-meeting,"2021-05-04 13:22:25","2021-05-04 13:23:51",86.0,1,3,set-a-meeting
565,2,/features,/form/brochure,"2021-05-04 13:36:00","2021-05-04 13:36:44",44.0,1,1,brochure
566,2,/home,/form/demo,"2021-05-04 14:07:27","2021-05-04 14:08:06",39.0,1,0,demo
567,1,/form/brochure,/form/brochure,"2021-05-04 16:17:12","2021-05-04 16:17:12",0.0,1,0,brochure
568,3,/features,/form/brochure,"2021-05-04 16:33:27","2021-05-04 16:34:36",69.0,1,2,brochure
569,1,/form/brochure,/form/brochure,"2021-05-04 16:42:18","2021-05-04 16:42:18",0.0,1,0,brochure
570,2,/portofolio,/form/brochure,"2021-05-04 16:42:20","2021-05-04 16:43:06",46.0,1,1,brochure
571,3,/features,/form/brochure,"2021-05-04 17:02:54","2021-05-04 17:03:56",62.0,2,1,brochure
572,1,/form/set-a-meeting,/form/set-a-meeting,"2021-05-04 17:27:25","2021-05-04 17:27:25",0.0,1,0,set-a-meeting
573,4,/testimonials,/form/brochure,"2021-05-04 17:31:33","2021-05-04 17:33:02",89.0,1,2,brochure
574,4,/studycase,/form/brochure,"2021-05-05 11:02:05","2021-05-05 11:03:33",88.0,1,3,brochure
575,3,/portofolio,/form/demo,"2021-05-05 14:29:12","2021-05-05 14:30:14",62.0,2,1,demo
576,6,/portofolio,/form/demo,"2021-05-05 17:40:30","2021-05-05 17:42:34",124.0,4,2,demo
577,5,/studycase,/form/demo,"2021-05-06 09:29:51","2021-05-06 09:31:51",120.0,2,3,demo
578,2,/portofolio,/form/brochure,"2021-05-06 12:12:20","2021-05-06 12:13:06",46.0,1,1,brochure
579,3,/features,/form/demo,"2021-05-06 13:34:22","2021-05-06 13:35:32",70.0,1,2,demo
580,3,/testimonials,/form/brochure,"2021-05-06 15:34:27","2021-05-06 15:35:26",59.0,2,1,brochure
581,6,/studycase,/form/set-a-meeting,"2021-05-06 16:53:48","2021-05-06 16:56:01",133.0,3,3,set-a-meeting
582,1,/form/set-a-meeting,/form/set-a-meeting,"2021-05-07 09:41:25","2021-05-07 09:41:25",0.0,1,0,set-a-meeting
583,4,/features,/form/brochure,"2021-05-07 10:55:40","2021-05-07 10:56:50",70.0,2,1,brochure
584,2,/portofolio,/form/brochure,"2021-05-07 11:52:20","2021-05-07 11:53:05",45.0,1,1,brochure
585,4,/home,/form/brochure,"2021-05-07 11:57:45","2021-05-07 11:59:00",75.0,1,2,brochure
586,4,/home,/form/brochure,"2021-05-07 12:12:45","2021-05-07 12:14:08",83.0,1,1,brochure
587,3,/features,/form/brochure,"2021-05-07 13:14:34","2021-05-07 13:15:44",70.0,1,2,brochure
588,4,/studycase,/form/demo,"2021-05-07 15:23:13","2021-05-07 15:24:54",101.0,1,3,demo
589,3,/features,/form/brochure,"2021-05-10 09:15:12","2021-05-10 09:16:20",68.0,1,2,brochure
590,3,/testimonials,/form/set-a-meeting,"2021-05-10 13:25:36","2021-05-10 13:26:48",72.0,1,2,set-a-meeting
591,4,/home,/form/brochure,"2021-05-10 16:42:49","2021-05-10 16:44:17",88.0,1,2,brochure
592,4,/studycase,/form/brochure,"2021-05-10 17:00:46","2021-05-10 17:01:59",73.0,2,2,brochure
593,5,/home,/form/demo,"2021-05-10 17:18:57","2021-05-10 17:20:40",103.0,1,3,demo
594,5,/studycase,/form/set-a-meeting,"2021-05-11 10:45:35","2021-05-11 10:47:18",103.0,2,3,set-a-meeting
595,6,/home,/form/demo,"2021-05-11 13:34:23","2021-05-11 13:36:14",111.0,2,3,demo
596,3,/features,/form/set-a-meeting,"2021-05-11 17:54:54","2021-05-11 17:56:09",75.0,1,2,set-a-meeting
597,4,/features,/form/brochure,"2021-05-12 14:30:34","2021-05-12 14:31:58",84.0,1,3,brochure
598,4,/home,/form/demo,"2021-05-13 16:00:35","2021-05-13 16:01:52",77.0,2,1,demo
599,5,/portofolio,/form/demo,"2021-05-13 17:11:37","2021-05-13 17:13:48",131.0,1,4,demo
600,1,/form/set-a-meeting,/form/set-a-meeting,"2021-05-14 12:01:40","2021-05-14 12:01:40",0.0,1,0,set-a-meeting
601,4,/testimonials,/form/demo,"2021-05-14 16:06:10","2021-05-14 16:07:44",94.0,2,2,demo
602,4,/testimonials,/form/brochure,"2021-05-14 16:09:21","2021-05-14 16:10:53",92.0,2,2,brochure
603,6,/home,/form/demo,"2021-05-17 16:45:24","2021-05-17 16:47:49",145.0,1,4,demo
604,2,/studycase,/form/set-a-meeting,"2021-05-17 17:50:12","2021-05-17 17:50:56",44.0,1,1,set-a-meeting
605,4,/home,/form/brochure,"2021-05-19 10:38:07","2021-05-19 10:39:38",91.0,1,2,brochure
606,4,/portofolio,/form/demo,"2021-05-19 16:43:10","2021-05-19 16:44:40",90.0,1,3,demo
607,4,/features,/form/brochure,"2021-05-20 09:12:28","2021-05-20 09:14:11",103.0,1,3,brochure
608,1,/form/set-a-meeting,/form/set-a-meeting,"2021-05-20 11:22:31","2021-05-20 11:22:31",0.0,1,0,set-a-meeting
609,2,/portofolio,/form/demo,"2021-05-20 15:21:14","2021-05-20 15:21:59",45.0,1,1,demo
610,1,/form/set-a-meeting,/form/set-a-meeting,"2021-05-20 16:00:45","2021-05-20 16:00:45",0.0,1,0,set-a-meeting
611,4,/portofolio,/form/demo,"2021-05-21 11:14:45","2021-05-21 11:16:17",92.0,2,2,demo
612,6,/features,/form/demo,"2021-05-21 16:29:30","2021-05-21 16:31:51",141.0,1,5,demo
613,1,/form/set-a-meeting,/form/set-a-meeting,"2021-05-21 16:50:19","2021-05-21 16:50:19",0.0,1,0,set-a-meeting
614,6,/home,/form/set-a-meeting,"2021-05-21 17:48:19","2021-05-21 17:50:12",113.0,3,2,set-a-meeting
615,5,/testimonials,/form/demo,"2021-05-21 17:50:54","2021-05-21 17:52:35",101.0,2,2,demo
616,5,/home,/form/demo,"2021-05-24 09:56:32","2021-05-24 09:57:59",87.0,2,2,demo
617,3,/home,/form/demo,"2021-05-24 10:41:38","2021-05-24 10:42:40",62.0,1,1,demo
618,3,/home,/form/demo,"2021-05-24 11:37:43","2021-05-24 11:38:41",58.0,2,0,demo
619,4,/features,/form/brochure,"2021-05-24 11:41:40","2021-05-24 11:43:12",92.0,1,3,brochure
620,5,/home,/form/demo,"2021-05-24 14:32:11","2021-05-24 14:34:11",120.0,1,3,demo
621,6,/features,/form/demo,"2021-05-25 09:00:31","2021-05-25 09:02:43",132.0,2,4,demo
622,6,/features,/form/demo,"2021-05-26 10:10:18","2021-05-26 10:12:37",139.0,2,4,demo
623,4,/studycase,/form/set-a-meeting,"2021-05-26 15:52:52","2021-05-26 15:54:12",80.0,2,2,set-a-meeting
624,3,/studycase,/form/brochure,"2021-05-27 11:54:39","2021-05-27 11:55:47",68.0,1,2,brochure
625,4,/portofolio,/form/brochure,"2021-05-27 13:17:13","2021-05-27 13:18:54",101.0,1,3,brochure
626,4,/home,/form/demo,"2021-05-27 14:00:29","2021-05-27 14:01:54",85.0,1,2,demo
627,2,/features,/form/brochure,"2021-05-28 09:08:25","2021-05-28 09:09:05",40.0,1,1,brochure
628,1,/form/set-a-meeting,/form/set-a-meeting,"2021-05-28 09:18:54","2021-05-28 09:18:54",0.0,1,0,set-a-meeting
629,2,/home,/form/set-a-meeting,"2021-05-28 10:21:57","2021-05-28 10:22:32",35.0,1,0,set-a-meeting
630,4,/testimonials,/form/brochure,"2021-05-28 12:09:24","2021-05-28 12:10:52",88.0,1,2,brochure
631,4,/home,/form/brochure,"2021-05-28 13:13:04","2021-05-28 13:14:20",76.0,2,1,brochure
632,4,/portofolio,/form/brochure,"2021-05-28 16:34:57","2021-05-28 16:36:33",96.0,1,3,brochure
633,4,/home,/form/brochure,"2021-05-28 17:35:00","2021-05-28 17:36:25",85.0,1,2,brochure
634,4,/portofolio,/form/brochure,"2021-05-28 17:49:26","2021-05-28 17:51:02",96.0,1,3,brochure
635,1,/form/set-a-meeting,/form/set-a-meeting,"2021-05-31 09:36:13","2021-05-31 09:36:13",0.0,1,0,set-a-meeting
636,4,/features,/form/set-a-meeting,"2021-05-31 09:46:05","2021-05-31 09:47:24",79.0,1,2,set-a-meeting
637,1,/form/set-a-meeting,/form/set-a-meeting,"2021-05-31 09:51:52","2021-05-31 09:51:52",0.0,1,0,set-a-meeting
638,2,/studycase,/form/set-a-meeting,"2021-05-31 10:17:55","2021-05-31 10:18:37",42.0,1,1,set-a-meeting
639,3,/features,/form/demo,"2021-05-31 10:24:07","2021-05-31 10:25:22",75.0,1,2,demo
640,4,/portofolio,/form/brochure,"2021-05-31 10:51:42","2021-05-31 10:53:07",85.0,1,3,brochure
641,4,/studycase,/form/brochure,"2021-05-31 15:23:34","2021-05-31 15:25:08",94.0,1,3,brochure
642,4,/home,/form/brochure,"2021-05-31 16:03:50","2021-05-31 16:05:19",89.0,1,2,brochure
643,2,/home,/form/brochure,"2021-05-31 16:34:43","2021-05-31 16:35:22",39.0,1,0,brochure
644,4,/portofolio,/form/brochure,"2021-05-31 17:11:47","2021-05-31 17:13:27",100.0,1,3,brochure
645,4,/home,/form/brochure,"2021-05-31 17:41:08","2021-05-31 17:42:15",67.0,2,1,brochure
646,1,/form/set-a-meeting,/form/set-a-meeting,"2021-06-01 09:18:41","2021-06-01 09:18:41",0.0,1,0,set-a-meeting
647,4,/home,/form/brochure,"2021-06-01 10:07:07","2021-06-01 10:08:18",71.0,1,1,brochure
648,2,/home,/form/set-a-meeting,"2021-06-01 12:08:59","2021-06-01 12:09:35",36.0,1,0,set-a-meeting
649,1,/form/set-a-meeting,/form/set-a-meeting,"2021-06-01 14:21:12","2021-06-01 14:21:12",0.0,1,0,set-a-meeting
650,5,/portofolio,/form/demo,"2021-06-01 15:00:40","2021-06-01 15:02:43",123.0,1,4,demo
651,5,/studycase,/form/demo,"2021-06-01 15:48:22","2021-06-01 15:50:21",119.0,1,4,demo
652,3,/studycase,/form/brochure,"2021-06-01 16:03:25","2021-06-01 16:04:40",75.0,1,2,brochure
653,3,/testimonials,/form/brochure,"2021-06-01 16:09:32","2021-06-01 16:10:41",69.0,1,2,brochure
654,6,/portofolio,/form/set-a-meeting,"2021-06-01 17:07:46","2021-06-01 17:10:09",143.0,2,4,set-a-meeting
655,3,/features,/form/demo,"2021-06-01 17:16:04","2021-06-01 17:17:01",57.0,2,1,demo
656,2,/testimonials,/form/brochure,"2021-06-02 09:16:46","2021-06-02 09:17:29",43.0,1,1,brochure
657,5,/studycase,/form/brochure,"2021-06-02 09:53:03","2021-06-02 09:54:53",110.0,1,4,brochure
658,3,/studycase,/form/demo,"2021-06-02 14:30:29","2021-06-02 14:31:38",69.0,1,2,demo
659,2,/home,/form/brochure,"2021-06-02 16:00:18","2021-06-02 16:00:48",30.0,1,0,brochure
660,4,/features,/form/brochure,"2021-06-03 09:55:17","2021-06-03 09:57:03",106.0,1,3,brochure
661,2,/home,/form/brochure,"2021-06-03 12:01:30","2021-06-03 12:02:03",33.0,1,0,brochure
662,1,/form/set-a-meeting,/form/set-a-meeting,"2021-06-03 12:20:26","2021-06-03 12:20:26",0.0,1,0,set-a-meeting
663,4,/studycase,/form/set-a-meeting,"2021-06-03 13:09:27","2021-06-03 13:10:49",82.0,2,1,set-a-meeting
664,4,/features,/form/set-a-meeting,"2021-06-03 13:50:26","2021-06-03 13:52:07",101.0,1,3,set-a-meeting
665,2,/portofolio,/form/brochure,"2021-06-03 15:57:21","2021-06-03 15:58:04",43.0,1,1,brochure
666,3,/testimonials,/form/demo,"2021-06-03 16:30:54","2021-06-03 16:31:56",62.0,1,2,demo
667,4,/studycase,/form/brochure,"2021-06-04 08:59:36","2021-06-04 09:00:58",82.0,2,2,brochure
668,2,/studycase,/form/demo,"2021-06-04 09:10:36","2021-06-04 09:11:17",41.0,1,1,demo
669,3,/testimonials,/form/brochure,"2021-06-04 09:15:53","2021-06-04 09:17:01",68.0,2,1,brochure
670,5,/portofolio,/form/demo,"2021-06-04 09:49:07","2021-06-04 09:51:11",124.0,1,4,demo
671,1,/form/demo,/form/demo,"2021-06-04 09:54:55","2021-06-04 09:54:55",0.0,1,0,demo
672,1,/form/set-a-meeting,/form/set-a-meeting,"2021-06-04 10:21:58","2021-06-04 10:21:58",0.0,1,0,set-a-meeting
673,5,/home,/form/demo,"2021-06-04 10:58:27","2021-06-04 10:59:55",88.0,2,1,demo
674,6,/portofolio,/form/demo,"2021-06-04 11:32:27","2021-06-04 11:34:41",134.0,2,4,demo
675,5,/features,/form/brochure,"2021-06-04 11:55:09","2021-06-04 11:56:58",109.0,1,3,brochure
676,3,/home,/form/demo,"2021-06-04 12:15:22","2021-06-04 12:16:18",56.0,1,1,demo
677,2,/home,/form/brochure,"2021-06-04 13:11:02","2021-06-04 13:11:39",37.0,1,0,brochure
678,5,/studycase,/form/demo,"2021-06-04 14:55:19","2021-06-04 14:56:59",100.0,2,3,demo
679,4,/portofolio,/form/set-a-meeting,"2021-06-04 15:43:11","2021-06-04 15:44:35",84.0,1,3,set-a-meeting
680,4,/studycase,/form/brochure,"2021-06-04 16:00:46","2021-06-04 16:02:24",98.0,1,3,brochure
681,3,/studycase,/form/demo,"2021-06-04 16:54:50","2021-06-04 16:55:51",61.0,2,1,demo
682,2,/home,/form/brochure,"2021-06-07 10:22:46","2021-06-07 10:23:17",31.0,1,0,brochure
683,4,/home,/form/set-a-meeting,"2021-06-07 10:31:37","2021-06-07 10:32:51",74.0,1,2,set-a-meeting
684,4,/home,/form/demo,"2021-06-07 12:31:04","2021-06-07 12:32:12",68.0,2,1,demo
685,1,/form/set-a-meeting,/form/set-a-meeting,"2021-06-07 14:30:37","2021-06-07 14:30:37",0.0,1,0,set-a-meeting
686,3,/features,/form/brochure,"2021-06-07 14:56:28","2021-06-07 14:57:46",78.0,1,2,brochure
687,3,/testimonials,/form/demo,"2021-06-07 15:21:38","2021-06-07 15:22:40",62.0,1,1,demo
688,4,/features,/form/brochure,"2021-06-07 15:50:23","2021-06-07 15:51:57",94.0,1,3,brochure
689,4,/studycase,/form/demo,"2021-06-07 16:13:26","2021-06-07 16:15:02",96.0,1,3,demo
690,5,/portofolio,/form/brochure,"2021-06-07 16:14:24","2021-06-07 16:16:12",108.0,1,4,brochure
691,1,/form/brochure,/form/brochure,"2021-06-07 17:30:42","2021-06-07 17:30:42",0.0,1,0,brochure
692,2,/home,/form/demo,"2021-06-07 17:34:49","2021-06-07 17:35:20",31.0,1,0,demo
693,3,/home,/form/set-a-meeting,"2021-06-08 09:21:25","2021-06-08 09:22:21",56.0,1,1,set-a-meeting
694,1,/form/set-a-meeting,/form/set-a-meeting,"2021-06-08 10:12:16","2021-06-08 10:12:16",0.0,1,0,set-a-meeting
695,2,/studycase,/form/demo,"2021-06-08 15:30:00","2021-06-08 15:30:47",47.0,1,1,demo
696,4,/home,/form/brochure,"2021-06-08 15:33:56","2021-06-08 15:35:27",91.0,1,2,brochure
697,3,/home,/form/demo,"2021-06-08 16:29:15","2021-06-08 16:29:55",40.0,2,0,demo
698,1,/form/brochure,/form/brochure,"2021-06-09 15:47:52","2021-06-09 15:47:52",0.0,1,0,brochure
699,5,/portofolio,/form/set-a-meeting,"2021-06-09 15:57:28","2021-06-09 15:59:14",106.0,1,3,set-a-meeting
700,4,/home,/form/demo,"2021-06-09 17:49:27","2021-06-09 17:50:57",90.0,1,2,demo
701,3,/home,/form/brochure,"2021-06-10 15:11:44","2021-06-10 15:12:49",65.0,1,1,brochure
702,3,/portofolio,/form/demo,"2021-06-11 09:16:16","2021-06-11 09:17:29",73.0,1,2,demo
703,4,/home,/form/brochure,"2021-06-11 11:28:56","2021-06-11 11:30:16",80.0,2,1,brochure
704,3,/testimonials,/form/demo,"2021-06-11 12:27:01","2021-06-11 12:28:00",59.0,2,1,demo
705,2,/home,/form/brochure,"2021-06-11 17:05:32","2021-06-11 17:06:10",38.0,1,0,brochure
706,1,/form/set-a-meeting,/form/set-a-meeting,"2021-06-14 10:14:55","2021-06-14 10:14:55",0.0,1,0,set-a-meeting
707,4,/testimonials,/form/set-a-meeting,"2021-06-14 10:51:32","2021-06-14 10:53:02",90.0,1,2,set-a-meeting
708,2,/features,/form/brochure,"2021-06-14 12:00:56","2021-06-14 12:01:44",48.0,1,1,brochure
709,4,/testimonials,/form/demo,"2021-06-14 17:00:58","2021-06-14 17:02:34",96.0,1,3,demo
710,3,/features,/form/brochure,"2021-06-15 12:57:37","2021-06-15 12:58:43",66.0,1,2,brochure
711,1,/form/brochure,/form/brochure,"2021-06-15 16:44:10","2021-06-15 16:44:10",0.0,1,0,brochure
712,1,/form/set-a-meeting,/form/set-a-meeting,"2021-06-17 11:47:10","2021-06-17 11:47:10",0.0,1,0,set-a-meeting
713,4,/home,/form/demo,"2021-06-17 16:44:40","2021-06-17 16:46:17",97.0,1,2,demo
714,5,/features,/form/brochure,"2021-06-18 09:17:01","2021-06-18 09:18:48",107.0,2,3,brochure
715,4,/home,/form/demo,"2021-06-18 13:34:08","2021-06-18 13:35:33",85.0,2,1,demo
716,3,/portofolio,/form/demo,"2021-06-18 16:05:56","2021-06-18 16:07:07",71.0,1,2,demo
717,6,/portofolio,/form/brochure,"2021-06-18 17:11:21","2021-06-18 17:13:30",129.0,2,4,brochure
718,1,/form/demo,/form/demo,"2021-06-18 17:34:09","2021-06-18 17:34:09",0.0,1,0,demo
719,2,/features,/form/brochure,"2021-06-21 09:36:21","2021-06-21 09:37:06",45.0,1,1,brochure
720,1,/form/set-a-meeting,/form/set-a-meeting,"2021-06-21 10:02:26","2021-06-21 10:02:26",0.0,1,0,set-a-meeting
721,3,/features,/form/demo,"2021-06-21 17:19:22","2021-06-21 17:20:36",74.0,1,2,demo
722,6,/studycase,/form/demo,"2021-06-22 09:06:05","2021-06-22 09:08:17",132.0,3,3,demo
723,6,/home,/form/set-a-meeting,"2021-06-22 10:08:05","2021-06-22 10:10:16",131.0,1,3,set-a-meeting
724,1,/form/set-a-meeting,/form/set-a-meeting,"2021-06-22 13:16:45","2021-06-22 13:16:45",0.0,1,0,set-a-meeting
725,1,/form/set-a-meeting,/form/set-a-meeting,"2021-06-22 16:34:32","2021-06-22 16:34:32",0.0,1,0,set-a-meeting
726,2,/home,/form/brochure,"2021-06-22 16:44:35","2021-06-22 16:45:06",31.0,1,0,brochure
727,5,/testimonials,/form/set-a-meeting,"2021-06-22 17:19:18","2021-06-22 17:21:19",121.0,1,3,set-a-meeting
728,2,/features,/form/brochure,"2021-06-23 12:00:22","2021-06-23 12:01:05",43.0,1,1,brochure
729,4,/features,/form/brochure,"2021-06-23 13:07:59","2021-06-23 13:09:35",96.0,1,3,brochure
730,3,/testimonials,/form/brochure,"2021-06-23 14:07:40","2021-06-23 14:08:43",63.0,2,1,brochure
731,5,/studycase,/form/set-a-meeting,"2021-06-24 09:41:14","2021-06-24 09:43:17",123.0,1,4,set-a-meeting
732,4,/portofolio,/form/brochure,"2021-06-24 09:52:45","2021-06-24 09:54:06",81.0,2,2,brochure
733,6,/testimonials,/form/set-a-meeting,"2021-06-24 10:40:48","2021-06-24 10:42:56",128.0,3,3,set-a-meeting
734,4,/home,/form/set-a-meeting,"2021-06-24 14:11:07","2021-06-24 14:12:35",88.0,1,2,set-a-meeting
735,6,/features,/form/demo,"2021-06-24 15:24:02","2021-06-24 15:26:23",141.0,2,4,demo
736,6,/home,/form/brochure,"2021-06-24 15:34:14","2021-06-24 15:36:21",127.0,1,3,brochure
737,5,/home,/form/brochure,"2021-06-24 17:05:31","2021-06-24 17:07:06",95.0,2,2,brochure
738,4,/portofolio,/form/demo,"2021-06-25 11:30:50","2021-06-25 11:32:25",95.0,1,3,demo
739,5,/home,/form/demo,"2021-06-25 11:58:05","2021-06-25 11:59:29",84.0,2,1,demo
740,6,/portofolio,/form/brochure,"2021-06-25 14:06:58","2021-06-25 14:09:16",138.0,1,4,brochure
741,4,/home,/form/demo,"2021-06-25 14:44:28","2021-06-25 14:45:42",74.0,2,1,demo
742,2,/portofolio,/form/set-a-meeting,"2021-06-25 15:05:29","2021-06-25 15:06:17",48.0,1,1,set-a-meeting
743,3,/testimonials,/form/demo,"2021-06-25 16:12:16","2021-06-25 16:13:23",67.0,1,2,demo
744,2,/home,/form/brochure,"2021-06-25 17:55:24","2021-06-25 17:56:00",36.0,1,0,brochure
745,6,/studycase,/form/set-a-meeting,"2021-06-28 09:29:50","2021-06-28 09:31:49",119.0,3,3,set-a-meeting
746,4,/testimonials,/form/brochure,"2021-06-28 09:54:36","2021-06-28 09:56:12",96.0,1,3,brochure
747,5,/studycase,/form/set-a-meeting,"2021-06-28 09:55:57","2021-06-28 09:57:47",110.0,3,2,set-a-meeting
748,4,/portofolio,/form/demo,"2021-06-28 10:00:16","2021-06-28 10:01:46",90.0,1,3,demo
749,1,/form/set-a-meeting,/form/set-a-meeting,"2021-06-28 10:07:52","2021-06-28 10:07:52",0.0,1,0,set-a-meeting
750,1,/form/set-a-meeting,/form/set-a-meeting,"2021-06-28 11:35:12","2021-06-28 11:35:12",0.0,1,0,set-a-meeting
751,2,/portofolio,/form/demo,"2021-06-28 13:08:11","2021-06-28 13:08:51",40.0,1,1,demo
752,6,/portofolio,/form/set-a-meeting,"2021-06-28 15:04:56","2021-06-28 15:07:25",149.0,1,5,set-a-meeting
753,1,/form/set-a-meeting,/form/set-a-meeting,"2021-06-28 17:09:25","2021-06-28 17:09:25",0.0,1,0,set-a-meeting
754,6,/home,/form/demo,"2021-06-28 17:45:00","2021-06-28 17:46:52",112.0,2,2,demo
755,1,/form/set-a-meeting,/form/set-a-meeting,"2021-06-28 17:51:31","2021-06-28 17:51:31",0.0,1,0,set-a-meeting
756,6,/studycase,/form/set-a-meeting,"2021-06-29 10:19:42","2021-06-29 10:21:56",134.0,2,4,set-a-meeting
757,4,/studycase,/form/brochure,"2021-06-29 10:29:36","2021-06-29 10:31:20",104.0,1,3,brochure
758,4,/features,/form/brochure,"2021-06-29 12:13:59","2021-06-29 12:15:22",83.0,1,2,brochure
759,3,/portofolio,/form/demo,"2021-06-29 12:43:40","2021-06-29 12:44:49",69.0,1,2,demo
760,5,/home,/form/demo,"2021-06-29 12:55:41","2021-06-29 12:57:37",116.0,1,3,demo
761,3,/home,/form/demo,"2021-06-29 12:58:11","2021-06-29 12:59:17",66.0,1,1,demo
762,3,/portofolio,/form/brochure,"2021-06-30 09:12:28","2021-06-30 09:13:43",75.0,1,2,brochure
763,3,/home,/form/brochure,"2021-06-30 10:19:07","2021-06-30 10:20:13",66.0,1,1,brochure
764,4,/testimonials,/form/set-a-meeting,"2021-06-30 11:27:37","2021-06-30 11:29:07",90.0,1,3,set-a-meeting
765,5,/home,/form/set-a-meeting,"2021-06-30 13:55:14","2021-06-30 13:57:01",107.0,1,3,set-a-meeting
766,5,/portofolio,/form/set-a-meeting,"2021-06-30 16:26:02","2021-06-30 16:27:46",104.0,2,3,set-a-meeting
767,2,/home,/form/brochure,"2021-07-01 10:15:49","2021-07-01 10:16:26",37.0,1,0,brochure
768,2,/home,/form/demo,"2021-07-01 11:19:19","2021-07-01 11:19:59",40.0,1,0,demo
769,2,/features,/form/brochure,"2021-07-01 13:27:24","2021-07-01 13:28:06",42.0,1,1,brochure
770,3,/home,/form/demo,"2021-07-01 13:41:33","2021-07-01 13:42:40",67.0,1,1,demo
771,5,/portofolio,/form/set-a-meeting,"2021-07-01 15:41:29","2021-07-01 15:43:14",105.0,2,3,set-a-meeting
772,1,/form/set-a-meeting,/form/set-a-meeting,"2021-07-01 16:23:37","2021-07-01 16:23:37",0.0,1,0,set-a-meeting
773,3,/home,/form/brochure,"2021-07-01 16:28:41","2021-07-01 16:29:47",66.0,1,1,brochure
774,5,/features,/form/set-a-meeting,"2021-07-01 17:08:24","2021-07-01 17:10:02",98.0,3,2,set-a-meeting
775,3,/home,/form/brochure,"2021-07-01 17:17:04","2021-07-01 17:18:01",57.0,1,1,brochure
776,5,/home,/form/demo,"2021-07-02 09:38:03","2021-07-02 09:39:48",105.0,2,2,demo
777,2,/testimonials,/form/brochure,"2021-07-02 10:45:29","2021-07-02 10:46:17",48.0,1,1,brochure
778,3,/studycase,/form/set-a-meeting,"2021-07-02 10:47:01","2021-07-02 10:48:00",59.0,2,1,set-a-meeting
779,5,/studycase,/form/demo,"2021-07-02 10:47:05","2021-07-02 10:49:03",118.0,1,4,demo
780,4,/studycase,/form/demo,"2021-07-02 10:52:53","2021-07-02 10:54:21",88.0,1,2,demo
781,1,/form/brochure,/form/brochure,"2021-07-02 11:53:38","2021-07-02 11:53:38",0.0,1,0,brochure
782,4,/features,/form/set-a-meeting,"2021-07-02 12:55:53","2021-07-02 12:57:20",87.0,2,2,set-a-meeting
