contract_id,leads_id,date,subscription_type,no_of_employee,reten_flag,user_price,contract_value,discount_type_code,user_price_after,discount_percent
1561,2668,2023-09-01,Startup,140,1,20000,2800000,D0,20000,0
1580,2689,2023-09-08,Startup,140,1,20000,2800000,D0,20000,0
1609,2836,2023-10-05,Startup,140,1,20000,2800000,D0,20000,0
1619,2844,2023-10-07,Startup,140,1,20000,2800000,D0,20000,0
1628,2908,2023-10-14,Startup,140,1,20000,2800000,D0,20000,0
1636,2935,2023-10-21,Startup,140,1,20000,2800000,D0,20000,0
1675,3068,2023-10-31,Startup,140,1,20000,2800000,D0,20000,0
1679,3033,2023-11-01,Startup,140,1,20000,2800000,D0,20000,0
1686,3042,2023-11-02,Startup,140,1,20000,2800000,D0,20000,0
1705,3207,2023-11-21,Startup,140,1,20000,2800000,D0,20000,0
1754,3359,2023-12-30,Startup,140,1,20000,2800000,D0,20000,0
175,646,2021-07-05,Startup,200,0,20000,3600000,D1,18000,10
201,747,2021-07-30,Startup,200,0,20000,3600000,D1,18000,10
1055,3001,2022-10-26,Startup,225,0,20000,3600000,D2,16000,20
22,22,2021-01-08,Startup,120,0,20000,2160000,D1,18000,10
112,417,2021-04-28,Startup,120,0,20000,2160000,D1,18000,10
275,1056,2021-10-20,Startup,120,0,20000,2160000,D1,18000,10
291,1074,2021-10-29,Startup,120,0,20000,2160000,D1,18000,10
92,359,2021-04-06,Startup,325,0,20000,5850000,D1,18000,10
37,110,2021-02-02,Startup,325,0,20000,6500000,D0,20000,0
442,110,2022-02-02,Startup,325,1,20000,6500000,D0,20000,0
568,359,2022-04-06,Startup,325,1,20000,6500000,D0,20000,0
1201,3336,2022-12-22,Startup,325,0,20000,6500000,D0,20000,0
1257,1423,2023-01-14,Startup,325,1,20000,6500000,D0,20000,0
1744,3336,2023-12-22,Startup,325,1,20000,6500000,D0,20000,0
185,736,2021-07-22,Startup,130,0,20000,2340000,D1,18000,10
195,760,2021-07-29,Startup,130,0,20000,2340000,D1,18000,10
270,1037,2021-10-12,Startup,130,0,20000,2340000,D1,18000,10
396,73,2022-01-08,Startup,45,1,20000,900000,D0,20000,0
531,360,2022-04-01,Startup,45,1,20000,900000,D0,20000,0
35,134,2021-02-01,Startup,70,0,20000,1400000,D0,20000,0
133,523,2021-05-24,Startup,70,0,20000,1400000,D0,20000,0
134,501,2021-05-24,Startup,70,0,20000,1400000,D0,20000,0
252,979,2021-09-29,Startup,70,0,20000,1400000,D0,20000,0
309,1167,2021-11-08,Startup,70,0,20000,1400000,D0,20000,0
449,1523,2022-02-03,Startup,70,0,20000,1400000,D0,20000,0
619,409,2022-04-28,Startup,70,1,20000,1400000,D0,20000,0
637,2001,2022-05-03,Startup,70,0,20000,1400000,D0,20000,0
669,501,2022-05-24,Startup,70,1,20000,1400000,D0,20000,0
670,523,2022-05-24,Startup,70,1,20000,1400000,D0,20000,0
677,2058,2022-05-30,Startup,70,0,20000,1400000,D0,20000,0
680,2081,2022-05-30,Startup,70,0,20000,1400000,D0,20000,0
755,651,2022-07-02,Startup,70,1,20000,1400000,D0,20000,0
960,979,2022-09-29,Startup,70,1,20000,1400000,D0,20000,0
1143,3198,2022-11-21,Startup,70,0,20000,1400000,D0,20000,0
1212,3345,2022-12-27,Startup,70,0,20000,1400000,D0,20000,0
1277,1530,2023-01-31,Startup,70,1,20000,1400000,D0,20000,0
1288,1523,2023-02-03,Startup,70,1,20000,1400000,D0,20000,0
1367,1859,2023-04-14,Startup,70,1,20000,1400000,D0,20000,0
1402,2001,2023-05-03,Startup,70,1,20000,1400000,D0,20000,0
1420,2058,2023-05-30,Startup,70,1,20000,1400000,D0,20000,0
1423,2081,2023-05-30,Startup,70,1,20000,1400000,D0,20000,0
1490,2322,2023-07-11,Startup,70,1,20000,1400000,D0,20000,0
1502,2383,2023-07-22,Startup,70,1,20000,1400000,D0,20000,0
1704,3198,2023-11-21,Startup,70,1,20000,1400000,D0,20000,0
4,28,2021-01-01,Startup,140,0,20000,2520000,D1,18000,10
8,9,2021-01-04,Startup,140,0,20000,2520000,D1,18000,10
93,318,2021-04-06,Startup,140,0,20000,2520000,D1,18000,10
108,430,2021-04-27,Startup,140,0,20000,2520000,D1,18000,10
169,654,2021-07-01,Startup,140,0,20000,2520000,D1,18000,10
186,714,2021-07-23,Startup,140,0,20000,2520000,D1,18000,10
259,990,2021-10-01,Startup,140,0,20000,2520000,D1,18000,10
265,1013,2021-10-04,Startup,140,0,20000,2520000,D1,18000,10
267,1006,2021-10-06,Startup,140,0,20000,2520000,D1,18000,10
90,333,2021-04-05,Startup,60,0,20000,1080000,D1,18000,10
96,361,2021-04-08,Startup,60,0,20000,1080000,D1,18000,10
171,678,2021-07-02,Startup,60,0,20000,1080000,D1,18000,10
66,243,2021-03-08,Startup,110,0,20000,2200000,D0,20000,0
140,524,2021-05-31,Startup,110,0,20000,2200000,D0,20000,0
216,842,2021-08-19,Startup,110,0,20000,2200000,D0,20000,0
233,874,2021-09-02,Startup,110,0,20000,2200000,D0,20000,0
313,1182,2021-11-15,Startup,110,0,20000,2200000,D0,20000,0
317,1191,2021-11-25,Startup,110,0,20000,2200000,D0,20000,0
346,1301,2021-12-31,Startup,110,0,20000,2200000,D0,20000,0
424,111,2022-01-28,Startup,110,1,20000,2200000,D0,20000,0
507,243,2022-03-08,Startup,110,1,20000,2200000,D0,20000,0
681,524,2022-05-31,Startup,110,1,20000,2200000,D0,20000,0
690,2104,2022-06-01,Startup,110,0,20000,2200000,D0,20000,0
879,2557,2022-08-16,Startup,110,0,20000,2200000,D0,20000,0
881,842,2022-08-19,Startup,110,1,20000,2200000,D0,20000,0
920,874,2022-09-02,Startup,110,1,20000,2200000,D0,20000,0
1139,1182,2022-11-15,Startup,110,1,20000,2200000,D0,20000,0
1155,1191,2022-11-25,Startup,110,1,20000,2200000,D0,20000,0
1178,3306,2022-12-02,Startup,110,0,20000,2200000,D0,20000,0
1225,1301,2022-12-31,Startup,110,1,20000,2200000,D0,20000,0
1248,1319,2023-01-05,Startup,110,1,20000,2200000,D0,20000,0
1265,1459,2023-01-25,Startup,110,1,20000,2200000,D0,20000,0
1382,1907,2023-04-26,Startup,110,1,20000,2200000,D0,20000,0
1427,2104,2023-06-01,Startup,110,1,20000,2200000,D0,20000,0
1458,2205,2023-07-01,Startup,110,1,20000,2200000,D0,20000,0
1471,2287,2023-07-05,Startup,110,1,20000,2200000,D0,20000,0
1541,2557,2023-08-16,Startup,110,1,20000,2200000,D0,20000,0
1622,2872,2023-10-07,Startup,110,1,20000,2200000,D0,20000,0
1728,3306,2023-12-02,Startup,110,1,20000,2200000,D0,20000,0
47,144,2021-02-05,Startup,150,0,20000,3000000,D0,20000,0
57,212,2021-02-26,Startup,150,0,20000,3000000,D0,20000,0
62,245,2021-03-03,Startup,150,0,20000,3000000,D0,20000,0
63,259,2021-03-04,Startup,150,0,20000,3000000,D0,20000,0
69,251,2021-03-12,Startup,150,0,20000,3000000,D0,20000,0
137,564,2021-05-28,Startup,150,0,20000,3000000,D0,20000,0
145,576,2021-06-02,Startup,150,0,20000,3000000,D0,20000,0
147,551,2021-06-02,Startup,150,0,20000,3000000,D0,20000,0
157,611,2021-06-22,Startup,150,0,20000,3000000,D0,20000,0
213,824,2021-08-12,Startup,150,0,20000,3000000,D0,20000,0
230,884,2021-09-02,Startup,150,0,20000,3000000,D0,20000,0
247,1000,2021-09-27,Startup,150,0,20000,3000000,D0,20000,0
301,1132,2021-11-02,Startup,150,0,20000,3000000,D0,20000,0
311,1177,2021-11-11,Startup,150,0,20000,3000000,D0,20000,0
320,1204,2021-11-30,Startup,150,0,20000,3000000,D0,20000,0
327,1222,2021-12-03,Startup,150,0,20000,3000000,D0,20000,0
331,1250,2021-12-09,Startup,150,0,20000,3000000,D0,20000,0
345,1293,2021-12-31,Startup,150,0,20000,3000000,D0,20000,0
375,45,2022-01-05,Startup,150,1,20000,3000000,D0,20000,0
420,102,2022-01-27,Startup,150,1,20000,3000000,D0,20000,0
458,144,2022-02-05,Startup,150,1,20000,3000000,D0,20000,0
470,1636,2022-02-22,Startup,150,0,20000,3000000,D0,20000,0
477,1620,2022-02-24,Startup,150,0,20000,3000000,D0,20000,0
480,212,2022-02-26,Startup,150,1,20000,3000000,D0,20000,0
489,1646,2022-03-01,Startup,150,0,20000,3000000,D0,20000,0
495,245,2022-03-03,Startup,150,1,20000,3000000,D0,20000,0
511,251,2022-03-12,Startup,150,1,20000,3000000,D0,20000,0
524,1752,2022-03-28,Startup,150,0,20000,3000000,D0,20000,0
601,424,2022-04-23,Startup,150,1,20000,3000000,D0,20000,0
639,1955,2022-05-03,Startup,150,0,20000,3000000,D0,20000,0
675,564,2022-05-28,Startup,150,1,20000,3000000,D0,20000,0
695,551,2022-06-02,Startup,150,1,20000,3000000,D0,20000,0
696,576,2022-06-02,Startup,150,1,20000,3000000,D0,20000,0
716,2183,2022-06-21,Startup,150,0,20000,3000000,D0,20000,0
718,611,2022-06-22,Startup,150,1,20000,3000000,D0,20000,0
739,631,2022-07-01,Startup,150,1,20000,3000000,D0,20000,0
808,741,2022-07-22,Startup,150,1,20000,3000000,D0,20000,0
835,748,2022-07-29,Startup,150,1,20000,3000000,D0,20000,0
850,2489,2022-08-01,Startup,150,0,20000,3000000,D0,20000,0
875,2542,2022-08-08,Startup,150,0,20000,3000000,D0,20000,0
876,824,2022-08-12,Startup,150,1,20000,3000000,D0,20000,0
914,2619,2022-09-01,Startup,150,0,20000,3000000,D0,20000,0
918,884,2022-09-02,Startup,150,1,20000,3000000,D0,20000,0
956,1000,2022-09-27,Startup,150,1,20000,3000000,D0,20000,0
972,1002,2022-10-01,Startup,150,1,20000,3000000,D0,20000,0
1042,1083,2022-10-25,Startup,150,1,20000,3000000,D0,20000,0
1067,1098,2022-10-28,Startup,150,1,20000,3000000,D0,20000,0
1102,1132,2022-11-02,Startup,150,1,20000,3000000,D0,20000,0
1120,3084,2022-11-03,Startup,150,0,20000,3000000,D0,20000,0
1126,3159,2022-11-04,Startup,150,0,20000,3000000,D0,20000,0
1137,1177,2022-11-11,Startup,150,1,20000,3000000,D0,20000,0
1164,1204,2022-11-30,Startup,150,1,20000,3000000,D0,20000,0
1181,1222,2022-12-03,Startup,150,1,20000,3000000,D0,20000,0
1185,3317,2022-12-06,Startup,150,0,20000,3000000,D0,20000,0
1200,3337,2022-12-22,Startup,150,0,20000,3000000,D0,20000,0
1223,1293,2022-12-31,Startup,150,1,20000,3000000,D0,20000,0
1230,1344,2023-01-03,Startup,150,1,20000,3000000,D0,20000,0
1231,1381,2023-01-03,Startup,150,1,20000,3000000,D0,20000,0
1238,1354,2023-01-04,Startup,150,1,20000,3000000,D0,20000,0
1297,1636,2023-02-22,Startup,150,1,20000,3000000,D0,20000,0
1302,1620,2023-02-24,Startup,150,1,20000,3000000,D0,20000,0
1309,1646,2023-03-01,Startup,150,1,20000,3000000,D0,20000,0
1326,1752,2023-03-28,Startup,150,1,20000,3000000,D0,20000,0
1346,1811,2023-04-04,Startup,150,1,20000,3000000,D0,20000,0
1369,1865,2023-04-15,Startup,150,1,20000,3000000,D0,20000,0
1370,1872,2023-04-21,Startup,150,1,20000,3000000,D0,20000,0
1376,1902,2023-04-22,Startup,150,1,20000,3000000,D0,20000,0
1384,1922,2023-04-26,Startup,150,1,20000,3000000,D0,20000,0
1389,1914,2023-04-28,Startup,150,1,20000,3000000,D0,20000,0
1390,1932,2023-04-28,Startup,150,1,20000,3000000,D0,20000,0
1400,1955,2023-05-03,Startup,150,1,20000,3000000,D0,20000,0
1443,2183,2023-06-21,Startup,150,1,20000,3000000,D0,20000,0
1470,2278,2023-07-05,Startup,150,1,20000,3000000,D0,20000,0
1481,2325,2023-07-07,Startup,150,1,20000,3000000,D0,20000,0
1497,2387,2023-07-19,Startup,150,1,20000,3000000,D0,20000,0
1522,2494,2023-07-29,Startup,150,1,20000,3000000,D0,20000,0
1527,2489,2023-08-01,Startup,150,1,20000,3000000,D0,20000,0
1539,2542,2023-08-08,Startup,150,1,20000,3000000,D0,20000,0
1563,2619,2023-09-01,Startup,150,1,20000,3000000,D0,20000,0
1590,2723,2023-10-03,Startup,150,1,20000,3000000,D0,20000,0
1592,2796,2023-10-03,Startup,150,1,20000,3000000,D0,20000,0
1617,2732,2023-10-06,Startup,150,1,20000,3000000,D0,20000,0
1618,2841,2023-10-07,Startup,150,1,20000,3000000,D0,20000,0
1632,2939,2023-10-19,Startup,150,1,20000,3000000,D0,20000,0
1693,3084,2023-11-03,Startup,150,1,20000,3000000,D0,20000,0
1696,3159,2023-11-04,Startup,150,1,20000,3000000,D0,20000,0
1731,3317,2023-12-06,Startup,150,1,20000,3000000,D0,20000,0
1743,3337,2023-12-22,Startup,150,1,20000,3000000,D0,20000,0
859,2480,2022-08-02,Startup,350,0,20000,7000000,D0,20000,0
1531,2480,2023-08-02,Startup,350,1,20000,7000000,D0,20000,0
114,438,2021-04-30,Startup,25,0,20000,450000,D1,18000,10
14,45,2021-01-05,Startup,150,0,20000,2700000,D1,18000,10
31,102,2021-01-27,Startup,150,0,20000,2700000,D1,18000,10
104,424,2021-04-23,Startup,150,0,20000,2700000,D1,18000,10
167,631,2021-07-01,Startup,150,0,20000,2700000,D1,18000,10
184,741,2021-07-22,Startup,150,0,20000,2700000,D1,18000,10
196,748,2021-07-29,Startup,150,0,20000,2700000,D1,18000,10
256,1002,2021-10-01,Startup,150,0,20000,2700000,D1,18000,10
278,1083,2021-10-25,Startup,150,0,20000,2700000,D1,18000,10
286,1098,2021-10-28,Startup,150,0,20000,2700000,D1,18000,10
110,409,2021-04-28,Startup,70,0,20000,1260000,D1,18000,10
174,651,2021-07-02,Startup,70,0,20000,1260000,D1,18000,10
71,281,2021-03-22,Startup,175,0,20000,3500000,D0,20000,0
246,943,2021-09-23,Startup,175,0,20000,3500000,D0,20000,0
512,281,2022-03-22,Startup,175,1,20000,3500000,D0,20000,0
728,2199,2022-06-28,Startup,175,0,20000,3500000,D0,20000,0
936,2697,2022-09-07,Startup,175,0,20000,3500000,D0,20000,0
958,2735,2022-09-27,Startup,175,0,20000,3500000,D0,20000,0
1228,1289,2023-01-03,Startup,175,1,20000,3500000,D0,20000,0
1449,2199,2023-06-28,Startup,175,1,20000,3500000,D0,20000,0
1453,2169,2023-07-01,Startup,175,1,20000,3500000,D0,20000,0
1577,2697,2023-09-07,Startup,175,1,20000,3500000,D0,20000,0
1585,2735,2023-09-27,Startup,175,1,20000,3500000,D0,20000,0
225,880,2021-08-27,Startup,375,0,20000,7500000,D0,20000,0
853,2528,2022-08-01,Startup,375,0,20000,7500000,D0,20000,0
1142,3201,2022-11-21,Startup,375,0,20000,7500000,D0,20000,0
1341,1740,2023-04-04,Startup,375,1,20000,7500000,D0,20000,0
1526,2528,2023-08-01,Startup,375,1,20000,7500000,D0,20000,0
1194,3338,2022-12-19,Startup,15,0,20000,300000,D0,20000,0
1737,3338,2023-12-19,Startup,15,1,20000,300000,D0,20000,0
268,980,2021-10-07,Startup,275,0,20000,4950000,D1,18000,10
261,992,2021-10-01,Startup,35,0,20000,630000,D1,18000,10
804,2389,2022-07-20,Business,200,0,25000,4000000,D2,20000,20
556,1764,2022-04-04,Business,400,0,25000,8000000,D2,20000,20
745,2179,2022-07-01,Business,400,0,25000,8000000,D2,20000,20
412,1482,2022-01-25,Business,40,0,25000,800000,D2,20000,20
426,1516,2022-01-28,Business,40,0,25000,800000,D2,20000,20
769,2288,2022-07-05,Business,40,0,25000,800000,D2,20000,20
771,2342,2022-07-06,Business,40,0,25000,800000,D2,20000,20
1045,3064,2022-10-25,Business,40,0,25000,800000,D2,20000,20
1056,3056,2022-10-26,Business,40,0,25000,800000,D2,20000,20
1058,3115,2022-10-26,Business,40,0,25000,800000,D2,20000,20
588,1843,2022-04-14,Business,80,0,25000,1600000,D2,20000,20
599,1950,2022-04-22,Business,80,0,25000,1600000,D2,20000,20
609,1928,2022-04-26,Business,80,0,25000,1600000,D2,20000,20
757,2330,2022-07-04,Business,80,0,25000,1600000,D2,20000,20
803,2414,2022-07-20,Business,80,0,25000,1600000,D2,20000,20
818,2416,2022-07-25,Business,80,0,25000,1600000,D2,20000,20
979,2794,2022-10-03,Business,80,0,25000,1600000,D2,20000,20
997,2795,2022-10-05,Business,80,0,25000,1600000,D2,20000,20
1021,2900,2022-10-12,Business,80,0,25000,1600000,D2,20000,20
355,1371,2022-01-03,Business,120,0,25000,2400000,D2,20000,20
153,592,2021-06-08,Business,90,0,25000,2250000,D0,25000,0
193,771,2021-07-29,Business,100,0,25000,2250000,D1,22500,10
285,1076,2021-10-27,Business,100,0,25000,2250000,D1,22500,10
364,31,2022-01-04,Business,90,1,25000,2250000,D0,25000,0
709,592,2022-06-08,Business,90,1,25000,2250000,D0,25000,0
910,2628,2022-08-31,Business,90,0,25000,2250000,D0,25000,0
1247,1324,2023-01-05,Business,90,1,25000,2250000,D0,25000,0
1255,1450,2023-01-13,Business,90,1,25000,2250000,D0,25000,0
1360,1855,2023-04-07,Business,90,1,25000,2250000,D0,25000,0
1496,2385,2023-07-19,Business,90,1,25000,2250000,D0,25000,0
1523,2434,2023-07-29,Business,90,1,25000,2250000,D0,25000,0
1557,2628,2023-08-31,Business,90,1,25000,2250000,D0,25000,0
1676,3102,2023-10-31,Business,90,1,25000,2250000,D0,25000,0
6,2,2021-01-01,Business,45,0,25000,1012500,D1,22500,10
106,440,2021-04-27,Business,45,0,25000,1012500,D1,22500,10
172,693,2021-07-02,Business,45,0,25000,1012500,D1,22500,10
191,743,2021-07-27,Business,45,0,25000,1012500,D1,22500,10
197,793,2021-07-30,Business,45,0,25000,1012500,D1,22500,10
56,228,2021-02-25,Business,20,0,25000,500000,D0,25000,0
58,250,2021-03-01,Business,20,0,25000,500000,D0,25000,0
127,490,2021-05-11,Business,20,0,25000,500000,D0,25000,0
128,488,2021-05-12,Business,20,0,25000,500000,D0,25000,0
212,822,2021-08-06,Business,20,0,25000,500000,D0,25000,0
215,839,2021-08-17,Business,20,0,25000,500000,D0,25000,0
251,982,2021-09-29,Business,20,0,25000,500000,D0,25000,0
399,1444,2022-01-13,Business,25,0,25000,500000,D2,20000,20
434,1543,2022-01-31,Business,25,0,25000,500000,D2,20000,20
439,1570,2022-02-01,Business,20,0,25000,500000,D0,25000,0
478,228,2022-02-25,Business,20,1,25000,500000,D0,25000,0
481,1643,2022-02-28,Business,20,0,25000,500000,D0,25000,0
484,1666,2022-02-28,Business,20,0,25000,500000,D0,25000,0
487,250,2022-03-01,Business,20,1,25000,500000,D0,25000,0
545,350,2022-04-02,Business,20,1,25000,500000,D0,25000,0
569,355,2022-04-06,Business,20,1,25000,500000,D0,25000,0
591,395,2022-04-19,Business,20,1,25000,500000,D0,25000,0
625,1994,2022-04-29,Business,25,0,25000,500000,D2,20000,20
628,2007,2022-05-02,Business,20,0,25000,500000,D0,25000,0
658,490,2022-05-11,Business,20,1,25000,500000,D0,25000,0
659,488,2022-05-12,Business,20,1,25000,500000,D0,25000,0
674,2117,2022-05-27,Business,20,0,25000,500000,D0,25000,0
724,2239,2022-06-27,Business,20,0,25000,500000,D0,25000,0
781,2285,2022-07-07,Business,25,0,25000,500000,D2,20000,20
871,822,2022-08-06,Business,20,1,25000,500000,D0,25000,0
880,839,2022-08-17,Business,20,1,25000,500000,D0,25000,0
916,2664,2022-09-01,Business,20,0,25000,500000,D0,25000,0
924,2673,2022-09-02,Business,20,0,25000,500000,D0,25000,0
961,982,2022-09-29,Business,20,1,25000,500000,D0,25000,0
1009,2871,2022-10-06,Business,25,0,25000,500000,D2,20000,20
1032,2929,2022-10-19,Business,25,0,25000,500000,D2,20000,20
1068,3085,2022-10-28,Business,25,0,25000,500000,D2,20000,20
1082,1142,2022-10-29,Business,20,1,25000,500000,D0,25000,0
1122,3108,2022-11-03,Business,20,0,25000,500000,D0,25000,0
1204,3351,2022-12-22,Business,20,0,25000,500000,D0,25000,0
1213,3393,2022-12-27,Business,20,0,25000,500000,D0,25000,0
1276,1515,2023-01-31,Business,20,1,25000,500000,D0,25000,0
1282,1570,2023-02-01,Business,20,1,25000,500000,D0,25000,0
1305,1643,2023-02-28,Business,20,1,25000,500000,D0,25000,0
1307,1666,2023-02-28,Business,20,1,25000,500000,D0,25000,0
1332,1808,2023-04-01,Business,20,1,25000,500000,D0,25000,0
1340,1823,2023-04-04,Business,20,1,25000,500000,D0,25000,0
1361,1862,2023-04-08,Business,20,1,25000,500000,D0,25000,0
1365,1860,2023-04-14,Business,20,1,25000,500000,D0,25000,0
1368,1892,2023-04-14,Business,20,1,25000,500000,D0,25000,0
1396,2007,2023-05-02,Business,20,1,25000,500000,D0,25000,0
1419,2117,2023-05-27,Business,20,1,25000,500000,D0,25000,0
1448,2239,2023-06-27,Business,20,1,25000,500000,D0,25000,0
1512,2481,2023-07-26,Business,20,1,25000,500000,D0,25000,0
1515,2473,2023-07-26,Business,20,1,25000,500000,D0,25000,0
1562,2664,2023-09-01,Business,20,1,25000,500000,D0,25000,0
1567,2673,2023-09-02,Business,20,1,25000,500000,D0,25000,0
1598,2743,2023-10-04,Business,20,1,25000,500000,D0,25000,0
1690,3108,2023-11-03,Business,20,1,25000,500000,D0,25000,0
1742,3351,2023-12-22,Business,20,1,25000,500000,D0,25000,0
1750,3393,2023-12-27,Business,20,1,25000,500000,D0,25000,0
11,31,2021-01-04,Business,90,0,25000,2025000,D1,22500,10
29,86,2021-01-22,Business,35,0,25000,787500,D1,22500,10
30,96,2021-01-27,Business,35,0,25000,787500,D1,22500,10
88,377,2021-04-05,Business,35,0,25000,787500,D1,22500,10
168,653,2021-07-01,Business,35,0,25000,787500,D1,22500,10
558,369,2022-04-05,Business,110,1,25000,2750000,D0,25000,0
618,451,2022-04-28,Business,110,1,25000,2750000,D0,25000,0
1258,1445,2023-01-19,Business,110,1,25000,2750000,D0,25000,0
1525,2398,2023-07-29,Business,110,1,25000,2750000,D0,25000,0
1608,2803,2023-10-05,Business,110,1,25000,2750000,D0,25000,0
583,1878,2022-04-12,Business,10,0,25000,200000,D2,20000,20
598,1889,2022-04-22,Business,10,0,25000,200000,D2,20000,20
1092,3153,2022-10-31,Business,10,0,25000,200000,D2,20000,20
1093,3067,2022-10-31,Business,10,0,25000,200000,D2,20000,20
38,123,2021-02-03,Business,40,0,25000,1000000,D0,25000,0
74,295,2021-03-24,Business,40,0,25000,1000000,D0,25000,0
138,513,2021-05-28,Business,40,0,25000,1000000,D0,25000,0
148,556,2021-06-03,Business,40,0,25000,1000000,D0,25000,0
203,803,2021-08-02,Business,40,0,25000,1000000,D0,25000,0
370,1341,2022-01-04,Business,50,0,25000,1000000,D2,20000,20
405,128,2022-01-20,Business,40,1,25000,1000000,D0,25000,0
447,123,2022-02-03,Business,40,1,25000,1000000,D0,25000,0
516,295,2022-03-24,Business,40,1,25000,1000000,D0,25000,0
566,1782,2022-04-05,Business,50,0,25000,1000000,D2,20000,20
676,513,2022-05-28,Business,40,1,25000,1000000,D0,25000,0
700,556,2022-06-03,Business,40,1,25000,1000000,D0,25000,0
714,2192,2022-06-20,Business,40,0,25000,1000000,D0,25000,0
735,684,2022-07-01,Business,40,1,25000,1000000,D0,25000,0
807,2372,2022-07-21,Business,50,0,25000,1000000,D2,20000,20
814,2439,2022-07-22,Business,50,0,25000,1000000,D2,20000,20
831,2486,2022-07-27,Business,50,0,25000,1000000,D2,20000,20
856,803,2022-08-02,Business,40,1,25000,1000000,D0,25000,0
863,2507,2022-08-02,Business,40,0,25000,1000000,D0,25000,0
1019,2915,2022-10-12,Business,50,0,25000,1000000,D2,20000,20
1046,3037,2022-10-25,Business,50,0,25000,1000000,D2,20000,20
1062,3130,2022-10-27,Business,50,0,25000,1000000,D2,20000,20
1064,3038,2022-10-27,Business,50,0,25000,1000000,D2,20000,20
1096,3121,2022-10-31,Business,50,0,25000,1000000,D2,20000,20
1166,3243,2022-11-30,Business,40,0,25000,1000000,D0,25000,0
1168,3293,2022-11-30,Business,40,0,25000,1000000,D0,25000,0
1274,1516,2023-01-28,Business,40,1,25000,1000000,D0,25000,0
1442,2192,2023-06-20,Business,40,1,25000,1000000,D0,25000,0
1472,2288,2023-07-05,Business,40,1,25000,1000000,D0,25000,0
1474,2342,2023-07-06,Business,40,1,25000,1000000,D0,25000,0
1532,2507,2023-08-02,Business,40,1,25000,1000000,D0,25000,0
1642,3064,2023-10-25,Business,40,1,25000,1000000,D0,25000,0
1646,3115,2023-10-26,Business,40,1,25000,1000000,D0,25000,0
1651,3056,2023-10-26,Business,40,1,25000,1000000,D0,25000,0
1720,3293,2023-11-30,Business,40,1,25000,1000000,D0,25000,0
1722,3243,2023-11-30,Business,40,1,25000,1000000,D0,25000,0
1500,2389,2023-07-20,Business,200,1,25000,5000000,D0,25000,0
266,991,2021-10-05,Business,400,0,25000,9000000,D1,22500,10
98,372,2021-04-08,Business,80,0,25000,1800000,D1,22500,10
377,1324,2022-01-05,Business,90,0,25000,1800000,D2,20000,20
400,1450,2022-01-13,Business,90,0,25000,1800000,D2,20000,20
574,1855,2022-04-07,Business,90,0,25000,1800000,D2,20000,20
802,2385,2022-07-19,Business,90,0,25000,1800000,D2,20000,20
842,2434,2022-07-29,Business,90,0,25000,1800000,D2,20000,20
1087,3102,2022-10-31,Business,90,0,25000,1800000,D2,20000,20
761,2291,2022-07-04,Business,130,0,25000,2600000,D2,20000,20
798,2369,2022-07-18,Business,130,0,25000,2600000,D2,20000,20
994,2772,2022-10-05,Business,130,0,25000,2600000,D2,20000,20
2,36,2021-01-01,Business,25,0,25000,562500,D1,22500,10
7,24,2021-01-04,Business,25,0,25000,562500,D1,22500,10
21,63,2021-01-07,Business,25,0,25000,562500,D1,22500,10
187,751,2021-07-26,Business,25,0,25000,562500,D1,22500,10
290,1146,2021-10-29,Business,25,0,25000,562500,D1,22500,10
293,1120,2021-10-29,Business,25,0,25000,562500,D1,22500,10
119,437,2021-05-03,Business,5,0,25000,125000,D0,25000,0
124,494,2021-05-07,Business,5,0,25000,125000,D0,25000,0
231,899,2021-09-02,Business,5,0,25000,125000,D0,25000,0
243,959,2021-09-20,Business,5,0,25000,125000,D0,25000,0
298,1124,2021-11-02,Business,5,0,25000,125000,D0,25000,0
326,1267,2021-12-03,Business,5,0,25000,125000,D0,25000,0
337,1288,2021-12-24,Business,5,0,25000,125000,D0,25000,0
401,75,2022-01-14,Business,5,1,25000,125000,D0,25000,0
475,1656,2022-02-23,Business,5,0,25000,125000,D0,25000,0
631,437,2022-05-03,Business,5,1,25000,125000,D0,25000,0
654,494,2022-05-07,Business,5,1,25000,125000,D0,25000,0
662,2044,2022-05-16,Business,5,0,25000,125000,D0,25000,0
666,2062,2022-05-20,Business,5,0,25000,125000,D0,25000,0
668,2083,2022-05-23,Business,5,0,25000,125000,D0,25000,0
754,676,2022-07-02,Business,5,1,25000,125000,D0,25000,0
793,701,2022-07-13,Business,5,1,25000,125000,D0,25000,0
822,762,2022-07-26,Business,5,1,25000,125000,D0,25000,0
919,899,2022-09-02,Business,5,1,25000,125000,D0,25000,0
948,959,2022-09-20,Business,5,1,25000,125000,D0,25000,0
1080,1127,2022-10-29,Business,5,1,25000,125000,D0,25000,0
1103,1124,2022-11-02,Business,5,1,25000,125000,D0,25000,0
1145,3222,2022-11-22,Business,5,0,25000,125000,D0,25000,0
1180,1267,2022-12-03,Business,5,1,25000,125000,D0,25000,0
1189,3315,2022-12-08,Business,5,0,25000,125000,D0,25000,0
1203,3366,2022-12-22,Business,5,0,25000,125000,D0,25000,0
1207,1288,2022-12-24,Business,5,1,25000,125000,D0,25000,0
1298,1656,2023-02-23,Business,5,1,25000,125000,D0,25000,0
1387,1977,2023-04-27,Business,5,1,25000,125000,D0,25000,0
