leads_id,step_id,starting_ts,start_of_week,ending_ts,end_of_week
1124,3,2021-10-08,2021-10-11,2021-10-11,2021-10-17
1124,3,2021-10-08,2021-10-18,2021-10-11,2021-10-24
1124,4,2021-10-11,2021-10-11,2021-10-18,2021-10-17
1124,4,2021-10-11,2021-10-18,2021-10-18,2021-10-24
1124,4,2021-10-11,2021-10-25,2021-10-18,2021-10-31
1124,5,2021-10-18,2021-10-18,2021-10-21,2021-10-24
1124,5,2021-10-18,2021-10-25,2021-10-21,2021-10-31
1124,6,2021-10-21,2021-10-18,2021-10-27,2021-10-24
1124,6,2021-10-21,2021-10-25,2021-10-27,2021-10-31
1124,6,2021-10-21,2021-11-01,2021-10-27,2021-11-07
1124,7,2021-10-27,2021-10-25,2021-11-02,2021-10-31
1124,7,2021-10-27,2021-11-01,2021-11-02,2021-11-07
1124,7,2021-10-27,2021-11-08,2021-11-02,2021-11-14
1125,0,2021-10-01,2021-09-27,2021-10-01,2021-10-03
1125,0,2021-10-01,2021-10-04,2021-10-01,2021-10-10
1125,1,2021-10-01,2021-09-27,2021-10-05,2021-10-03
1125,1,2021-10-01,2021-10-04,2021-10-05,2021-10-10
1125,1,2021-10-01,2021-10-11,2021-10-05,2021-10-17
1125,2,2021-10-05,2021-10-04,2021-10-07,2021-10-10
1125,2,2021-10-05,2021-10-11,2021-10-07,2021-10-17
1125,3,2021-10-07,2021-10-04,2021-10-08,2021-10-10
1125,3,2021-10-07,2021-10-11,2021-10-08,2021-10-17
1126,0,2021-10-01,2021-09-27,2021-10-01,2021-10-03
1126,0,2021-10-01,2021-10-04,2021-10-01,2021-10-10
1126,1,2021-10-01,2021-09-27,2021-10-08,2021-10-03
1126,1,2021-10-01,2021-10-04,2021-10-08,2021-10-10
1126,1,2021-10-01,2021-10-11,2021-10-08,2021-10-17
1126,2,2021-10-08,2021-10-04,2021-10-11,2021-10-10
1126,2,2021-10-08,2021-10-11,2021-10-11,2021-10-17
1126,2,2021-10-08,2021-10-18,2021-10-11,2021-10-24
1126,3,2021-10-11,2021-10-11,2021-10-12,2021-10-17
1126,3,2021-10-11,2021-10-18,2021-10-12,2021-10-24
1127,0,2021-10-01,2021-09-27,2021-10-01,2021-10-03
1127,0,2021-10-01,2021-10-04,2021-10-01,2021-10-10
1127,1,2021-10-01,2021-09-27,2021-10-08,2021-10-03
1127,1,2021-10-01,2021-10-04,2021-10-08,2021-10-10
1127,1,2021-10-01,2021-10-11,2021-10-08,2021-10-17
1127,2,2021-10-08,2021-10-04,2021-10-11,2021-10-10
1127,2,2021-10-08,2021-10-11,2021-10-11,2021-10-17
1127,2,2021-10-08,2021-10-18,2021-10-11,2021-10-24
1127,3,2021-10-11,2021-10-11,2021-10-12,2021-10-17
1127,3,2021-10-11,2021-10-18,2021-10-12,2021-10-24
1127,4,2021-10-12,2021-10-11,2021-10-15,2021-10-17
1127,4,2021-10-12,2021-10-18,2021-10-15,2021-10-24
1127,5,2021-10-15,2021-10-11,2021-10-19,2021-10-17
1127,5,2021-10-15,2021-10-18,2021-10-19,2021-10-24
1127,5,2021-10-15,2021-10-25,2021-10-19,2021-10-31
1127,6,2021-10-19,2021-10-18,2021-10-25,2021-10-24
1127,6,2021-10-19,2021-10-25,2021-10-25,2021-10-31
1127,6,2021-10-19,2021-11-01,2021-10-25,2021-11-07
1127,7,2021-10-25,2021-10-25,2021-10-29,2021-10-31
1127,7,2021-10-25,2021-11-01,2021-10-29,2021-11-07
1128,0,2021-10-01,2021-09-27,2021-10-01,2021-10-03
1128,0,2021-10-01,2021-10-04,2021-10-01,2021-10-10
1128,1,2021-10-01,2021-09-27,2021-10-08,2021-10-03
1128,1,2021-10-01,2021-10-04,2021-10-08,2021-10-10
1128,1,2021-10-01,2021-10-11,2021-10-08,2021-10-17
1128,2,2021-10-08,2021-10-04,2021-10-11,2021-10-10
1128,2,2021-10-08,2021-10-11,2021-10-11,2021-10-17
1128,2,2021-10-08,2021-10-18,2021-10-11,2021-10-24
1129,0,2021-10-01,2021-09-27,2021-10-01,2021-10-03
1129,0,2021-10-01,2021-10-04,2021-10-01,2021-10-10
1129,1,2021-10-01,2021-09-27,2021-10-08,2021-10-03
1129,1,2021-10-01,2021-10-04,2021-10-08,2021-10-10
1129,1,2021-10-01,2021-10-11,2021-10-08,2021-10-17
1129,2,2021-10-08,2021-10-04,2021-10-11,2021-10-10
1129,2,2021-10-08,2021-10-11,2021-10-11,2021-10-17
1129,2,2021-10-08,2021-10-18,2021-10-11,2021-10-24
1129,3,2021-10-11,2021-10-11,2021-10-13,2021-10-17
1129,3,2021-10-11,2021-10-18,2021-10-13,2021-10-24
1130,0,2021-10-01,2021-09-27,2021-10-01,2021-10-03
1130,0,2021-10-01,2021-10-04,2021-10-01,2021-10-10
1131,0,2021-10-01,2021-09-27,2021-10-01,2021-10-03
1131,0,2021-10-01,2021-10-04,2021-10-01,2021-10-10
1131,1,2021-10-01,2021-09-27,2021-10-08,2021-10-03
1131,1,2021-10-01,2021-10-04,2021-10-08,2021-10-10
1131,1,2021-10-01,2021-10-11,2021-10-08,2021-10-17
1131,2,2021-10-08,2021-10-04,2021-10-11,2021-10-10
1131,2,2021-10-08,2021-10-11,2021-10-11,2021-10-17
1131,2,2021-10-08,2021-10-18,2021-10-11,2021-10-24
1131,3,2021-10-11,2021-10-11,2021-10-12,2021-10-17
1131,3,2021-10-11,2021-10-18,2021-10-12,2021-10-24
1131,4,2021-10-12,2021-10-11,2021-10-18,2021-10-17
1131,4,2021-10-12,2021-10-18,2021-10-18,2021-10-24
1131,4,2021-10-12,2021-10-25,2021-10-18,2021-10-31
1131,5,2021-10-18,2021-10-18,2021-10-21,2021-10-24
1131,5,2021-10-18,2021-10-25,2021-10-21,2021-10-31
1131,6,2021-10-21,2021-10-18,2021-10-29,2021-10-24
1131,6,2021-10-21,2021-10-25,2021-10-29,2021-10-31
1131,6,2021-10-21,2021-11-01,2021-10-29,2021-11-07
1131,7,2021-10-29,2021-10-25,2021-11-05,2021-10-31
1131,7,2021-10-29,2021-11-01,2021-11-05,2021-11-07
1131,7,2021-10-29,2021-11-08,2021-11-05,2021-11-14
1132,0,2021-10-01,2021-09-27,2021-10-01,2021-10-03
1132,0,2021-10-01,2021-10-04,2021-10-01,2021-10-10
1132,1,2021-10-01,2021-09-27,2021-10-05,2021-10-03
1132,1,2021-10-01,2021-10-04,2021-10-05,2021-10-10
1132,1,2021-10-01,2021-10-11,2021-10-05,2021-10-17
1132,2,2021-10-05,2021-10-04,2021-10-08,2021-10-10
1132,2,2021-10-05,2021-10-11,2021-10-08,2021-10-17
1132,3,2021-10-08,2021-10-04,2021-10-11,2021-10-10
1132,3,2021-10-08,2021-10-11,2021-10-11,2021-10-17
1132,3,2021-10-08,2021-10-18,2021-10-11,2021-10-24
1132,4,2021-10-11,2021-10-11,2021-10-18,2021-10-17
1132,4,2021-10-11,2021-10-18,2021-10-18,2021-10-24
1132,4,2021-10-11,2021-10-25,2021-10-18,2021-10-31
1132,5,2021-10-18,2021-10-18,2021-10-20,2021-10-24
1132,5,2021-10-18,2021-10-25,2021-10-20,2021-10-31
1132,6,2021-10-20,2021-10-18,2021-10-26,2021-10-24
1132,6,2021-10-20,2021-10-25,2021-10-26,2021-10-31
1132,6,2021-10-20,2021-11-01,2021-10-26,2021-11-07
1132,7,2021-10-26,2021-10-25,2021-11-02,2021-10-31
1132,7,2021-10-26,2021-11-01,2021-11-02,2021-11-07
1132,7,2021-10-26,2021-11-08,2021-11-02,2021-11-14
1133,0,2021-10-01,2021-09-27,2021-10-01,2021-10-03
1133,0,2021-10-01,2021-10-04,2021-10-01,2021-10-10
1133,1,2021-10-01,2021-09-27,2021-10-05,2021-10-03
1133,1,2021-10-01,2021-10-04,2021-10-05,2021-10-10
1133,1,2021-10-01,2021-10-11,2021-10-05,2021-10-17
1133,2,2021-10-05,2021-10-04,2021-10-06,2021-10-10
1133,2,2021-10-05,2021-10-11,2021-10-06,2021-10-17
1133,3,2021-10-06,2021-10-04,2021-10-08,2021-10-10
1133,3,2021-10-06,2021-10-11,2021-10-08,2021-10-17
1133,4,2021-10-08,2021-10-04,2021-10-15,2021-10-10
1133,4,2021-10-08,2021-10-11,2021-10-15,2021-10-17
1133,4,2021-10-08,2021-10-18,2021-10-15,2021-10-24
1133,5,2021-10-15,2021-10-11,2021-10-19,2021-10-17
1133,5,2021-10-15,2021-10-18,2021-10-19,2021-10-24
1133,5,2021-10-15,2021-10-25,2021-10-19,2021-10-31
1133,6,2021-10-19,2021-10-18,2021-10-25,2021-10-24
1133,6,2021-10-19,2021-10-25,2021-10-25,2021-10-31
1133,6,2021-10-19,2021-11-01,2021-10-25,2021-11-07
1134,0,2021-10-01,2021-09-27,2021-10-01,2021-10-03
1134,0,2021-10-01,2021-10-04,2021-10-01,2021-10-10
1134,1,2021-10-01,2021-09-27,2021-10-08,2021-10-03
1134,1,2021-10-01,2021-10-04,2021-10-08,2021-10-10
1134,1,2021-10-01,2021-10-11,2021-10-08,2021-10-17
1134,2,2021-10-08,2021-10-04,2021-10-11,2021-10-10
1134,2,2021-10-08,2021-10-11,2021-10-11,2021-10-17
1134,2,2021-10-08,2021-10-18,2021-10-11,2021-10-24
1135,0,2021-10-01,2021-09-27,2021-10-01,2021-10-03
1135,0,2021-10-01,2021-10-04,2021-10-01,2021-10-10
1135,1,2021-10-01,2021-09-27,2021-10-08,2021-10-03
1135,1,2021-10-01,2021-10-04,2021-10-08,2021-10-10
1135,1,2021-10-01,2021-10-11,2021-10-08,2021-10-17
1136,0,2021-10-01,2021-09-27,2021-10-01,2021-10-03
1136,0,2021-10-01,2021-10-04,2021-10-01,2021-10-10
1136,1,2021-10-01,2021-09-27,2021-10-07,2021-10-03
1136,1,2021-10-01,2021-10-04,2021-10-07,2021-10-10
1136,1,2021-10-01,2021-10-11,2021-10-07,2021-10-17
1137,0,2021-10-04,2021-10-04,2021-10-04,2021-10-10
1137,0,2021-10-04,2021-10-11,2021-10-04,2021-10-17
1137,1,2021-10-04,2021-10-04,2021-10-11,2021-10-10
1137,1,2021-10-04,2021-10-11,2021-10-11,2021-10-17
1137,1,2021-10-04,2021-10-18,2021-10-11,2021-10-24
1137,2,2021-10-11,2021-10-11,2021-10-13,2021-10-17
1137,2,2021-10-11,2021-10-18,2021-10-13,2021-10-24
1137,3,2021-10-13,2021-10-11,2021-10-14,2021-10-17
1137,3,2021-10-13,2021-10-18,2021-10-14,2021-10-24
1137,4,2021-10-14,2021-10-11,2021-10-20,2021-10-17
1137,4,2021-10-14,2021-10-18,2021-10-20,2021-10-24
1137,4,2021-10-14,2021-10-25,2021-10-20,2021-10-31
1137,5,2021-10-20,2021-10-18,2021-10-21,2021-10-24
1137,5,2021-10-20,2021-10-25,2021-10-21,2021-10-31
1137,6,2021-10-21,2021-10-18,2021-10-28,2021-10-24
1137,6,2021-10-21,2021-10-25,2021-10-28,2021-10-31
1137,6,2021-10-21,2021-11-01,2021-10-28,2021-11-07
1138,0,2021-10-04,2021-10-04,2021-10-04,2021-10-10
1138,0,2021-10-04,2021-10-11,2021-10-04,2021-10-17
1139,0,2021-10-04,2021-10-04,2021-10-04,2021-10-10
1139,0,2021-10-04,2021-10-11,2021-10-04,2021-10-17
1140,0,2021-10-04,2021-10-04,2021-10-04,2021-10-10
1140,0,2021-10-04,2021-10-11,2021-10-04,2021-10-17
1140,1,2021-10-04,2021-10-04,2021-10-11,2021-10-10
1140,1,2021-10-04,2021-10-11,2021-10-11,2021-10-17
1140,1,2021-10-04,2021-10-18,2021-10-11,2021-10-24
1140,2,2021-10-11,2021-10-11,2021-10-12,2021-10-17
1140,2,2021-10-11,2021-10-18,2021-10-12,2021-10-24
1140,3,2021-10-12,2021-10-11,2021-10-15,2021-10-17
1140,3,2021-10-12,2021-10-18,2021-10-15,2021-10-24
1141,0,2021-10-04,2021-10-04,2021-10-04,2021-10-10
1141,0,2021-10-04,2021-10-11,2021-10-04,2021-10-17
1141,1,2021-10-04,2021-10-04,2021-10-11,2021-10-10
1141,1,2021-10-04,2021-10-11,2021-10-11,2021-10-17
1141,1,2021-10-04,2021-10-18,2021-10-11,2021-10-24
1141,2,2021-10-11,2021-10-11,2021-10-13,2021-10-17
1141,2,2021-10-11,2021-10-18,2021-10-13,2021-10-24
1142,0,2021-10-05,2021-10-04,2021-10-05,2021-10-10
1142,0,2021-10-05,2021-10-11,2021-10-05,2021-10-17
1142,1,2021-10-05,2021-10-04,2021-10-11,2021-10-10
1142,1,2021-10-05,2021-10-11,2021-10-11,2021-10-17
1142,1,2021-10-05,2021-10-18,2021-10-11,2021-10-24
1142,2,2021-10-11,2021-10-11,2021-10-12,2021-10-17
1142,2,2021-10-11,2021-10-18,2021-10-12,2021-10-24
1142,3,2021-10-12,2021-10-11,2021-10-14,2021-10-17
1142,3,2021-10-12,2021-10-18,2021-10-14,2021-10-24
1142,4,2021-10-14,2021-10-11,2021-10-20,2021-10-17
1142,4,2021-10-14,2021-10-18,2021-10-20,2021-10-24
1142,4,2021-10-14,2021-10-25,2021-10-20,2021-10-31
1142,5,2021-10-20,2021-10-18,2021-10-22,2021-10-24
1142,5,2021-10-20,2021-10-25,2021-10-22,2021-10-31
1142,6,2021-10-22,2021-10-18,2021-10-26,2021-10-24
1142,6,2021-10-22,2021-10-25,2021-10-26,2021-10-31
1142,6,2021-10-22,2021-11-01,2021-10-26,2021-11-07
1142,7,2021-10-26,2021-10-25,2021-10-29,2021-10-31
1142,7,2021-10-26,2021-11-01,2021-10-29,2021-11-07
1143,0,2021-10-05,2021-10-04,2021-10-05,2021-10-10
1143,0,2021-10-05,2021-10-11,2021-10-05,2021-10-17
1143,1,2021-10-05,2021-10-04,2021-10-11,2021-10-10
1143,1,2021-10-05,2021-10-11,2021-10-11,2021-10-17
1143,1,2021-10-05,2021-10-18,2021-10-11,2021-10-24
1143,2,2021-10-11,2021-10-11,2021-10-12,2021-10-17
1143,2,2021-10-11,2021-10-18,2021-10-12,2021-10-24
1143,3,2021-10-12,2021-10-11,2021-10-15,2021-10-17
1143,3,2021-10-12,2021-10-18,2021-10-15,2021-10-24
1143,4,2021-10-15,2021-10-11,2021-10-21,2021-10-17
1143,4,2021-10-15,2021-10-18,2021-10-21,2021-10-24
1143,4,2021-10-15,2021-10-25,2021-10-21,2021-10-31
1143,5,2021-10-21,2021-10-18,2021-10-22,2021-10-24
1143,5,2021-10-21,2021-10-25,2021-10-22,2021-10-31
1143,6,2021-10-22,2021-10-18,2021-10-28,2021-10-24
1143,6,2021-10-22,2021-10-25,2021-10-28,2021-10-31
1143,6,2021-10-22,2021-11-01,2021-10-28,2021-11-07
1143,7,2021-10-28,2021-10-25,2021-11-01,2021-10-31
1143,7,2021-10-28,2021-11-01,2021-11-01,2021-11-07
1143,7,2021-10-28,2021-11-08,2021-11-01,2021-11-14
1144,0,2021-10-05,2021-10-04,2021-10-05,2021-10-10
1144,0,2021-10-05,2021-10-11,2021-10-05,2021-10-17
1144,1,2021-10-05,2021-10-04,2021-10-11,2021-10-10
1144,1,2021-10-05,2021-10-11,2021-10-11,2021-10-17
1144,1,2021-10-05,2021-10-18,2021-10-11,2021-10-24
1144,2,2021-10-11,2021-10-11,2021-10-12,2021-10-17
1144,2,2021-10-11,2021-10-18,2021-10-12,2021-10-24
1144,3,2021-10-12,2021-10-11,2021-10-14,2021-10-17
1144,3,2021-10-12,2021-10-18,2021-10-14,2021-10-24
1144,4,2021-10-14,2021-10-11,2021-10-21,2021-10-17
1144,4,2021-10-14,2021-10-18,2021-10-21,2021-10-24
1144,4,2021-10-14,2021-10-25,2021-10-21,2021-10-31
1144,5,2021-10-21,2021-10-18,2021-10-22,2021-10-24
1144,5,2021-10-21,2021-10-25,2021-10-22,2021-10-31
1145,0,2021-10-06,2021-10-04,2021-10-06,2021-10-10
1145,0,2021-10-06,2021-10-11,2021-10-06,2021-10-17
1145,1,2021-10-06,2021-10-04,2021-10-11,2021-10-10
1145,1,2021-10-06,2021-10-11,2021-10-11,2021-10-17
1145,1,2021-10-06,2021-10-18,2021-10-11,2021-10-24
1145,2,2021-10-11,2021-10-11,2021-10-12,2021-10-17
1145,2,2021-10-11,2021-10-18,2021-10-12,2021-10-24
1145,3,2021-10-12,2021-10-11,2021-10-14,2021-10-17
1145,3,2021-10-12,2021-10-18,2021-10-14,2021-10-24
1145,4,2021-10-14,2021-10-11,2021-10-18,2021-10-17
1145,4,2021-10-14,2021-10-18,2021-10-18,2021-10-24
1145,4,2021-10-14,2021-10-25,2021-10-18,2021-10-31
1146,0,2021-10-06,2021-10-04,2021-10-06,2021-10-10
1146,0,2021-10-06,2021-10-11,2021-10-06,2021-10-17
1146,1,2021-10-06,2021-10-04,2021-10-13,2021-10-10
1146,1,2021-10-06,2021-10-11,2021-10-13,2021-10-17
1146,1,2021-10-06,2021-10-18,2021-10-13,2021-10-24
1146,2,2021-10-13,2021-10-11,2021-10-14,2021-10-17
1146,2,2021-10-13,2021-10-18,2021-10-14,2021-10-24
1146,3,2021-10-14,2021-10-11,2021-10-15,2021-10-17
1146,3,2021-10-14,2021-10-18,2021-10-15,2021-10-24
1146,4,2021-10-15,2021-10-11,2021-10-19,2021-10-17
1146,4,2021-10-15,2021-10-18,2021-10-19,2021-10-24
1146,4,2021-10-15,2021-10-25,2021-10-19,2021-10-31
1146,5,2021-10-19,2021-10-18,2021-10-20,2021-10-24
1146,5,2021-10-19,2021-10-25,2021-10-20,2021-10-31
1146,6,2021-10-20,2021-10-18,2021-10-25,2021-10-24
1146,6,2021-10-20,2021-10-25,2021-10-25,2021-10-31
1146,6,2021-10-20,2021-11-01,2021-10-25,2021-11-07
1146,7,2021-10-25,2021-10-25,2021-10-29,2021-10-31
1146,7,2021-10-25,2021-11-01,2021-10-29,2021-11-07
1147,0,2021-10-06,2021-10-04,2021-10-06,2021-10-10
1147,0,2021-10-06,2021-10-11,2021-10-06,2021-10-17
1147,1,2021-10-06,2021-10-04,2021-10-12,2021-10-10
1147,1,2021-10-06,2021-10-11,2021-10-12,2021-10-17
1147,1,2021-10-06,2021-10-18,2021-10-12,2021-10-24
1147,2,2021-10-12,2021-10-11,2021-10-15,2021-10-17
1147,2,2021-10-12,2021-10-18,2021-10-15,2021-10-24
1148,0,2021-10-06,2021-10-04,2021-10-06,2021-10-10
1148,0,2021-10-06,2021-10-11,2021-10-06,2021-10-17
1148,1,2021-10-06,2021-10-04,2021-10-13,2021-10-10
1148,1,2021-10-06,2021-10-11,2021-10-13,2021-10-17
1148,1,2021-10-06,2021-10-18,2021-10-13,2021-10-24
1148,2,2021-10-13,2021-10-11,2021-10-14,2021-10-17
1148,2,2021-10-13,2021-10-18,2021-10-14,2021-10-24
1149,0,2021-10-06,2021-10-04,2021-10-06,2021-10-10
1149,0,2021-10-06,2021-10-11,2021-10-06,2021-10-17
1149,1,2021-10-06,2021-10-04,2021-10-11,2021-10-10
1149,1,2021-10-06,2021-10-11,2021-10-11,2021-10-17
1149,1,2021-10-06,2021-10-18,2021-10-11,2021-10-24
1149,2,2021-10-11,2021-10-11,2021-10-13,2021-10-17
1149,2,2021-10-11,2021-10-18,2021-10-13,2021-10-24
1149,3,2021-10-13,2021-10-11,2021-10-15,2021-10-17
1149,3,2021-10-13,2021-10-18,2021-10-15,2021-10-24
1149,4,2021-10-15,2021-10-11,2021-10-20,2021-10-17
1149,4,2021-10-15,2021-10-18,2021-10-20,2021-10-24
1149,4,2021-10-15,2021-10-25,2021-10-20,2021-10-31
1149,5,2021-10-20,2021-10-18,2021-10-22,2021-10-24
1149,5,2021-10-20,2021-10-25,2021-10-22,2021-10-31
1149,6,2021-10-22,2021-10-18,2021-10-26,2021-10-24
1149,6,2021-10-22,2021-10-25,2021-10-26,2021-10-31
1149,6,2021-10-22,2021-11-01,2021-10-26,2021-11-07
1149,7,2021-10-26,2021-10-25,2021-11-03,2021-10-31
1149,7,2021-10-26,2021-11-01,2021-11-03,2021-11-07
1149,7,2021-10-26,2021-11-08,2021-11-03,2021-11-14
1150,0,2021-10-06,2021-10-04,2021-10-06,2021-10-10
1150,0,2021-10-06,2021-10-11,2021-10-06,2021-10-17
1151,0,2021-10-06,2021-10-04,2021-10-06,2021-10-10
1151,0,2021-10-06,2021-10-11,2021-10-06,2021-10-17
1151,1,2021-10-06,2021-10-04,2021-10-11,2021-10-10
1151,1,2021-10-06,2021-10-11,2021-10-11,2021-10-17
1151,1,2021-10-06,2021-10-18,2021-10-11,2021-10-24
1151,2,2021-10-11,2021-10-11,2021-10-13,2021-10-17
1151,2,2021-10-11,2021-10-18,2021-10-13,2021-10-24
1151,3,2021-10-13,2021-10-11,2021-10-14,2021-10-17
1151,3,2021-10-13,2021-10-18,2021-10-14,2021-10-24
1151,4,2021-10-14,2021-10-11,2021-10-19,2021-10-17
1151,4,2021-10-14,2021-10-18,2021-10-19,2021-10-24
1151,4,2021-10-14,2021-10-25,2021-10-19,2021-10-31
1151,5,2021-10-19,2021-10-18,2021-10-21,2021-10-24
1151,5,2021-10-19,2021-10-25,2021-10-21,2021-10-31
1151,6,2021-10-21,2021-10-18,2021-10-26,2021-10-24
1151,6,2021-10-21,2021-10-25,2021-10-26,2021-10-31
1151,6,2021-10-21,2021-11-01,2021-10-26,2021-11-07
1151,7,2021-10-26,2021-10-25,2021-11-01,2021-10-31
1151,7,2021-10-26,2021-11-01,2021-11-01,2021-11-07
1151,7,2021-10-26,2021-11-08,2021-11-01,2021-11-14
1152,0,2021-10-06,2021-10-04,2021-10-06,2021-10-10
1152,0,2021-10-06,2021-10-11,2021-10-06,2021-10-17
1152,1,2021-10-06,2021-10-04,2021-10-11,2021-10-10
1152,1,2021-10-06,2021-10-11,2021-10-11,2021-10-17
1152,1,2021-10-06,2021-10-18,2021-10-11,2021-10-24
1152,2,2021-10-11,2021-10-11,2021-10-12,2021-10-17
1152,2,2021-10-11,2021-10-18,2021-10-12,2021-10-24
1152,3,2021-10-12,2021-10-11,2021-10-13,2021-10-17
1152,3,2021-10-12,2021-10-18,2021-10-13,2021-10-24
1152,4,2021-10-13,2021-10-11,2021-10-18,2021-10-17
1152,4,2021-10-13,2021-10-18,2021-10-18,2021-10-24
1152,4,2021-10-13,2021-10-25,2021-10-18,2021-10-31
1152,5,2021-10-18,2021-10-18,2021-10-20,2021-10-24
1152,5,2021-10-18,2021-10-25,2021-10-20,2021-10-31
1152,6,2021-10-20,2021-10-18,2021-10-28,2021-10-24
1152,6,2021-10-20,2021-10-25,2021-10-28,2021-10-31
1152,6,2021-10-20,2021-11-01,2021-10-28,2021-11-07
1152,7,2021-10-28,2021-10-25,2021-11-03,2021-10-31
1152,7,2021-10-28,2021-11-01,2021-11-03,2021-11-07
1152,7,2021-10-28,2021-11-08,2021-11-03,2021-11-14
1153,0,2021-10-06,2021-10-04,2021-10-06,2021-10-10
1153,0,2021-10-06,2021-10-11,2021-10-06,2021-10-17
1153,1,2021-10-06,2021-10-04,2021-10-12,2021-10-10
1153,1,2021-10-06,2021-10-11,2021-10-12,2021-10-17
1153,1,2021-10-06,2021-10-18,2021-10-12,2021-10-24
1153,2,2021-10-12,2021-10-11,2021-10-14,2021-10-17
1153,2,2021-10-12,2021-10-18,2021-10-14,2021-10-24
1153,3,2021-10-14,2021-10-11,2021-10-15,2021-10-17
1153,3,2021-10-14,2021-10-18,2021-10-15,2021-10-24
1153,4,2021-10-15,2021-10-11,2021-10-20,2021-10-17
1153,4,2021-10-15,2021-10-18,2021-10-20,2021-10-24
1153,4,2021-10-15,2021-10-25,2021-10-20,2021-10-31
1153,5,2021-10-20,2021-10-18,2021-10-22,2021-10-24
1153,5,2021-10-20,2021-10-25,2021-10-22,2021-10-31
1154,0,2021-10-06,2021-10-04,2021-10-06,2021-10-10
1154,0,2021-10-06,2021-10-11,2021-10-06,2021-10-17
1154,1,2021-10-06,2021-10-04,2021-10-11,2021-10-10
1154,1,2021-10-06,2021-10-11,2021-10-11,2021-10-17
1154,1,2021-10-06,2021-10-18,2021-10-11,2021-10-24
1154,2,2021-10-11,2021-10-11,2021-10-12,2021-10-17
1154,2,2021-10-11,2021-10-18,2021-10-12,2021-10-24
1154,3,2021-10-12,2021-10-11,2021-10-13,2021-10-17
1154,3,2021-10-12,2021-10-18,2021-10-13,2021-10-24
1154,4,2021-10-13,2021-10-11,2021-10-15,2021-10-17
1154,4,2021-10-13,2021-10-18,2021-10-15,2021-10-24
1155,0,2021-10-06,2021-10-04,2021-10-06,2021-10-10
1155,0,2021-10-06,2021-10-11,2021-10-06,2021-10-17
1155,1,2021-10-06,2021-10-04,2021-10-11,2021-10-10
1155,1,2021-10-06,2021-10-11,2021-10-11,2021-10-17
1155,1,2021-10-06,2021-10-18,2021-10-11,2021-10-24
1155,2,2021-10-11,2021-10-11,2021-10-12,2021-10-17
1155,2,2021-10-11,2021-10-18,2021-10-12,2021-10-24
1155,3,2021-10-12,2021-10-11,2021-10-13,2021-10-17
1155,3,2021-10-12,2021-10-18,2021-10-13,2021-10-24
1155,4,2021-10-13,2021-10-11,2021-10-18,2021-10-17
1155,4,2021-10-13,2021-10-18,2021-10-18,2021-10-24
1155,4,2021-10-13,2021-10-25,2021-10-18,2021-10-31
1155,5,2021-10-18,2021-10-18,2021-10-22,2021-10-24
1155,5,2021-10-18,2021-10-25,2021-10-22,2021-10-31
1155,6,2021-10-22,2021-10-18,2021-10-28,2021-10-24
1155,6,2021-10-22,2021-10-25,2021-10-28,2021-10-31
1155,6,2021-10-22,2021-11-01,2021-10-28,2021-11-07
1155,7,2021-10-28,2021-10-25,2021-11-01,2021-10-31
1155,7,2021-10-28,2021-11-01,2021-11-01,2021-11-07
1155,7,2021-10-28,2021-11-08,2021-11-01,2021-11-14
1156,0,2021-10-07,2021-10-04,2021-10-07,2021-10-10
1156,0,2021-10-07,2021-10-11,2021-10-07,2021-10-17
1157,0,2021-10-07,2021-10-04,2021-10-07,2021-10-10
1157,0,2021-10-07,2021-10-11,2021-10-07,2021-10-17
1157,1,2021-10-07,2021-10-04,2021-10-11,2021-10-10
1157,1,2021-10-07,2021-10-11,2021-10-11,2021-10-17
1157,1,2021-10-07,2021-10-18,2021-10-11,2021-10-24
1157,2,2021-10-11,2021-10-11,2021-10-12,2021-10-17
1157,2,2021-10-11,2021-10-18,2021-10-12,2021-10-24
1157,3,2021-10-12,2021-10-11,2021-10-14,2021-10-17
1157,3,2021-10-12,2021-10-18,2021-10-14,2021-10-24
1157,4,2021-10-14,2021-10-11,2021-10-21,2021-10-17
1157,4,2021-10-14,2021-10-18,2021-10-21,2021-10-24
1157,4,2021-10-14,2021-10-25,2021-10-21,2021-10-31
1157,5,2021-10-21,2021-10-18,2021-10-25,2021-10-24
1157,5,2021-10-21,2021-10-25,2021-10-25,2021-10-31
1157,5,2021-10-21,2021-11-01,2021-10-25,2021-11-07
1157,6,2021-10-25,2021-10-25,2021-11-01,2021-10-31
1157,6,2021-10-25,2021-11-01,2021-11-01,2021-11-07
1157,6,2021-10-25,2021-11-08,2021-11-01,2021-11-14
1157,7,2021-11-01,2021-11-01,2021-11-08,2021-11-07
1157,7,2021-11-01,2021-11-08,2021-11-08,2021-11-14
1157,7,2021-11-01,2021-11-15,2021-11-08,2021-11-21
1158,0,2021-10-07,2021-10-04,2021-10-07,2021-10-10
1158,0,2021-10-07,2021-10-11,2021-10-07,2021-10-17
1158,1,2021-10-07,2021-10-04,2021-10-11,2021-10-10
1158,1,2021-10-07,2021-10-11,2021-10-11,2021-10-17
1158,1,2021-10-07,2021-10-18,2021-10-11,2021-10-24
1158,2,2021-10-11,2021-10-11,2021-10-13,2021-10-17
1158,2,2021-10-11,2021-10-18,2021-10-13,2021-10-24
1158,3,2021-10-13,2021-10-11,2021-10-15,2021-10-17
