leads_id,funnel_id,stage,stage_id,timestamp,step_id,prev_funnel_id,starting_ts,duration,drop_flag,reason
231,1090,approach_success,104,"2021-02-09 16:25:34",3,1054,"2021-02-08 13:23:29",1.13,0,""
231,1153,discussion_success,105,"2021-02-15 09:00:15",4,1090,"2021-02-09 16:25:34",5.69,0,""
231,1197,offer_sent,106,"2021-02-17 14:10:07",5,1153,"2021-02-15 09:00:15",2.22,0,""
231,1236,quotation_recieved,107,"2021-02-22 09:14:26",6,1197,"2021-02-17 14:10:07",4.79,0,""
231,1363,deal_won,108,"2021-03-02 16:39:04",7,1236,"2021-02-22 09:14:26",8.31,0,""
231,940,leads_registered,101,"2021-02-01 11:49:37",0,,,,0,""
232,1026,leads_qualification,102,"2021-02-05 13:36:46",1,941,"2021-02-01 11:50:23",4.07,0,""
232,1069,initial_communication_success,103,"2021-02-08 17:47:54",2,1026,"2021-02-05 13:36:46",3.17,0,""
232,1113,approach_success,104,"2021-02-10 17:59:52",3,1069,"2021-02-08 17:47:54",2.01,1,"not answered"
232,941,leads_registered,101,"2021-02-01 11:50:23",0,,,,0,""
233,1014,leads_qualification,102,"2021-02-05 10:45:50",1,950,"2021-02-01 16:03:20",3.78,0,""
233,1066,initial_communication_success,103,"2021-02-08 17:00:56",2,1014,"2021-02-05 10:45:50",3.26,0,""
233,1081,approach_success,104,"2021-02-09 11:24:29",3,1066,"2021-02-08 17:00:56",0.77,0,""
233,1152,discussion_success,105,"2021-02-12 17:52:55",4,1081,"2021-02-09 11:24:29",3.27,0,""
233,1178,offer_sent,106,"2021-02-16 11:23:35",5,1152,"2021-02-12 17:52:55",3.73,1,"price not fit"
233,950,leads_registered,101,"2021-02-01 16:03:20",0,,,,0,""
234,956,leads_registered,101,"2021-02-01 17:01:34",0,,,,0,""
235,958,leads_registered,101,"2021-02-01 17:50:44",0,,,,0,""
236,1024,leads_qualification,102,"2021-02-05 13:27:38",1,964,"2021-02-02 09:55:01",3.15,0,""
236,1046,initial_communication_success,103,"2021-02-08 10:55:01",2,1024,"2021-02-05 13:27:38",2.89,0,""
236,1097,approach_success,104,"2021-02-10 11:58:10",3,1046,"2021-02-08 10:55:01",2.04,0,""
236,1156,discussion_success,105,"2021-02-15 09:35:06",4,1097,"2021-02-10 11:58:10",4.9,1,"not answered"
236,964,leads_registered,101,"2021-02-02 09:55:01",0,,,,0,""
237,1030,leads_qualification,102,"2021-02-05 14:53:54",1,966,"2021-02-02 10:40:46",3.18,0,""
237,1063,initial_communication_success,103,"2021-02-08 16:27:49",2,1030,"2021-02-05 14:53:54",3.07,0,""
237,1075,approach_success,104,"2021-02-09 09:38:41",3,1063,"2021-02-08 16:27:49",0.72,0,""
237,1189,discussion_success,105,"2021-02-16 16:42:03",4,1075,"2021-02-09 09:38:41",7.29,1,"not interested"
237,966,leads_registered,101,"2021-02-02 10:40:46",0,,,,0,""
238,1065,leads_qualification,102,"2021-02-08 16:35:25",1,971,"2021-02-02 13:52:41",6.11,0,""
238,1100,initial_communication_success,103,"2021-02-10 14:10:16",2,1065,"2021-02-08 16:35:25",1.9,0,""
238,1132,approach_success,104,"2021-02-12 11:06:22",3,1100,"2021-02-10 14:10:16",1.87,0,""
238,1180,discussion_success,105,"2021-02-16 14:31:24",4,1132,"2021-02-12 11:06:22",4.14,1,"price not fit"
238,971,leads_registered,101,"2021-02-02 13:52:41",0,,,,0,""
239,972,leads_registered,101,"2021-02-02 15:33:02",0,,,,0,""
240,1028,leads_qualification,102,"2021-02-05 13:53:53",1,975,"2021-02-02 16:50:29",2.88,0,""
240,1055,initial_communication_success,103,"2021-02-08 14:02:19",2,1028,"2021-02-05 13:53:53",3.01,0,""
240,1072,approach_success,104,"2021-02-09 09:04:05",3,1055,"2021-02-08 14:02:19",0.79,0,""
240,1127,discussion_success,105,"2021-02-11 17:37:35",4,1072,"2021-02-09 09:04:05",2.36,0,""
240,1166,offer_sent,106,"2021-02-15 12:58:40",5,1127,"2021-02-11 17:37:35",3.81,0,""
240,1222,quotation_recieved,107,"2021-02-19 12:05:58",6,1166,"2021-02-15 12:58:40",3.96,1,"not answered"
240,975,leads_registered,101,"2021-02-02 16:50:29",0,,,,0,""
241,976,leads_registered,101,"2021-02-02 17:36:19",0,,,,0,""
242,1043,leads_qualification,102,"2021-02-08 09:54:27",1,978,"2021-02-03 11:30:58",4.93,0,""
242,1096,initial_communication_success,103,"2021-02-10 11:50:05",2,1043,"2021-02-08 09:54:27",2.08,0,""
242,1116,approach_success,104,"2021-02-11 10:24:03",3,1096,"2021-02-10 11:50:05",0.94,0,""
242,1212,discussion_success,105,"2021-02-18 13:44:28",4,1116,"2021-02-11 10:24:03",7.14,1,"not answered"
242,978,leads_registered,101,"2021-02-03 11:30:58",0,,,,0,""
243,1038,leads_qualification,102,"2021-02-08 09:03:30",1,980,"2021-02-03 11:47:15",4.89,0,""
243,1076,initial_communication_success,103,"2021-02-09 09:41:02",2,1038,"2021-02-08 09:03:30",1.03,0,""
243,1122,approach_success,104,"2021-02-11 12:06:05",3,1076,"2021-02-09 09:41:02",2.1,0,""
243,1221,discussion_success,105,"2021-02-19 11:51:03",4,1122,"2021-02-11 12:06:05",7.99,0,""
243,1240,offer_sent,106,"2021-02-22 10:20:27",5,1221,"2021-02-19 11:51:03",2.94,0,""
243,1349,quotation_recieved,107,"2021-03-02 11:39:25",6,1240,"2021-02-22 10:20:27",8.05,0,""
243,1450,deal_won,108,"2021-03-08 13:10:02",7,1349,"2021-03-02 11:39:25",6.06,0,""
243,980,leads_registered,101,"2021-02-03 11:47:15",0,,,,0,""
244,1102,leads_qualification,102,"2021-02-10 14:26:01",1,983,"2021-02-03 14:36:48",6.99,1,"not selected"
244,983,leads_registered,101,"2021-02-03 14:36:48",0,,,,0,""
245,1074,leads_qualification,102,"2021-02-09 09:06:14",1,987,"2021-02-03 16:18:24",5.7,0,""
245,1121,initial_communication_success,103,"2021-02-11 11:52:24",2,1074,"2021-02-09 09:06:14",2.12,0,""
245,1134,approach_success,104,"2021-02-12 11:10:51",3,1121,"2021-02-11 11:52:24",0.97,0,""
245,1186,discussion_success,105,"2021-02-16 16:14:28",4,1134,"2021-02-12 11:10:51",4.21,0,""
245,1193,offer_sent,106,"2021-02-17 11:33:19",5,1186,"2021-02-16 16:14:28",0.8,0,""
245,1277,quotation_recieved,107,"2021-02-25 10:08:45",6,1193,"2021-02-17 11:33:19",7.94,0,""
245,1373,deal_won,108,"2021-03-03 13:14:28",7,1277,"2021-02-25 10:08:45",6.13,0,""
245,987,leads_registered,101,"2021-02-03 16:18:24",0,,,,0,""
246,1039,leads_qualification,102,"2021-02-08 09:04:24",1,989,"2021-02-03 16:37:05",4.69,1,"not selected"
246,989,leads_registered,101,"2021-02-03 16:37:05",0,,,,0,""
247,1091,leads_qualification,102,"2021-02-09 17:21:21",1,990,"2021-02-03 16:59:26",6.02,0,""
247,1093,initial_communication_success,103,"2021-02-10 09:19:49",2,1091,"2021-02-09 17:21:21",0.67,0,""
247,1138,approach_success,104,"2021-02-12 12:57:57",3,1093,"2021-02-10 09:19:49",2.15,0,""
247,1198,discussion_success,105,"2021-02-17 15:00:17",4,1138,"2021-02-12 12:57:57",5.08,0,""
247,1210,offer_sent,106,"2021-02-18 13:01:06",5,1198,"2021-02-17 15:00:17",0.92,0,""
247,1276,quotation_recieved,107,"2021-02-25 10:04:44",6,1210,"2021-02-18 13:01:06",6.88,0,""
247,1428,deal_won,108,"2021-03-05 17:48:31",7,1276,"2021-02-25 10:04:44",8.32,0,""
247,990,leads_registered,101,"2021-02-03 16:59:26",0,,,,0,""
248,1051,leads_qualification,102,"2021-02-08 11:48:39",1,992,"2021-02-04 09:08:19",4.11,0,""
248,1092,initial_communication_success,103,"2021-02-09 17:43:04",2,1051,"2021-02-08 11:48:39",1.25,0,""
248,1118,approach_success,104,"2021-02-11 11:08:35",3,1092,"2021-02-09 17:43:04",1.73,0,""
248,1168,discussion_success,105,"2021-02-15 15:21:30",4,1118,"2021-02-11 11:08:35",4.18,1,"price not fit"
248,992,leads_registered,101,"2021-02-04 09:08:19",0,,,,0,""
249,1083,leads_qualification,102,"2021-02-09 13:20:50",1,994,"2021-02-04 09:26:09",5.16,0,""
249,1094,initial_communication_success,103,"2021-02-10 09:46:24",2,1083,"2021-02-09 13:20:50",0.85,0,""
249,1143,approach_success,104,"2021-02-12 14:59:35",3,1094,"2021-02-10 09:46:24",2.22,0,""
249,1174,discussion_success,105,"2021-02-16 09:06:45",4,1143,"2021-02-12 14:59:35",3.75,1,"price not fit"
249,994,leads_registered,101,"2021-02-04 09:26:09",0,,,,0,""
250,1049,leads_qualification,102,"2021-02-08 11:07:02",1,998,"2021-02-04 12:45:15",3.93,0,""
250,1089,initial_communication_success,103,"2021-02-09 16:24:09",2,1049,"2021-02-08 11:07:02",1.22,0,""
250,1120,approach_success,104,"2021-02-11 11:41:06",3,1089,"2021-02-09 16:24:09",1.8,0,""
250,1208,discussion_success,105,"2021-02-18 11:19:27",4,1120,"2021-02-11 11:41:06",6.98,0,""
250,1227,offer_sent,106,"2021-02-19 15:34:21",5,1208,"2021-02-18 11:19:27",1.18,0,""
250,1266,quotation_recieved,107,"2021-02-23 17:41:32",6,1227,"2021-02-19 15:34:21",4.09,0,""
250,1340,deal_won,108,"2021-03-01 17:39:52",7,1266,"2021-02-23 17:41:32",6.0,0,""
250,998,leads_registered,101,"2021-02-04 12:45:15",0,,,,0,""
251,1071,leads_qualification,102,"2021-02-08 17:51:32",1,999,"2021-02-04 12:49:06",4.21,0,""
251,1106,initial_communication_success,103,"2021-02-10 16:30:39",2,1071,"2021-02-08 17:51:32",1.94,0,""
251,1119,approach_success,104,"2021-02-11 11:21:18",3,1106,"2021-02-10 16:30:39",0.79,0,""
251,1225,discussion_success,105,"2021-02-19 13:53:57",4,1119,"2021-02-11 11:21:18",8.11,0,""
251,1235,offer_sent,106,"2021-02-22 09:06:15",5,1225,"2021-02-19 13:53:57",2.8,0,""
251,1387,quotation_recieved,107,"2021-03-04 09:12:34",6,1235,"2021-02-22 09:06:15",10.0,0,""
251,1567,deal_won,108,"2021-03-12 12:36:51",7,1387,"2021-03-04 09:12:34",8.14,0,""
251,999,leads_registered,101,"2021-02-04 12:49:06",0,,,,0,""
252,1002,leads_registered,101,"2021-02-04 16:10:24",0,,,,0,""
252,1067,leads_qualification,102,"2021-02-08 17:12:54",1,1002,"2021-02-04 16:10:24",4.04,0,""
252,1125,initial_communication_success,103,"2021-02-11 16:22:38",2,1067,"2021-02-08 17:12:54",2.97,0,""
252,1136,approach_success,104,"2021-02-12 11:35:24",3,1125,"2021-02-11 16:22:38",0.8,0,""
252,1218,discussion_success,105,"2021-02-19 10:10:09",4,1136,"2021-02-12 11:35:24",6.94,0,""
252,1255,offer_sent,106,"2021-02-23 10:34:49",5,1218,"2021-02-19 10:10:09",4.02,0,""
252,1320,quotation_recieved,107,"2021-03-01 10:56:59",6,1255,"2021-02-23 10:34:49",6.02,1,"price not fit"
253,1003,leads_registered,101,"2021-02-04 16:21:47",0,,,,0,""
254,1004,leads_registered,101,"2021-02-04 16:46:48",0,,,,0,""
254,1047,leads_qualification,102,"2021-02-08 10:55:28",1,1004,"2021-02-04 16:46:48",3.76,0,""
254,1104,initial_communication_success,103,"2021-02-10 15:53:39",2,1047,"2021-02-08 10:55:28",2.21,0,""
254,1139,approach_success,104,"2021-02-12 12:59:44",3,1104,"2021-02-10 15:53:39",1.88,0,""
254,1214,discussion_success,105,"2021-02-18 17:07:57",4,1139,"2021-02-12 12:59:44",6.17,0,""
254,1230,offer_sent,106,"2021-02-19 16:17:56",5,1214,"2021-02-18 17:07:57",0.97,1,"not answered"
255,1011,leads_registered,101,"2021-02-05 10:27:52",0,,,,0,""
255,1064,leads_qualification,102,"2021-02-08 16:29:37",1,1011,"2021-02-05 10:27:52",3.25,0,""
255,1080,initial_communication_success,103,"2021-02-09 10:36:01",2,1064,"2021-02-08 16:29:37",0.75,0,""
255,1111,approach_success,104,"2021-02-10 17:44:41",3,1080,"2021-02-09 10:36:01",1.3,1,"not interested"
256,1013,leads_registered,101,"2021-02-05 10:40:32",0,,,,0,""
256,1140,leads_qualification,102,"2021-02-12 13:25:13",1,1013,"2021-02-05 10:40:32",7.11,0,""
256,1161,initial_communication_success,103,"2021-02-15 11:31:23",2,1140,"2021-02-12 13:25:13",2.92,0,""
256,1184,approach_success,104,"2021-02-16 16:04:18",3,1161,"2021-02-15 11:31:23",1.19,0,""
256,1241,discussion_success,105,"2021-02-22 11:35:19",4,1184,"2021-02-16 16:04:18",5.81,0,""
256,1287,offer_sent,106,"2021-02-25 17:03:01",5,1241,"2021-02-22 11:35:19",3.23,0,""
256,1372,quotation_recieved,107,"2021-03-03 10:40:55",6,1287,"2021-02-25 17:03:01",5.73,0,""
256,1575,deal_won,108,"2021-03-12 15:17:41",7,1372,"2021-03-03 10:40:55",9.19,0,""
257,1016,leads_registered,101,"2021-02-05 11:12:36",0,,,,0,""
257,1099,leads_qualification,102,"2021-02-10 13:38:15",1,1016,"2021-02-05 11:12:36",5.1,0,""
257,1131,initial_communication_success,103,"2021-02-12 10:58:37",2,1099,"2021-02-10 13:38:15",1.89,1,"not answered"
258,1018,leads_registered,101,"2021-02-05 11:42:34",0,,,,0,""
258,1087,leads_qualification,102,"2021-02-09 15:17:15",1,1018,"2021-02-05 11:42:34",4.15,0,""
258,1109,initial_communication_success,103,"2021-02-10 16:57:56",2,1087,"2021-02-09 15:17:15",1.07,0,""
258,1135,approach_success,104,"2021-02-12 11:14:16",3,1109,"2021-02-10 16:57:56",1.76,0,""
258,1185,discussion_success,105,"2021-02-16 16:05:50",4,1135,"2021-02-12 11:14:16",4.2,0,""
258,1202,offer_sent,106,"2021-02-17 17:52:36",5,1185,"2021-02-16 16:05:50",1.07,1,"price not fit"
259,1033,leads_registered,101,"2021-02-05 16:28:07",0,,,,0,""
259,1098,leads_qualification,102,"2021-02-10 13:24:24",1,1033,"2021-02-05 16:28:07",4.87,0,""
259,1148,initial_communication_success,103,"2021-02-12 16:47:04",2,1098,"2021-02-10 13:24:24",2.14,0,""
259,1165,approach_success,104,"2021-02-15 12:36:09",3,1148,"2021-02-12 16:47:04",2.83,0,""
259,1226,discussion_success,105,"2021-02-19 14:30:24",4,1165,"2021-02-15 12:36:09",4.08,0,""
259,1242,offer_sent,106,"2021-02-22 12:42:38",5,1226,"2021-02-19 14:30:24",2.93,0,""
259,1289,quotation_recieved,107,"2021-02-26 09:05:58",6,1242,"2021-02-22 12:42:38",3.85,0,""
259,1396,deal_won,108,"2021-03-04 17:53:09",7,1289,"2021-02-26 09:05:58",6.37,0,""
260,1035,leads_registered,101,"2021-02-05 17:01:12",0,,,,0,""
261,1042,leads_registered,101,"2021-02-08 09:39:03",0,,,,0,""
261,1126,leads_qualification,102,"2021-02-11 17:02:39",1,1042,"2021-02-08 09:39:03",3.31,0,""
261,1137,initial_communication_success,103,"2021-02-12 12:44:55",2,1126,"2021-02-11 17:02:39",0.82,0,""
261,1164,approach_success,104,"2021-02-15 12:07:42",3,1137,"2021-02-12 12:44:55",2.97,1,"already use other products"
262,1056,leads_registered,101,"2021-02-08 14:25:53",0,,,,0,""
262,1157,leads_qualification,102,"2021-02-15 10:08:59",1,1056,"2021-02-08 14:25:53",6.82,0,""
262,1203,initial_communication_success,103,"2021-02-17 17:55:52",2,1157,"2021-02-15 10:08:59",2.32,0,""
262,1206,approach_success,104,"2021-02-18 11:02:12",3,1203,"2021-02-17 17:55:52",0.71,0,""
262,1246,discussion_success,105,"2021-02-22 16:05:34",4,1206,"2021-02-18 11:02:12",4.21,1,"price not fit"
263,1073,leads_registered,101,"2021-02-09 09:04:20",0,,,,0,""
263,1150,leads_qualification,102,"2021-02-12 17:25:51",1,1073,"2021-02-09 09:04:20",3.35,1,"not selected"
264,1079,leads_registered,101,"2021-02-09 10:33:15",0,,,,0,""
264,1159,leads_qualification,102,"2021-02-15 10:28:46",1,1079,"2021-02-09 10:33:15",6.0,0,""
264,1191,initial_communication_success,103,"2021-02-17 10:51:34",2,1159,"2021-02-15 10:28:46",2.02,0,""
264,1204,approach_success,104,"2021-02-18 09:27:51",3,1191,"2021-02-17 10:51:34",0.94,1,"not answered"
265,1085,leads_registered,101,"2021-02-09 15:02:34",0,,,,0,""
265,1147,leads_qualification,102,"2021-02-12 16:47:01",1,1085,"2021-02-09 15:02:34",3.07,0,""
265,1167,initial_communication_success,103,"2021-02-15 13:00:05",2,1147,"2021-02-12 16:47:01",2.84,0,""
265,1201,approach_success,104,"2021-02-17 16:43:47",3,1167,"2021-02-15 13:00:05",2.16,0,""
265,1234,discussion_success,105,"2021-02-19 17:58:13",4,1201,"2021-02-17 16:43:47",2.05,0,""
265,1264,offer_sent,106,"2021-02-23 17:22:22",5,1234,"2021-02-19 17:58:13",3.98,0,""
265,1300,quotation_recieved,107,"2021-02-26 10:48:20",6,1264,"2021-02-23 17:22:22",2.73,1,"price not fit"
266,1086,leads_registered,101,"2021-02-09 15:14:14",0,,,,0,""
266,1151,leads_qualification,102,"2021-02-12 17:48:13",1,1086,"2021-02-09 15:14:14",3.11,0,""
266,1163,initial_communication_success,103,"2021-02-15 11:48:21",2,1151,"2021-02-12 17:48:13",2.75,0,""
266,1182,approach_success,104,"2021-02-16 15:31:14",3,1163,"2021-02-15 11:48:21",1.15,0,""
266,1259,discussion_success,105,"2021-02-23 14:49:03",4,1182,"2021-02-16 15:31:14",6.97,0,""
266,1282,offer_sent,106,"2021-02-25 13:10:53",5,1259,"2021-02-23 14:49:03",1.93,1,"not answered"
267,1103,leads_registered,101,"2021-02-10 15:38:37",0,,,,0,""
267,1194,leads_qualification,102,"2021-02-17 12:14:14",1,1103,"2021-02-10 15:38:37",6.86,0,""
267,1223,initial_communication_success,103,"2021-02-19 12:22:25",2,1194,"2021-02-17 12:14:14",2.01,1,"not answered"
268,1114,leads_registered,101,"2021-02-11 09:10:27",0,,,,0,""
269,1115,leads_registered,101,"2021-02-11 09:25:28",0,,,,0,""
269,1162,leads_qualification,102,"2021-02-15 11:40:51",1,1115,"2021-02-11 09:25:28",4.09,0,""
269,1195,initial_communication_success,103,"2021-02-17 12:16:07",2,1162,"2021-02-15 11:40:51",2.02,0,""
269,1211,approach_success,104,"2021-02-18 13:20:03",3,1195,"2021-02-17 12:16:07",1.04,0,""
269,1249,discussion_success,105,"2021-02-23 09:09:04",4,1211,"2021-02-18 13:20:03",4.83,0,""
269,1270,offer_sent,106,"2021-02-24 10:41:04",5,1249,"2021-02-23 09:09:04",1.06,0,""
269,1337,quotation_recieved,107,"2021-03-01 16:38:03",6,1270,"2021-02-24 10:41:04",5.25,0,""
269,1398,deal_won,108,"2021-03-05 09:14:12",7,1337,"2021-03-01 16:38:03",3.69,0,""
270,1129,leads_registered,101,"2021-02-12 09:30:30",0,,,,0,""
270,1173,leads_qualification,102,"2021-02-15 17:58:18",1,1129,"2021-02-12 09:30:30",3.35,0,""
270,1187,initial_communication_success,103,"2021-02-16 16:27:07",2,1173,"2021-02-15 17:58:18",0.94,0,""
270,1199,approach_success,104,"2021-02-17 15:20:06",3,1187,"2021-02-16 16:27:07",0.95,0,""
270,1238,discussion_success,105,"2021-02-22 09:28:39",4,1199,"2021-02-17 15:20:06",4.76,0,""
270,1263,offer_sent,106,"2021-02-23 17:21:57",5,1238,"2021-02-22 09:28:39",1.33,0,""
270,1381,quotation_recieved,107,"2021-03-03 16:56:31",6,1263,"2021-02-23 17:21:57",7.98,0,""
270,1466,deal_won,108,"2021-03-08 17:03:51",7,1381,"2021-03-03 16:56:31",5.01,0,""
271,1130,leads_registered,101,"2021-02-12 10:16:58",0,,,,0,""
272,1170,leads_registered,101,"2021-02-15 17:22:38",0,,,,0,""
272,1205,leads_qualification,102,"2021-02-18 09:50:25",1,1170,"2021-02-15 17:22:38",2.69,0,""
272,1229,initial_communication_success,103,"2021-02-19 16:12:08",2,1205,"2021-02-18 09:50:25",1.27,0,""
272,1239,approach_success,104,"2021-02-22 09:40:12",3,1229,"2021-02-19 16:12:08",2.73,0,""
272,1288,discussion_success,105,"2021-02-26 09:01:06",4,1239,"2021-02-22 09:40:12",3.97,0,""
272,1346,offer_sent,106,"2021-03-02 09:56:19",5,1288,"2021-02-26 09:01:06",4.04,0,""
272,1434,quotation_recieved,107,"2021-03-08 10:23:39",6,1346,"2021-03-02 09:56:19",6.02,0,""
272,1528,deal_won,108,"2021-03-11 09:05:50",7,1434,"2021-03-08 10:23:39",2.95,0,""
273,1175,leads_registered,101,"2021-02-16 09:58:19",0,,,,0,""
273,1260,leads_qualification,102,"2021-02-23 15:08:39",1,1175,"2021-02-16 09:58:19",7.22,0,""
273,1285,initial_communication_success,103,"2021-02-25 16:35:26",2,1260,"2021-02-23 15:08:39",2.06,0,""
273,1306,approach_success,104,"2021-02-26 12:57:27",3,1285,"2021-02-25 16:35:26",0.85,0,""
273,1437,discussion_success,105,"2021-03-08 10:42:11",4,1306,"2021-02-26 12:57:27",9.91,0,""
273,1479,offer_sent,106,"2021-03-09 09:58:05",5,1437,"2021-03-08 10:42:11",0.97,0,""
273,1623,quotation_recieved,107,"2021-03-16 09:01:24",6,1479,"2021-03-09 09:58:05",6.96,0,""
273,1750,deal_won,108,"2021-03-24 09:13:47",7,1623,"2021-03-16 09:01:24",8.01,0,""
274,1177,leads_registered,101,"2021-02-16 10:11:24",0,,,,0,""
275,1181,leads_registered,101,"2021-02-16 14:50:33",0,,,,0,""
275,1262,leads_qualification,102,"2021-02-23 16:47:38",1,1181,"2021-02-16 14:50:33",7.08,0,""
275,1309,initial_communication_success,103,"2021-02-26 15:14:55",2,1262,"2021-02-23 16:47:38",2.94,0,""
275,1327,approach_success,104,"2021-03-01 13:21:52",3,1309,"2021-02-26 15:14:55",2.92,1,"not interested"
276,1196,leads_registered,101,"2021-02-17 12:51:59",0,,,,0,""
276,1244,leads_qualification,102,"2021-02-22 14:27:23",1,1196,"2021-02-17 12:51:59",5.07,0,""
276,1256,initial_communication_success,103,"2021-02-23 13:23:01",2,1244,"2021-02-22 14:27:23",0.96,1,"not answered"
277,1209,leads_registered,101,"2021-02-18 11:23:06",0,,,,0,""
277,1250,leads_qualification,102,"2021-02-23 09:22:54",1,1209,"2021-02-18 11:23:06",4.92,0,""
277,1286,initial_communication_success,103,"2021-02-25 16:47:55",2,1250,"2021-02-23 09:22:54",2.31,0,""
277,1308,approach_success,104,"2021-02-26 14:31:14",3,1286,"2021-02-25 16:47:55",0.91,1,"already use other products"
278,1213,leads_registered,101,"2021-02-18 16:54:22",0,,,,0,""
278,1281,leads_qualification,102,"2021-02-25 11:02:52",1,1213,"2021-02-18 16:54:22",6.76,1,"not selected"
279,1216,leads_registered,101,"2021-02-19 09:04:34",0,,,,0,""
279,1294,leads_qualification,102,"2021-02-26 09:41:31",1,1216,"2021-02-19 09:04:34",7.03,0,""
279,1319,initial_communication_success,103,"2021-03-01 10:49:48",2,1294,"2021-02-26 09:41:31",3.05,0,""
279,1368,approach_success,104,"2021-03-02 17:59:29",3,1319,"2021-03-01 10:49:48",1.3,0,""
279,1520,discussion_success,105,"2021-03-10 11:00:20",4,1368,"2021-03-02 17:59:29",7.71,1,"not answered"
280,1217,leads_registered,101,"2021-02-19 09:20:52",0,,,,0,""
280,1269,leads_qualification,102,"2021-02-24 09:34:55",1,1217,"2021-02-19 09:20:52",5.01,0,""
280,1296,initial_communication_success,103,"2021-02-26 10:05:28",2,1269,"2021-02-24 09:34:55",2.02,0,""
280,1324,approach_success,104,"2021-03-01 11:44:54",3,1296,"2021-02-26 10:05:28",3.07,0,""
280,1421,discussion_success,105,"2021-03-05 15:18:24",4,1324,"2021-03-01 11:44:54",4.15,1,"not answered"
281,1224,leads_registered,101,"2021-02-19 12:43:51",0,,,,0,""
281,1273,leads_qualification,102,"2021-02-24 15:52:04",1,1224,"2021-02-19 12:43:51",5.13,0,""
281,1298,initial_communication_success,103,"2021-02-26 10:19:46",2,1273,"2021-02-24 15:52:04",1.77,0,""
281,1321,approach_success,104,"2021-03-01 11:02:03",3,1298,"2021-02-26 10:19:46",3.03,0,""
281,1485,discussion_success,105,"2021-03-09 11:59:47",4,1321,"2021-03-01 11:02:03",8.04,0,""
281,1534,offer_sent,106,"2021-03-11 10:05:46",5,1485,"2021-03-09 11:59:47",1.92,0,""
281,1667,quotation_recieved,107,"2021-03-18 11:43:52",6,1534,"2021-03-11 10:05:46",7.07,0,""
281,1719,deal_won,108,"2021-03-22 14:31:06",7,1667,"2021-03-18 11:43:52",4.12,0,""
282,1232,leads_registered,101,"2021-02-19 17:44:06",0,,,,0,""
282,1292,leads_qualification,102,"2021-02-26 09:19:37",1,1232,"2021-02-19 17:44:06",6.65,0,""
282,1316,initial_communication_success,103,"2021-03-01 09:37:35",2,1292,"2021-02-26 09:19:37",3.01,0,""
282,1347,approach_success,104,"2021-03-02 10:55:50",3,1316,"2021-03-01 09:37:35",1.05,1,"not interested"
283,1237,leads_registered,101,"2021-02-22 09:24:43",0,,,,0,""
283,1302,leads_qualification,102,"2021-02-26 11:41:03",1,1237,"2021-02-22 09:24:43",4.09,0,""
283,1326,initial_communication_success,103,"2021-03-01 13:05:46",2,1302,"2021-02-26 11:41:03",3.06,0,""
283,1358,approach_success,104,"2021-03-02 15:28:00",3,1326,"2021-03-01 13:05:46",1.1,1,"already use other products"
284,1243,leads_registered,101,"2021-02-22 12:51:34",0,,,,0,""
285,1245,leads_registered,101,"2021-02-22 16:00:20",0,,,,0,""
285,1313,leads_qualification,102,"2021-02-26 16:16:26",1,1245,"2021-02-22 16:00:20",4.01,0,""
285,1325,initial_communication_success,103,"2021-03-01 12:52:05",2,1313,"2021-02-26 16:16:26",2.86,0,""
285,1348,approach_success,104,"2021-03-02 11:29:00",3,1325,"2021-03-01 12:52:05",0.94,1,"not interested"
286,1247,leads_registered,101,"2021-02-22 16:51:18",0,,,,0,""
286,1303,leads_qualification,102,"2021-02-26 11:51:23",1,1247,"2021-02-22 16:51:18",3.79,0,""
286,1332,initial_communication_success,103,"2021-03-01 16:05:47",2,1303,"2021-02-26 11:51:23",3.18,0,""
286,1361,approach_success,104,"2021-03-02 16:22:01",3,1332,"2021-03-01 16:05:47",1.01,0,""
286,1529,discussion_success,105,"2021-03-11 09:13:47",4,1361,"2021-03-02 16:22:01",8.7,0,""
286,1558,offer_sent,106,"2021-03-12 09:19:15",5,1529,"2021-03-11 09:13:47",1.0,0,""
286,1733,quotation_recieved,107,"2021-03-23 10:25:51",6,1558,"2021-03-12 09:19:15",11.05,0,""
286,1914,deal_won,108,"2021-04-02 13:06:31",7,1733,"2021-03-23 10:25:51",10.11,0,""
287,1251,leads_registered,101,"2021-02-23 09:23:03",0,,,,0,""
287,1365,leads_qualification,102,"2021-03-02 17:21:36",1,1251,"2021-02-23 09:23:03",7.33,0,""
287,1402,initial_communication_success,103,"2021-03-05 09:41:03",2,1365,"2021-03-02 17:21:36",2.68,0,""
287,1457,approach_success,104,"2021-03-08 14:48:02",3,1402,"2021-03-05 09:41:03",3.21,1,"not interested"
288,1252,leads_registered,101,"2021-02-23 09:54:39",0,,,,0,""
288,1336,leads_qualification,102,"2021-03-01 16:20:15",1,1252,"2021-02-23 09:54:39",6.27,0,""
288,1357,initial_communication_success,103,"2021-03-02 15:16:21",2,1336,"2021-03-01 16:20:15",0.96,0,""
288,1386,approach_success,104,"2021-03-04 09:08:22",3,1357,"2021-03-02 15:16:21",1.74,0,""
288,1513,discussion_success,105,"2021-03-10 09:24:33",4,1386,"2021-03-04 09:08:22",6.01,0,""
288,1537,offer_sent,106,"2021-03-11 10:54:41",5,1513,"2021-03-10 09:24:33",1.06,0,""
