leads_id,ga_id,Page_Name,page_ts,seq_id,time_spent,form_page,info_page
545,1892,/home,"2021-04-30 15:37:30",1,30.0,0,0
545,1893,/features,"2021-04-30 15:38:00",2,22.0,0,1
545,1894,/portofolio,"2021-04-30 15:38:22",3,29.0,0,1
545,1895,/form/demo,"2021-04-30 15:38:51",4,,1,0
546,1896,/features,"2021-04-30 16:07:24",1,49.0,0,1
546,1897,/studycase,"2021-04-30 16:08:13",2,29.0,0,1
546,1898,/form/set-a-meeting,"2021-04-30 16:08:42",3,14.0,1,0
546,1899,/form/demo,"2021-04-30 16:08:56",4,,1,0
547,1900,/portofolio,"2021-04-30 16:53:29",1,41.0,0,1
547,1901,/testimonials,"2021-04-30 16:54:10",2,30.0,0,1
547,1902,/studycase,"2021-04-30 16:54:40",3,20.0,0,1
547,1903,/portofolio,"2021-04-30 16:55:00",4,25.0,0,1
547,1904,/form/publications,"2021-04-30 16:55:25",5,20.0,1,0
547,1905,/form/brochure,"2021-04-30 16:55:45",6,,1,0
548,1906,/portofolio,"2021-04-30 17:10:57",1,45.0,0,1
548,1907,/studycase,"2021-04-30 17:11:42",2,23.0,0,1
548,1908,/form/demo,"2021-04-30 17:12:05",3,,1,0
549,1909,/features,"2021-04-30 17:25:03",1,43.0,0,1
549,1910,/form/demo,"2021-04-30 17:25:46",2,,1,0
550,1911,/form/brochure,"2021-04-30 17:48:20",1,,1,0
551,1912,/studycase,"2021-05-03 09:31:36",1,49.0,0,1
551,1913,/home,"2021-05-03 09:32:25",2,11.0,0,0
551,1914,/testimonials,"2021-05-03 09:32:36",3,27.0,0,1
551,1915,/form/set-a-meeting,"2021-05-03 09:33:03",4,,1,0
552,1916,/form/brochure,"2021-05-03 14:24:01",1,,1,0
553,1917,/features,"2021-05-03 14:57:48",1,50.0,0,1
553,1918,/portofolio,"2021-05-03 14:58:38",2,26.0,0,1
553,1919,/studycase,"2021-05-03 14:59:04",3,28.0,0,1
553,1920,/form/brochure,"2021-05-03 14:59:32",4,,1,0
554,1921,/home,"2021-05-03 15:16:22",1,33.0,0,0
554,1922,/studycase,"2021-05-03 15:16:55",2,21.0,0,1
554,1923,/portofolio,"2021-05-03 15:17:16",3,24.0,0,1
554,1924,/features,"2021-05-03 15:17:40",4,25.0,0,1
554,1925,/studycase,"2021-05-03 15:18:05",5,23.0,0,1
554,1926,/form/demo,"2021-05-03 15:18:28",6,,1,0
555,1927,/features,"2021-05-03 16:10:34",1,46.0,0,1
555,1928,/form/set-a-meeting,"2021-05-03 16:11:20",2,16.0,1,0
555,1929,/testimonials,"2021-05-03 16:11:36",3,29.0,0,1
555,1930,/features,"2021-05-03 16:12:05",4,23.0,0,1
555,1931,/form/brochure,"2021-05-03 16:12:28",5,,1,0
556,1932,/features,"2021-05-03 16:16:37",1,40.0,0,1
556,1933,/portofolio,"2021-05-03 16:17:17",2,24.0,0,1
556,1934,/form/demo,"2021-05-03 16:17:41",3,,1,0
557,1935,/studycase,"2021-05-03 16:54:20",1,48.0,0,1
557,1936,/form/brochure,"2021-05-03 16:55:08",2,,1,0
558,1937,/testimonials,"2021-05-03 17:09:23",1,43.0,0,1
558,1938,/portofolio,"2021-05-03 17:10:06",2,26.0,0,1
558,1939,/studycase,"2021-05-03 17:10:32",3,20.0,0,1
558,1940,/form/demo,"2021-05-03 17:10:52",4,13.0,1,0
558,1941,/testimonials,"2021-05-03 17:11:05",5,30.0,0,1
558,1942,/form/demo,"2021-05-03 17:11:35",6,,1,0
559,1944,/features,"2021-05-03 17:50:00",1,46.0,0,1
559,1946,/testimonials,"2021-05-03 17:50:46",2,25.0,0,1
559,1948,/form/brochure,"2021-05-03 17:51:11",3,,1,0
560,1943,/features,"2021-05-03 17:49:58",1,46.0,0,1
560,1945,/studycase,"2021-05-03 17:50:44",2,21.0,0,1
560,1947,/features,"2021-05-03 17:51:05",3,24.0,0,1
560,1949,/portofolio,"2021-05-03 17:51:29",4,26.0,0,1
560,1950,/home,"2021-05-03 17:51:55",5,17.0,0,0
560,1951,/form/set-a-meeting,"2021-05-03 17:52:12",6,,1,0
561,1952,/features,"2021-05-04 10:49:15",1,41.0,0,1
561,1953,/form/demo,"2021-05-04 10:49:56",2,19.0,1,0
561,1954,/form/brochure,"2021-05-04 10:50:15",3,,1,0
562,1955,/home,"2021-05-04 11:33:48",1,31.0,0,0
562,1956,/testimonials,"2021-05-04 11:34:19",2,23.0,0,1
562,1957,/form/brochure,"2021-05-04 11:34:42",3,,1,0
563,1958,/home,"2021-05-04 12:42:12",1,33.0,0,0
563,1959,/features,"2021-05-04 12:42:45",2,25.0,0,1
563,1960,/studycase,"2021-05-04 12:43:10",3,22.0,0,1
563,1961,/form/demo,"2021-05-04 12:43:32",4,,1,0
564,1962,/features,"2021-05-04 13:22:25",1,40.0,0,1
564,1963,/studycase,"2021-05-04 13:23:05",2,25.0,0,1
564,1964,/portofolio,"2021-05-04 13:23:30",3,21.0,0,1
564,1965,/form/set-a-meeting,"2021-05-04 13:23:51",4,,1,0
565,1966,/features,"2021-05-04 13:36:00",1,44.0,0,1
565,1967,/form/brochure,"2021-05-04 13:36:44",2,,1,0
566,1968,/home,"2021-05-04 14:07:27",1,39.0,0,0
566,1969,/form/demo,"2021-05-04 14:08:06",2,,1,0
567,1970,/form/brochure,"2021-05-04 16:17:12",1,,1,0
568,1971,/features,"2021-05-04 16:33:27",1,49.0,0,1
568,1972,/testimonials,"2021-05-04 16:34:16",2,20.0,0,1
568,1973,/form/brochure,"2021-05-04 16:34:36",3,,1,0
569,1974,/form/brochure,"2021-05-04 16:42:18",1,,1,0
570,1975,/portofolio,"2021-05-04 16:42:20",1,46.0,0,1
570,1976,/form/brochure,"2021-05-04 16:43:06",2,,1,0
571,1977,/features,"2021-05-04 17:02:54",1,47.0,0,1
571,1978,/form/set-a-meeting,"2021-05-04 17:03:41",2,15.0,1,0
571,1979,/form/brochure,"2021-05-04 17:03:56",3,,1,0
572,1980,/form/set-a-meeting,"2021-05-04 17:27:25",1,,1,0
573,1981,/testimonials,"2021-05-04 17:31:33",1,46.0,0,1
573,1982,/home,"2021-05-04 17:32:19",2,17.0,0,0
573,1983,/studycase,"2021-05-04 17:32:36",3,26.0,0,1
573,1984,/form/brochure,"2021-05-04 17:33:02",4,,1,0
574,1985,/studycase,"2021-05-05 11:02:05",1,41.0,0,1
574,1986,/features,"2021-05-05 11:02:46",2,26.0,0,1
574,1987,/testimonials,"2021-05-05 11:03:12",3,21.0,0,1
574,1988,/form/brochure,"2021-05-05 11:03:33",4,,1,0
575,1989,/portofolio,"2021-05-05 14:29:12",1,43.0,0,1
575,1990,/form/demo,"2021-05-05 14:29:55",2,19.0,1,0
575,1991,/form/demo,"2021-05-05 14:30:14",3,,1,0
576,1992,/portofolio,"2021-05-05 17:40:30",1,47.0,0,1
576,1993,/form/brochure,"2021-05-05 17:41:17",2,18.0,1,0
576,1994,/form/publications,"2021-05-05 17:41:35",3,18.0,1,0
576,1995,/portofolio,"2021-05-05 17:41:53",4,23.0,0,1
576,1996,/form/brochure,"2021-05-05 17:42:16",5,18.0,1,0
576,1997,/form/demo,"2021-05-05 17:42:34",6,,1,0
577,1998,/studycase,"2021-05-06 09:29:51",1,42.0,0,1
577,1999,/portofolio,"2021-05-06 09:30:33",2,30.0,0,1
577,2000,/testimonials,"2021-05-06 09:31:03",3,30.0,0,1
577,2001,/form/publications,"2021-05-06 09:31:33",4,18.0,1,0
577,2002,/form/demo,"2021-05-06 09:31:51",5,,1,0
578,2003,/portofolio,"2021-05-06 12:12:20",1,46.0,0,1
578,2004,/form/brochure,"2021-05-06 12:13:06",2,,1,0
579,2005,/features,"2021-05-06 13:34:22",1,46.0,0,1
579,2006,/testimonials,"2021-05-06 13:35:08",2,24.0,0,1
579,2007,/form/demo,"2021-05-06 13:35:32",3,,1,0
580,2008,/testimonials,"2021-05-06 15:34:27",1,47.0,0,1
580,2009,/form/demo,"2021-05-06 15:35:14",2,12.0,1,0
580,2010,/form/brochure,"2021-05-06 15:35:26",3,,1,0
581,2011,/studycase,"2021-05-06 16:53:48",1,44.0,0,1
581,2012,/form/publications,"2021-05-06 16:54:32",2,17.0,1,0
581,2013,/studycase,"2021-05-06 16:54:49",3,28.0,0,1
581,2014,/form/brochure,"2021-05-06 16:55:17",4,15.0,1,0
581,2015,/testimonials,"2021-05-06 16:55:32",5,29.0,0,1
581,2016,/form/set-a-meeting,"2021-05-06 16:56:01",6,,1,0
582,2017,/form/set-a-meeting,"2021-05-07 09:41:25",1,,1,0
583,2018,/features,"2021-05-07 10:55:40",1,43.0,0,1
583,2019,/form/demo,"2021-05-07 10:56:23",2,12.0,1,0
583,2020,/home,"2021-05-07 10:56:35",3,15.0,0,0
583,2021,/form/brochure,"2021-05-07 10:56:50",4,,1,0
584,2022,/portofolio,"2021-05-07 11:52:20",1,45.0,0,1
584,2023,/form/brochure,"2021-05-07 11:53:05",2,,1,0
585,2024,/home,"2021-05-07 11:57:45",1,31.0,0,0
585,2025,/studycase,"2021-05-07 11:58:16",2,22.0,0,1
585,2026,/portofolio,"2021-05-07 11:58:38",3,22.0,0,1
585,2027,/form/brochure,"2021-05-07 11:59:00",4,,1,0
586,2028,/home,"2021-05-07 12:12:45",1,40.0,0,0
586,2029,/portofolio,"2021-05-07 12:13:25",2,30.0,0,1
586,2030,/home,"2021-05-07 12:13:55",3,13.0,0,0
586,2031,/form/brochure,"2021-05-07 12:14:08",4,,1,0
587,2032,/features,"2021-05-07 13:14:34",1,49.0,0,1
587,2033,/studycase,"2021-05-07 13:15:23",2,21.0,0,1
587,2034,/form/brochure,"2021-05-07 13:15:44",3,,1,0
588,2035,/studycase,"2021-05-07 15:23:13",1,41.0,0,1
588,2036,/features,"2021-05-07 15:23:54",2,30.0,0,1
588,2037,/studycase,"2021-05-07 15:24:24",3,30.0,0,1
588,2038,/form/demo,"2021-05-07 15:24:54",4,,1,0
589,2039,/features,"2021-05-10 09:15:12",1,44.0,0,1
589,2040,/studycase,"2021-05-10 09:15:56",2,24.0,0,1
589,2041,/form/brochure,"2021-05-10 09:16:20",3,,1,0
590,2042,/testimonials,"2021-05-10 13:25:36",1,42.0,0,1
590,2043,/studycase,"2021-05-10 13:26:18",2,30.0,0,1
590,2044,/form/set-a-meeting,"2021-05-10 13:26:48",3,,1,0
591,2045,/home,"2021-05-10 16:42:49",1,35.0,0,0
591,2046,/portofolio,"2021-05-10 16:43:24",2,30.0,0,1
591,2047,/features,"2021-05-10 16:43:54",3,23.0,0,1
591,2048,/form/brochure,"2021-05-10 16:44:17",4,,1,0
592,2049,/studycase,"2021-05-10 17:00:46",1,41.0,0,1
592,2050,/form/demo,"2021-05-10 17:01:27",2,10.0,1,0
592,2051,/studycase,"2021-05-10 17:01:37",3,22.0,0,1
592,2052,/form/brochure,"2021-05-10 17:01:59",4,,1,0
593,2053,/home,"2021-05-10 17:18:57",1,30.0,0,0
593,2054,/portofolio,"2021-05-10 17:19:27",2,25.0,0,1
593,2055,/features,"2021-05-10 17:19:52",3,22.0,0,1
593,2056,/portofolio,"2021-05-10 17:20:14",4,26.0,0,1
593,2057,/form/demo,"2021-05-10 17:20:40",5,,1,0
594,2058,/studycase,"2021-05-11 10:45:35",1,41.0,0,1
594,2059,/features,"2021-05-11 10:46:16",2,29.0,0,1
594,2060,/portofolio,"2021-05-11 10:46:45",3,20.0,0,1
594,2061,/form/set-a-meeting,"2021-05-11 10:47:05",4,13.0,1,0
594,2062,/form/set-a-meeting,"2021-05-11 10:47:18",5,,1,0
595,2063,/home,"2021-05-11 13:34:23",1,30.0,0,0
595,2064,/form/publications,"2021-05-11 13:34:53",2,13.0,1,0
595,2065,/portofolio,"2021-05-11 13:35:06",3,21.0,0,1
595,2066,/testimonials,"2021-05-11 13:35:27",4,24.0,0,1
595,2067,/features,"2021-05-11 13:35:51",5,23.0,0,1
595,2068,/form/demo,"2021-05-11 13:36:14",6,,1,0
596,2069,/features,"2021-05-11 17:54:54",1,46.0,0,1
596,2070,/studycase,"2021-05-11 17:55:40",2,29.0,0,1
596,2071,/form/set-a-meeting,"2021-05-11 17:56:09",3,,1,0
597,2072,/features,"2021-05-12 14:30:34",1,44.0,0,1
597,2073,/testimonials,"2021-05-12 14:31:18",2,20.0,0,1
597,2074,/features,"2021-05-12 14:31:38",3,20.0,0,1
597,2075,/form/brochure,"2021-05-12 14:31:58",4,,1,0
598,2076,/home,"2021-05-13 16:00:35",1,31.0,0,0
598,2077,/portofolio,"2021-05-13 16:01:06",2,26.0,0,1
598,2078,/form/demo,"2021-05-13 16:01:32",3,20.0,1,0
598,2079,/form/demo,"2021-05-13 16:01:52",4,,1,0
599,2080,/portofolio,"2021-05-13 17:11:37",1,47.0,0,1
599,2081,/studycase,"2021-05-13 17:12:24",2,30.0,0,1
599,2082,/portofolio,"2021-05-13 17:12:54",3,25.0,0,1
599,2083,/testimonials,"2021-05-13 17:13:19",4,29.0,0,1
599,2084,/form/demo,"2021-05-13 17:13:48",5,,1,0
600,2085,/form/set-a-meeting,"2021-05-14 12:01:40",1,,1,0
601,2086,/testimonials,"2021-05-14 16:06:10",1,45.0,0,1
601,2087,/features,"2021-05-14 16:06:55",2,29.0,0,1
601,2088,/form/brochure,"2021-05-14 16:07:24",3,20.0,1,0
601,2089,/form/demo,"2021-05-14 16:07:44",4,,1,0
602,2090,/testimonials,"2021-05-14 16:09:21",1,47.0,0,1
602,2091,/form/brochure,"2021-05-14 16:10:08",2,15.0,1,0
602,2092,/features,"2021-05-14 16:10:23",3,30.0,0,1
602,2093,/form/brochure,"2021-05-14 16:10:53",4,,1,0
603,2094,/home,"2021-05-17 16:45:24",1,40.0,0,0
603,2095,/features,"2021-05-17 16:46:04",2,30.0,0,1
603,2096,/testimonials,"2021-05-17 16:46:34",3,24.0,0,1
603,2097,/studycase,"2021-05-17 16:46:58",4,24.0,0,1
603,2098,/testimonials,"2021-05-17 16:47:22",5,27.0,0,1
603,2099,/form/demo,"2021-05-17 16:47:49",6,,1,0
604,2100,/studycase,"2021-05-17 17:50:12",1,44.0,0,1
604,2101,/form/set-a-meeting,"2021-05-17 17:50:56",2,,1,0
605,2102,/home,"2021-05-19 10:38:07",1,37.0,0,0
605,2103,/features,"2021-05-19 10:38:44",2,27.0,0,1
605,2104,/studycase,"2021-05-19 10:39:11",3,27.0,0,1
605,2105,/form/brochure,"2021-05-19 10:39:38",4,,1,0
606,2106,/portofolio,"2021-05-19 16:43:10",1,45.0,0,1
606,2107,/testimonials,"2021-05-19 16:43:55",2,21.0,0,1
606,2108,/portofolio,"2021-05-19 16:44:16",3,24.0,0,1
606,2109,/form/demo,"2021-05-19 16:44:40",4,,1,0
607,2110,/features,"2021-05-20 09:12:28",1,50.0,0,1
607,2111,/studycase,"2021-05-20 09:13:18",2,26.0,0,1
607,2112,/testimonials,"2021-05-20 09:13:44",3,27.0,0,1
607,2113,/form/brochure,"2021-05-20 09:14:11",4,,1,0
608,2114,/form/set-a-meeting,"2021-05-20 11:22:31",1,,1,0
609,2115,/portofolio,"2021-05-20 15:21:14",1,45.0,0,1
609,2116,/form/demo,"2021-05-20 15:21:59",2,,1,0
610,2117,/form/set-a-meeting,"2021-05-20 16:00:45",1,,1,0
611,2118,/portofolio,"2021-05-21 11:14:45",1,46.0,0,1
611,2119,/studycase,"2021-05-21 11:15:31",2,26.0,0,1
611,2120,/form/demo,"2021-05-21 11:15:57",3,20.0,1,0
611,2121,/form/demo,"2021-05-21 11:16:17",4,,1,0
612,2122,/features,"2021-05-21 16:29:30",1,41.0,0,1
612,2123,/testimonials,"2021-05-21 16:30:11",2,23.0,0,1
612,2124,/studycase,"2021-05-21 16:30:34",3,21.0,0,1
612,2125,/testimonials,"2021-05-21 16:30:55",4,28.0,0,1
612,2126,/portofolio,"2021-05-21 16:31:23",5,28.0,0,1
612,2127,/form/demo,"2021-05-21 16:31:51",6,,1,0
613,2128,/form/set-a-meeting,"2021-05-21 16:50:19",1,,1,0
614,2129,/home,"2021-05-21 17:48:19",1,40.0,0,0
614,2130,/features,"2021-05-21 17:48:59",2,28.0,0,1
614,2131,/form/publications,"2021-05-21 17:49:27",3,15.0,1,0
614,2132,/studycase,"2021-05-21 17:49:42",4,20.0,0,1
614,2133,/form/publications,"2021-05-21 17:50:02",5,10.0,1,0
614,2134,/form/set-a-meeting,"2021-05-21 17:50:12",6,,1,0
615,2135,/testimonials,"2021-05-21 17:50:54",1,46.0,0,1
615,2136,/studycase,"2021-05-21 17:51:40",2,29.0,0,1
615,2137,/home,"2021-05-21 17:52:09",3,10.0,0,0
615,2138,/form/brochure,"2021-05-21 17:52:19",4,16.0,1,0
615,2139,/form/demo,"2021-05-21 17:52:35",5,,1,0
616,2140,/home,"2021-05-24 09:56:32",1,30.0,0,0
616,2141,/form/publications,"2021-05-24 09:57:02",2,11.0,1,0
616,2142,/portofolio,"2021-05-24 09:57:13",3,24.0,0,1
616,2143,/testimonials,"2021-05-24 09:57:37",4,22.0,0,1
616,2144,/form/demo,"2021-05-24 09:57:59",5,,1,0
617,2145,/home,"2021-05-24 10:41:38",1,38.0,0,0
617,2146,/studycase,"2021-05-24 10:42:16",2,24.0,0,1
617,2147,/form/demo,"2021-05-24 10:42:40",3,,1,0
618,2148,/home,"2021-05-24 11:37:43",1,38.0,0,0
618,2149,/form/brochure,"2021-05-24 11:38:21",2,20.0,1,0
618,2150,/form/demo,"2021-05-24 11:38:41",3,,1,0
619,2151,/features,"2021-05-24 11:41:40",1,42.0,0,1
619,2152,/studycase,"2021-05-24 11:42:22",2,22.0,0,1
619,2153,/portofolio,"2021-05-24 11:42:44",3,28.0,0,1
619,2154,/form/brochure,"2021-05-24 11:43:12",4,,1,0
620,2155,/home,"2021-05-24 14:32:11",1,40.0,0,0
620,2156,/portofolio,"2021-05-24 14:32:51",2,25.0,0,1
620,2157,/studycase,"2021-05-24 14:33:16",3,30.0,0,1
620,2158,/portofolio,"2021-05-24 14:33:46",4,25.0,0,1
620,2159,/form/demo,"2021-05-24 14:34:11",5,,1,0
621,2160,/features,"2021-05-25 09:00:31",1,42.0,0,1
621,2161,/form/demo,"2021-05-25 09:01:13",2,18.0,1,0
621,2162,/features,"2021-05-25 09:01:31",3,21.0,0,1
621,2163,/studycase,"2021-05-25 09:01:52",4,24.0,0,1
621,2164,/features,"2021-05-25 09:02:16",5,27.0,0,1
621,2165,/form/demo,"2021-05-25 09:02:43",6,,1,0
622,2166,/features,"2021-05-26 10:10:18",1,48.0,0,1
622,2167,/form/publications,"2021-05-26 10:11:06",2,10.0,1,0
622,2168,/portofolio,"2021-05-26 10:11:16",3,26.0,0,1
622,2169,/features,"2021-05-26 10:11:42",4,29.0,0,1
622,2170,/studycase,"2021-05-26 10:12:11",5,26.0,0,1
622,2171,/form/demo,"2021-05-26 10:12:37",6,,1,0
623,2172,/studycase,"2021-05-26 15:52:52",1,40.0,0,1
623,2173,/testimonials,"2021-05-26 15:53:32",2,25.0,0,1
623,2174,/form/brochure,"2021-05-26 15:53:57",3,15.0,1,0
623,2175,/form/set-a-meeting,"2021-05-26 15:54:12",4,,1,0
624,2176,/studycase,"2021-05-27 11:54:39",1,45.0,0,1
624,2177,/testimonials,"2021-05-27 11:55:24",2,23.0,0,1
624,2178,/form/brochure,"2021-05-27 11:55:47",3,,1,0
625,2179,/portofolio,"2021-05-27 13:17:13",1,49.0,0,1
625,2180,/testimonials,"2021-05-27 13:18:02",2,22.0,0,1
625,2181,/portofolio,"2021-05-27 13:18:24",3,30.0,0,1
625,2182,/form/brochure,"2021-05-27 13:18:54",4,,1,0
626,2183,/home,"2021-05-27 14:00:29",1,33.0,0,0
626,2184,/testimonials,"2021-05-27 14:01:02",2,28.0,0,1
626,2185,/features,"2021-05-27 14:01:30",3,24.0,0,1
626,2186,/form/demo,"2021-05-27 14:01:54",4,,1,0
627,2187,/features,"2021-05-28 09:08:25",1,40.0,0,1
627,2188,/form/brochure,"2021-05-28 09:09:05",2,,1,0
628,2189,/form/set-a-meeting,"2021-05-28 09:18:54",1,,1,0
629,2190,/home,"2021-05-28 10:21:57",1,35.0,0,0
629,2191,/form/set-a-meeting,"2021-05-28 10:22:32",2,,1,0
630,2192,/testimonials,"2021-05-28 12:09:24",1,48.0,0,1
630,2193,/features,"2021-05-28 12:10:12",2,24.0,0,1
630,2194,/home,"2021-05-28 12:10:36",3,16.0,0,0
630,2195,/form/brochure,"2021-05-28 12:10:52",4,,1,0
631,2196,/home,"2021-05-28 13:13:04",1,37.0,0,0
631,2197,/form/set-a-meeting,"2021-05-28 13:13:41",2,16.0,1,0
631,2198,/features,"2021-05-28 13:13:57",3,23.0,0,1
631,2199,/form/brochure,"2021-05-28 13:14:20",4,,1,0
632,2200,/portofolio,"2021-05-28 16:34:57",1,46.0,0,1
632,2201,/studycase,"2021-05-28 16:35:43",2,28.0,0,1
632,2202,/features,"2021-05-28 16:36:11",3,22.0,0,1
632,2203,/form/brochure,"2021-05-28 16:36:33",4,,1,0
633,2204,/home,"2021-05-28 17:35:00",1,37.0,0,0
633,2205,/features,"2021-05-28 17:35:37",2,20.0,0,1
633,2206,/testimonials,"2021-05-28 17:35:57",3,28.0,0,1
633,2207,/form/brochure,"2021-05-28 17:36:25",4,,1,0
634,2208,/portofolio,"2021-05-28 17:49:26",1,44.0,0,1
634,2209,/testimonials,"2021-05-28 17:50:10",2,23.0,0,1
634,2210,/portofolio,"2021-05-28 17:50:33",3,29.0,0,1
634,2211,/form/brochure,"2021-05-28 17:51:02",4,,1,0
635,2212,/form/set-a-meeting,"2021-05-31 09:36:13",1,,1,0
636,2213,/features,"2021-05-31 09:46:05",1,47.0,0,1
636,2214,/home,"2021-05-31 09:46:52",2,10.0,0,0
636,2215,/portofolio,"2021-05-31 09:47:02",3,22.0,0,1
636,2216,/form/set-a-meeting,"2021-05-31 09:47:24",4,,1,0
637,2217,/form/set-a-meeting,"2021-05-31 09:51:52",1,,1,0
638,2218,/studycase,"2021-05-31 10:17:55",1,42.0,0,1
638,2219,/form/set-a-meeting,"2021-05-31 10:18:37",2,,1,0
639,2220,/features,"2021-05-31 10:24:07",1,45.0,0,1
639,2221,/studycase,"2021-05-31 10:24:52",2,30.0,0,1
639,2222,/form/demo,"2021-05-31 10:25:22",3,,1,0
640,2223,/portofolio,"2021-05-31 10:51:42",1,40.0,0,1
640,2224,/studycase,"2021-05-31 10:52:22",2,24.0,0,1
640,2225,/features,"2021-05-31 10:52:46",3,21.0,0,1
640,2226,/form/brochure,"2021-05-31 10:53:07",4,,1,0
641,2227,/studycase,"2021-05-31 15:23:34",1,47.0,0,1
641,2228,/testimonials,"2021-05-31 15:24:21",2,25.0,0,1
641,2229,/studycase,"2021-05-31 15:24:46",3,22.0,0,1
641,2230,/form/brochure,"2021-05-31 15:25:08",4,,1,0
642,2231,/home,"2021-05-31 16:03:50",1,40.0,0,0
642,2232,/features,"2021-05-31 16:04:30",2,22.0,0,1
642,2233,/portofolio,"2021-05-31 16:04:52",3,27.0,0,1
642,2234,/form/brochure,"2021-05-31 16:05:19",4,,1,0
643,2235,/home,"2021-05-31 16:34:43",1,39.0,0,0
643,2236,/form/brochure,"2021-05-31 16:35:22",2,,1,0
644,2237,/portofolio,"2021-05-31 17:11:47",1,41.0,0,1
644,2238,/studycase,"2021-05-31 17:12:28",2,29.0,0,1
644,2239,/portofolio,"2021-05-31 17:12:57",3,30.0,0,1
644,2240,/form/brochure,"2021-05-31 17:13:27",4,,1,0
645,2241,/home,"2021-05-31 17:41:08",1,36.0,0,0
645,2242,/portofolio,"2021-05-31 17:41:44",2,21.0,0,1
645,2243,/form/publications,"2021-05-31 17:42:05",3,10.0,1,0
645,2244,/form/brochure,"2021-05-31 17:42:15",4,,1,0
646,2245,/form/set-a-meeting,"2021-06-01 09:18:41",1,,1,0
647,2246,/home,"2021-06-01 10:07:07",1,40.0,0,0
647,2247,/testimonials,"2021-06-01 10:07:47",2,21.0,0,1
647,2248,/home,"2021-06-01 10:08:08",3,10.0,0,0
647,2249,/form/brochure,"2021-06-01 10:08:18",4,,1,0
648,2250,/home,"2021-06-01 12:08:59",1,36.0,0,0
648,2251,/form/set-a-meeting,"2021-06-01 12:09:35",2,,1,0
649,2252,/form/set-a-meeting,"2021-06-01 14:21:12",1,,1,0
650,2253,/portofolio,"2021-06-01 15:00:40",1,42.0,0,1
650,2254,/testimonials,"2021-06-01 15:01:22",2,29.0,0,1
650,2255,/features,"2021-06-01 15:01:51",3,22.0,0,1
650,2256,/portofolio,"2021-06-01 15:02:13",4,30.0,0,1
650,2257,/form/demo,"2021-06-01 15:02:43",5,,1,0
651,2258,/studycase,"2021-06-01 15:48:22",1,41.0,0,1
651,2259,/features,"2021-06-01 15:49:03",2,23.0,0,1
651,2260,/testimonials,"2021-06-01 15:49:26",3,29.0,0,1
651,2261,/portofolio,"2021-06-01 15:49:55",4,26.0,0,1
651,2262,/form/demo,"2021-06-01 15:50:21",5,,1,0
652,2263,/studycase,"2021-06-01 16:03:25",1,47.0,0,1
652,2264,/features,"2021-06-01 16:04:12",2,28.0,0,1
652,2265,/form/brochure,"2021-06-01 16:04:40",3,,1,0
653,2266,/testimonials,"2021-06-01 16:09:32",1,44.0,0,1
653,2267,/portofolio,"2021-06-01 16:10:16",2,25.0,0,1
653,2268,/form/brochure,"2021-06-01 16:10:41",3,,1,0
654,2269,/portofolio,"2021-06-01 17:07:46",1,47.0,0,1
654,2270,/testimonials,"2021-06-01 17:08:33",2,29.0,0,1
654,2271,/features,"2021-06-01 17:09:02",3,28.0,0,1
654,2272,/form/brochure,"2021-06-01 17:09:30",4,18.0,1,0
654,2273,/testimonials,"2021-06-01 17:09:48",5,21.0,0,1
654,2274,/form/set-a-meeting,"2021-06-01 17:10:09",6,,1,0
655,2275,/features,"2021-06-01 17:16:04",1,40.0,0,1
655,2276,/form/set-a-meeting,"2021-06-01 17:16:44",2,17.0,1,0
655,2277,/form/demo,"2021-06-01 17:17:01",3,,1,0
656,2278,/testimonials,"2021-06-02 09:16:46",1,43.0,0,1
656,2279,/form/brochure,"2021-06-02 09:17:29",2,,1,0
657,2280,/studycase,"2021-06-02 09:53:03",1,42.0,0,1
657,2281,/features,"2021-06-02 09:53:45",2,21.0,0,1
657,2282,/studycase,"2021-06-02 09:54:06",3,26.0,0,1
657,2283,/testimonials,"2021-06-02 09:54:32",4,21.0,0,1
657,2284,/form/brochure,"2021-06-02 09:54:53",5,,1,0
658,2285,/studycase,"2021-06-02 14:30:29",1,44.0,0,1
658,2286,/features,"2021-06-02 14:31:13",2,25.0,0,1
658,2287,/form/demo,"2021-06-02 14:31:38",3,,1,0
659,2288,/home,"2021-06-02 16:00:18",1,30.0,0,0
659,2289,/form/brochure,"2021-06-02 16:00:48",2,,1,0
660,2290,/features,"2021-06-03 09:55:17",1,50.0,0,1
660,2291,/studycase,"2021-06-03 09:56:07",2,30.0,0,1
660,2292,/features,"2021-06-03 09:56:37",3,26.0,0,1
660,2293,/form/brochure,"2021-06-03 09:57:03",4,,1,0
661,2294,/home,"2021-06-03 12:01:30",1,33.0,0,0
661,2295,/form/brochure,"2021-06-03 12:02:03",2,,1,0
662,2296,/form/set-a-meeting,"2021-06-03 12:20:26",1,,1,0
663,2297,/studycase,"2021-06-03 13:09:27",1,42.0,0,1
663,2298,/home,"2021-06-03 13:10:09",2,20.0,0,0
663,2299,/form/brochure,"2021-06-03 13:10:29",3,20.0,1,0
663,2300,/form/set-a-meeting,"2021-06-03 13:10:49",4,,1,0
664,2301,/features,"2021-06-03 13:50:26",1,43.0,0,1
664,2302,/studycase,"2021-06-03 13:51:09",2,29.0,0,1
664,2303,/features,"2021-06-03 13:51:38",3,29.0,0,1
