month_period,funnel_id,leads_id,stage_id,stage_name,stage_date,stage_time,reason,reason_id,drop_flag,stage_month_id,stage_month,first_date,first_month
2021-08-01,4531,874,108,"Deal Won",2021-09-02,17:01:17,,0,0,11,2021-09-01,2021-08-02,2021-08-01
2021-08-01,4018,875,101,"Lead Registered",2021-08-02,10:47:41,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4112,875,102,"Lead Qualification",2021-08-06,13:47:45,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4137,875,103,"Initial Communication Success",2021-08-09,10:05:55,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4212,875,104,"Approach Success",2021-08-12,11:43:28,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4276,875,105,"Discussion Success",2021-08-17,09:38:40,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4301,875,106,"Offer Sent",2021-08-18,12:26:04,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4405,875,107,"Quatation Received",2021-08-26,13:53:31,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4532,875,108,"Deal Won",2021-09-02,17:50:52,,0,0,11,2021-09-01,2021-08-02,2021-08-01
2021-08-01,4019,876,101,"Lead Registered",2021-08-02,10:52:48,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4021,877,101,"Lead Registered",2021-08-02,10:56:06,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4145,877,102,"Lead Qualification",2021-08-09,12:17:14,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4164,877,103,"Initial Communication Success",2021-08-10,09:04:08,,,1,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4025,878,101,"Lead Registered",2021-08-02,11:53:06,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4099,878,102,"Lead Qualification",2021-08-06,09:57:30,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4129,878,103,"Initial Communication Success",2021-08-09,09:24:55,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4175,878,104,"Approach Success",2021-08-10,11:54:20,"Use Other Products",5,1,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4030,879,101,"Lead Registered",2021-08-02,14:52:30,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4124,879,102,"Lead Qualification",2021-08-06,16:48:55,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4134,879,103,"Initial Communication Success",2021-08-09,09:55:20,"Not Answered",1,1,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4033,880,101,"Lead Registered",2021-08-02,16:14:04,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4086,880,102,"Lead Qualification",2021-08-05,09:34:43,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4119,880,103,"Initial Communication Success",2021-08-06,16:00:58,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4144,880,104,"Approach Success",2021-08-09,12:00:41,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4257,880,105,"Discussion Success",2021-08-16,11:26:18,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4306,880,106,"Offer Sent",2021-08-18,16:42:53,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4371,880,107,"Quatation Received",2021-08-24,11:27:03,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4412,880,108,"Deal Won",2021-08-27,10:11:25,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4034,881,101,"Lead Registered",2021-08-02,16:14:43,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4146,881,102,"Lead Qualification",2021-08-09,12:49:18,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4189,881,103,"Initial Communication Success",2021-08-10,17:35:57,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4238,881,104,"Approach Success",2021-08-13,14:50:54,,0,0,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4300,881,105,"Discussion Success",2021-08-17,17:30:30,"Price Not Fit",3,1,10,2021-08-01,2021-08-02,2021-08-01
2021-08-01,4044,882,101,"Lead Registered",2021-08-03,09:45:32,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4147,882,102,"Lead Qualification",2021-08-09,13:10:54,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4205,882,103,"Initial Communication Success",2021-08-11,17:18:01,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4219,882,104,"Approach Success",2021-08-12,17:19:19,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4289,882,105,"Discussion Success",2021-08-17,13:16:00,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4315,882,106,"Offer Sent",2021-08-19,14:55:16,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4388,882,107,"Quatation Received",2021-08-25,10:48:21,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4472,882,108,"Deal Won",2021-08-31,10:22:46,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4047,883,101,"Lead Registered",2021-08-03,10:12:58,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4118,883,102,"Lead Qualification",2021-08-06,15:53:04,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4149,883,103,"Initial Communication Success",2021-08-09,13:24:52,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4166,883,104,"Approach Success",2021-08-10,09:47:20,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4211,883,105,"Discussion Success",2021-08-12,11:27:28,,,1,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4049,884,101,"Lead Registered",2021-08-03,10:21:07,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4104,884,102,"Lead Qualification",2021-08-06,11:05:06,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4142,884,103,"Initial Communication Success",2021-08-09,11:10:02,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4201,884,104,"Approach Success",2021-08-11,14:46:26,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4280,884,105,"Discussion Success",2021-08-17,09:55:05,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4312,884,106,"Offer Sent",2021-08-19,10:04:55,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4416,884,107,"Quatation Received",2021-08-27,11:33:09,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4519,884,108,"Deal Won",2021-09-02,10:35:46,,0,0,11,2021-09-01,2021-08-03,2021-08-01
2021-08-01,4050,885,101,"Lead Registered",2021-08-03,10:39:18,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4111,885,102,"Lead Qualification",2021-08-06,13:43:03,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4133,885,103,"Initial Communication Success",2021-08-09,09:43:54,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4178,885,104,"Approach Success",2021-08-10,12:48:52,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4268,885,105,"Discussion Success",2021-08-16,16:06:08,,,1,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4054,886,101,"Lead Registered",2021-08-03,12:44:37,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4101,886,102,"Lead Qualification",2021-08-06,10:22:20,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4155,886,103,"Initial Communication Success",2021-08-09,15:53:53,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4193,886,104,"Approach Success",2021-08-11,10:17:58,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4267,886,105,"Discussion Success",2021-08-16,15:32:59,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4286,886,106,"Offer Sent",2021-08-17,12:14:06,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4384,886,107,"Quatation Received",2021-08-25,09:46:31,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4450,886,108,"Deal Won",2021-08-30,11:55:57,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4057,887,101,"Lead Registered",2021-08-03,13:21:59,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4160,887,102,"Lead Qualification",2021-08-09,16:50:09,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4202,887,103,"Initial Communication Success",2021-08-11,16:33:45,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4227,887,104,"Approach Success",2021-08-13,11:29:02,,,1,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4065,888,101,"Lead Registered",2021-08-03,16:47:00,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4159,888,102,"Lead Qualification",2021-08-09,16:49:30,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4167,888,103,"Initial Communication Success",2021-08-10,09:48:16,"Not Answered",1,1,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4066,889,101,"Lead Registered",2021-08-03,16:56:10,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4067,890,101,"Lead Registered",2021-08-03,17:18:21,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4103,890,102,"Lead Qualification",2021-08-06,10:40:38,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4135,890,103,"Initial Communication Success",2021-08-09,09:56:24,"Not Answered",1,1,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4068,891,101,"Lead Registered",2021-08-03,17:31:38,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4113,891,102,"Lead Qualification",2021-08-06,14:07:45,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4130,891,103,"Initial Communication Success",2021-08-09,09:31:13,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4173,891,104,"Approach Success",2021-08-10,11:15:48,,0,0,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4236,891,105,"Discussion Success",2021-08-13,13:34:08,"Not Answered",1,1,10,2021-08-01,2021-08-03,2021-08-01
2021-08-01,4073,892,101,"Lead Registered",2021-08-04,10:32:05,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4192,892,102,"Lead Qualification",2021-08-11,10:12:40,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4216,892,103,"Initial Communication Success",2021-08-12,16:01:27,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4225,892,104,"Approach Success",2021-08-13,10:28:10,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4338,892,105,"Discussion Success",2021-08-20,15:38:36,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4372,892,106,"Offer Sent",2021-08-24,11:55:13,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4507,892,107,"Quatation Received",2021-09-01,16:02:15,"Price Not Fit",3,1,11,2021-09-01,2021-08-04,2021-08-01
2021-08-01,4075,893,101,"Lead Registered",2021-08-04,11:19:48,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4181,893,102,"Lead Qualification",2021-08-10,15:14:57,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4245,893,103,"Initial Communication Success",2021-08-13,16:23:00,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4255,893,104,"Approach Success",2021-08-16,10:20:17,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4322,893,105,"Discussion Success",2021-08-20,09:25:50,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4350,893,106,"Offer Sent",2021-08-23,11:48:36,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4464,893,107,"Quatation Received",2021-08-30,17:39:03,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4554,893,108,"Deal Won",2021-09-03,15:36:42,,0,0,11,2021-09-01,2021-08-04,2021-08-01
2021-08-01,4076,894,101,"Lead Registered",2021-08-04,11:25:54,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4077,895,101,"Lead Registered",2021-08-04,12:30:17,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4078,896,101,"Lead Registered",2021-08-04,13:25:55,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4157,896,102,"Lead Qualification",2021-08-09,16:31:35,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4191,896,103,"Initial Communication Success",2021-08-11,09:40:04,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4232,896,104,"Approach Success",2021-08-13,12:59:43,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4316,896,105,"Discussion Success",2021-08-19,16:41:48,,,1,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4079,897,101,"Lead Registered",2021-08-04,14:46:19,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4132,897,102,"Lead Qualification",2021-08-09,09:41:21,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4210,897,103,"Initial Communication Success",2021-08-12,10:13:02,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4234,897,104,"Approach Success",2021-08-13,13:13:23,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4307,897,105,"Discussion Success",2021-08-18,16:47:39,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4336,897,106,"Offer Sent",2021-08-20,14:45:13,"Price Not Fit",3,1,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4083,898,101,"Lead Registered",2021-08-04,17:37:19,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4128,898,102,"Lead Qualification",2021-08-09,09:21:44,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4169,898,103,"Initial Communication Success",2021-08-10,10:15:06,"Not Answered",1,1,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4084,899,101,"Lead Registered",2021-08-04,17:40:26,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4140,899,102,"Lead Qualification",2021-08-09,10:33:05,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4199,899,103,"Initial Communication Success",2021-08-11,14:07:30,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4215,899,104,"Approach Success",2021-08-12,15:45:42,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4298,899,105,"Discussion Success",2021-08-17,16:28:07,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4317,899,106,"Offer Sent",2021-08-19,16:46:17,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4414,899,107,"Quatation Received",2021-08-27,11:14:54,,0,0,10,2021-08-01,2021-08-04,2021-08-01
2021-08-01,4528,899,108,"Deal Won",2021-09-02,16:08:03,,0,0,11,2021-09-01,2021-08-04,2021-08-01
2021-08-01,4087,900,101,"Lead Registered",2021-08-05,09:48:14,,0,0,10,2021-08-01,2021-08-05,2021-08-01
2021-08-01,4179,900,102,"Lead Qualification",2021-08-10,14:02:53,,0,0,10,2021-08-01,2021-08-05,2021-08-01
2021-08-01,4196,900,103,"Initial Communication Success",2021-08-11,12:25:10,,0,0,10,2021-08-01,2021-08-05,2021-08-01
2021-08-01,4252,900,104,"Approach Success",2021-08-13,17:41:52,,0,0,10,2021-08-01,2021-08-05,2021-08-01
2021-08-01,4339,900,105,"Discussion Success",2021-08-20,16:04:47,,,1,10,2021-08-01,2021-08-05,2021-08-01
2021-08-01,4088,901,101,"Lead Registered",2021-08-05,10:38:52,,0,0,10,2021-08-01,2021-08-05,2021-08-01
2021-08-01,4158,901,102,"Lead Qualification",2021-08-09,16:37:30,,0,0,10,2021-08-01,2021-08-05,2021-08-01
2021-08-01,4221,901,103,"Initial Communication Success",2021-08-12,17:44:18,,0,0,10,2021-08-01,2021-08-05,2021-08-01
2021-08-01,4233,901,104,"Approach Success",2021-08-13,13:04:58,,0,0,10,2021-08-01,2021-08-05,2021-08-01
2021-08-01,4303,901,105,"Discussion Success",2021-08-18,13:16:21,,0,0,10,2021-08-01,2021-08-05,2021-08-01
2021-08-01,4323,901,106,"Offer Sent",2021-08-20,09:28:06,,,1,10,2021-08-01,2021-08-05,2021-08-01
2021-08-01,4093,902,101,"Lead Registered",2021-08-05,17:53:21,,0,0,10,2021-08-01,2021-08-05,2021-08-01
2021-08-01,4156,902,102,"Lead Qualification",2021-08-09,15:58:01,,0,0,10,2021-08-01,2021-08-05,2021-08-01
2021-08-01,4168,902,103,"Initial Communication Success",2021-08-10,10:10:53,,0,0,10,2021-08-01,2021-08-05,2021-08-01
2021-08-01,4195,902,104,"Approach Success",2021-08-11,12:23:33,,0,0,10,2021-08-01,2021-08-05,2021-08-01
2021-08-01,4231,902,105,"Discussion Success",2021-08-13,12:56:53,"Price Not Fit",3,1,10,2021-08-01,2021-08-05,2021-08-01
2021-08-01,4094,903,101,"Lead Registered",2021-08-05,17:55:50,,0,0,10,2021-08-01,2021-08-05,2021-08-01
2021-08-01,4185,903,102,"Lead Qualification",2021-08-10,15:53:31,,0,0,10,2021-08-01,2021-08-05,2021-08-01
2021-08-01,4242,903,103,"Initial Communication Success",2021-08-13,16:15:39,,0,0,10,2021-08-01,2021-08-05,2021-08-01
2021-08-01,4258,903,104,"Approach Success",2021-08-16,11:44:03,,0,0,10,2021-08-01,2021-08-05,2021-08-01
2021-08-01,4311,903,105,"Discussion Success",2021-08-19,09:25:42,"Price Not Fit",3,1,10,2021-08-01,2021-08-05,2021-08-01
2021-08-01,4096,904,101,"Lead Registered",2021-08-06,09:18:17,,0,0,10,2021-08-01,2021-08-06,2021-08-01
2021-08-01,4141,904,102,"Lead Qualification",2021-08-09,10:44:51,"Not Selected",2,1,10,2021-08-01,2021-08-06,2021-08-01
2021-08-01,4105,905,101,"Lead Registered",2021-08-06,11:31:42,,0,0,10,2021-08-01,2021-08-06,2021-08-01
2021-08-01,4172,905,102,"Lead Qualification",2021-08-10,10:26:47,,0,0,10,2021-08-01,2021-08-06,2021-08-01
2021-08-01,4206,905,103,"Initial Communication Success",2021-08-11,17:28:43,"Not Answered",1,1,10,2021-08-01,2021-08-06,2021-08-01
2021-08-01,4107,906,101,"Lead Registered",2021-08-06,11:58:34,,0,0,10,2021-08-01,2021-08-06,2021-08-01
2021-08-01,4246,906,102,"Lead Qualification",2021-08-13,16:33:57,,0,0,10,2021-08-01,2021-08-06,2021-08-01
2021-08-01,4261,906,103,"Initial Communication Success",2021-08-16,13:15:47,,0,0,10,2021-08-01,2021-08-06,2021-08-01
2021-08-01,4290,906,104,"Approach Success",2021-08-17,13:31:35,,0,0,10,2021-08-01,2021-08-06,2021-08-01
2021-08-01,4355,906,105,"Discussion Success",2021-08-23,13:48:09,,0,0,10,2021-08-01,2021-08-06,2021-08-01
2021-08-01,4377,906,106,"Offer Sent",2021-08-24,15:11:14,,0,0,10,2021-08-01,2021-08-06,2021-08-01
2021-08-01,4470,906,107,"Quatation Received",2021-08-31,10:04:55,"Price Not Fit",3,1,10,2021-08-01,2021-08-06,2021-08-01
2021-08-01,4123,907,101,"Lead Registered",2021-08-06,16:18:01,,0,0,10,2021-08-01,2021-08-06,2021-08-01
2021-08-01,4131,907,102,"Lead Qualification",2021-08-09,09:32:04,,0,0,10,2021-08-01,2021-08-06,2021-08-01
2021-08-01,4177,907,103,"Initial Communication Success",2021-08-10,12:16:38,,0,0,10,2021-08-01,2021-08-06,2021-08-01
2021-08-01,4197,907,104,"Approach Success",2021-08-11,13:14:42,,0,0,10,2021-08-01,2021-08-06,2021-08-01
2021-08-01,4274,907,105,"Discussion Success",2021-08-17,09:01:20,,0,0,10,2021-08-01,2021-08-06,2021-08-01
2021-08-01,4337,907,106,"Offer Sent",2021-08-20,15:30:51,,0,0,10,2021-08-01,2021-08-06,2021-08-01
2021-08-01,4400,907,107,"Quatation Received",2021-08-26,10:39:56,,0,0,10,2021-08-01,2021-08-06,2021-08-01
2021-08-01,4489,907,108,"Deal Won",2021-08-31,16:51:09,,0,0,10,2021-08-01,2021-08-06,2021-08-01
2021-08-01,4125,908,101,"Lead Registered",2021-08-06,16:53:22,,0,0,10,2021-08-01,2021-08-06,2021-08-01
2021-08-01,4126,909,101,"Lead Registered",2021-08-06,17:01:08,,0,0,10,2021-08-01,2021-08-06,2021-08-01
2021-08-01,4127,910,101,"Lead Registered",2021-08-06,17:29:37,,0,0,10,2021-08-01,2021-08-06,2021-08-01
2021-08-01,4229,910,102,"Lead Qualification",2021-08-13,12:48:06,,0,0,10,2021-08-01,2021-08-06,2021-08-01
2021-08-01,4266,910,103,"Initial Communication Success",2021-08-16,14:39:41,,0,0,10,2021-08-01,2021-08-06,2021-08-01
2021-08-01,4291,910,104,"Approach Success",2021-08-17,13:59:49,,,1,10,2021-08-01,2021-08-06,2021-08-01
2021-08-01,4138,911,101,"Lead Registered",2021-08-09,10:09:14,,0,0,10,2021-08-01,2021-08-09,2021-08-01
2021-08-01,4269,911,102,"Lead Qualification",2021-08-16,16:32:43,,0,0,10,2021-08-01,2021-08-09,2021-08-01
2021-08-01,4285,911,103,"Initial Communication Success",2021-08-17,11:46:00,,,1,10,2021-08-01,2021-08-09,2021-08-01
2021-08-01,4143,912,101,"Lead Registered",2021-08-09,11:35:50,,0,0,10,2021-08-01,2021-08-09,2021-08-01
2021-08-01,4214,912,102,"Lead Qualification",2021-08-12,14:52:53,,0,0,10,2021-08-01,2021-08-09,2021-08-01
2021-08-01,4249,912,103,"Initial Communication Success",2021-08-13,17:09:22,,0,0,10,2021-08-01,2021-08-09,2021-08-01
2021-08-01,4263,912,104,"Approach Success",2021-08-16,13:50:25,,0,0,10,2021-08-01,2021-08-09,2021-08-01
2021-08-01,4326,912,105,"Discussion Success",2021-08-20,10:30:09,,0,0,10,2021-08-01,2021-08-09,2021-08-01
2021-08-01,4359,912,106,"Offer Sent",2021-08-23,15:03:15,,0,0,10,2021-08-01,2021-08-09,2021-08-01
2021-08-01,4417,912,107,"Quatation Received",2021-08-27,11:43:31,,0,0,10,2021-08-01,2021-08-09,2021-08-01
2021-08-01,4538,912,108,"Deal Won",2021-09-03,10:24:35,,0,0,11,2021-09-01,2021-08-09,2021-08-01
2021-08-01,4148,913,101,"Lead Registered",2021-08-09,13:15:01,,0,0,10,2021-08-01,2021-08-09,2021-08-01
2021-08-01,4223,913,102,"Lead Qualification",2021-08-13,09:12:05,,0,0,10,2021-08-01,2021-08-09,2021-08-01
2021-08-01,4264,913,103,"Initial Communication Success",2021-08-16,14:20:39,,0,0,10,2021-08-01,2021-08-09,2021-08-01
2021-08-01,4310,913,104,"Approach Success",2021-08-18,17:40:59,,0,0,10,2021-08-01,2021-08-09,2021-08-01
2021-08-01,4373,913,105,"Discussion Success",2021-08-24,13:01:48,"Price Not Fit",3,1,10,2021-08-01,2021-08-09,2021-08-01
2021-08-01,4153,914,101,"Lead Registered",2021-08-09,15:26:55,,0,0,10,2021-08-01,2021-08-09,2021-08-01
2021-08-01,4213,914,102,"Lead Qualification",2021-08-12,14:06:33,,0,0,10,2021-08-01,2021-08-09,2021-08-01
2021-08-01,4253,914,103,"Initial Communication Success",2021-08-13,17:47:29,,0,0,10,2021-08-01,2021-08-09,2021-08-01
2021-08-01,4259,914,104,"Approach Success",2021-08-16,11:46:28,,0,0,10,2021-08-01,2021-08-09,2021-08-01
2021-08-01,4366,914,105,"Discussion Success",2021-08-24,09:00:08,,0,0,10,2021-08-01,2021-08-09,2021-08-01
2021-08-01,4396,914,106,"Offer Sent",2021-08-25,16:45:34,,0,0,10,2021-08-01,2021-08-09,2021-08-01
2021-08-01,4447,914,107,"Quatation Received",2021-08-30,10:28:52,,0,0,10,2021-08-01,2021-08-09,2021-08-01
2021-08-01,4689,914,108,"Deal Won",2021-09-09,10:10:41,,0,0,11,2021-09-01,2021-08-09,2021-08-01
2021-08-01,4165,915,101,"Lead Registered",2021-08-10,09:39:18,,0,0,10,2021-08-01,2021-08-10,2021-08-01
2021-08-01,4251,915,102,"Lead Qualification",2021-08-13,17:35:39,"Not Selected",2,1,10,2021-08-01,2021-08-10,2021-08-01
2021-08-01,4170,916,101,"Lead Registered",2021-08-10,10:21:26,,0,0,10,2021-08-01,2021-08-10,2021-08-01
2021-08-01,4241,916,102,"Lead Qualification",2021-08-13,16:00:41,,0,0,10,2021-08-01,2021-08-10,2021-08-01
2021-08-01,4256,916,103,"Initial Communication Success",2021-08-16,10:51:06,,0,0,10,2021-08-01,2021-08-10,2021-08-01
2021-08-01,4294,916,104,"Approach Success",2021-08-17,14:15:24,,0,0,10,2021-08-01,2021-08-10,2021-08-01
2021-08-01,4376,916,105,"Discussion Success",2021-08-24,14:25:15,,0,0,10,2021-08-01,2021-08-10,2021-08-01
2021-08-01,4404,916,106,"Offer Sent",2021-08-26,13:17:34,,0,0,10,2021-08-01,2021-08-10,2021-08-01
2021-08-01,4493,916,107,"Quatation Received",2021-09-01,09:30:16,,0,0,11,2021-09-01,2021-08-10,2021-08-01
2021-08-01,4643,916,108,"Deal Won",2021-09-07,13:13:06,,0,0,11,2021-09-01,2021-08-10,2021-08-01
2021-08-01,4171,917,101,"Lead Registered",2021-08-10,10:22:37,,0,0,10,2021-08-01,2021-08-10,2021-08-01
2021-08-01,4271,917,102,"Lead Qualification",2021-08-16,17:35:42,"Not Selected",2,1,10,2021-08-01,2021-08-10,2021-08-01
2021-08-01,4180,918,101,"Lead Registered",2021-08-10,15:09:05,,0,0,10,2021-08-01,2021-08-10,2021-08-01
2021-08-01,4270,918,102,"Lead Qualification",2021-08-16,16:52:52,,0,0,10,2021-08-01,2021-08-10,2021-08-01
2021-08-01,4302,918,103,"Initial Communication Success",2021-08-18,12:30:20,,0,0,10,2021-08-01,2021-08-10,2021-08-01
2021-08-01,4333,918,104,"Approach Success",2021-08-20,13:41:57,,0,0,10,2021-08-01,2021-08-10,2021-08-01
2021-08-01,4403,918,105,"Discussion Success",2021-08-26,13:06:33,"Price Not Fit",3,1,10,2021-08-01,2021-08-10,2021-08-01
2021-08-01,4194,919,101,"Lead Registered",2021-08-11,10:25:16,,0,0,10,2021-08-01,2021-08-11,2021-08-01
2021-08-01,4283,919,102,"Lead Qualification",2021-08-17,10:54:43,,0,0,10,2021-08-01,2021-08-11,2021-08-01
2021-08-01,4335,919,103,"Initial Communication Success",2021-08-20,14:05:58,,0,0,10,2021-08-01,2021-08-11,2021-08-01
2021-08-01,4363,919,104,"Approach Success",2021-08-23,16:11:38,,0,0,10,2021-08-01,2021-08-11,2021-08-01
2021-08-01,4411,919,105,"Discussion Success",2021-08-27,10:00:52,,0,0,10,2021-08-01,2021-08-11,2021-08-01
2021-08-01,4438,919,106,"Offer Sent",2021-08-30,09:15:58,,0,0,10,2021-08-01,2021-08-11,2021-08-01
2021-08-01,4588,919,107,"Quatation Received",2021-09-06,11:24:14,"Price Not Fit",3,1,11,2021-09-01,2021-08-11,2021-08-01
2021-08-01,4203,920,101,"Lead Registered",2021-08-11,16:40:32,,0,0,10,2021-08-01,2021-08-11,2021-08-01
