leads_id,month_period,current_contract_id,starting_date,expired_date,active_flag,subscription_type,number_of_employee,reten_flag,user_price,contract_value,prev_subscription_type,changing_flag
1194,2022-07-01,319,2021-11-29,2022-11-29,1,Enterprise,140,0,15000,2100000,Enterprise,0
1194,2022-08-01,319,2021-11-29,2022-11-29,1,Enterprise,140,0,15000,2100000,Enterprise,0
1194,2022-09-01,319,2021-11-29,2022-11-29,1,Enterprise,140,0,15000,2100000,Enterprise,0
1194,2022-10-01,319,2021-11-29,2022-11-29,1,Enterprise,140,0,15000,2100000,Enterprise,0
1194,2022-11-01,1161,2022-11-29,2023-11-29,1,Enterprise,140,1,15000,2100000,Enterprise,0
1194,2022-12-01,1161,2022-11-29,2023-11-29,1,Enterprise,140,1,15000,2100000,Enterprise,0
1196,2021-11-01,315,2021-11-24,2022-11-24,1,Enterprise,300,0,15000,4500000,,
1196,2021-12-01,315,2021-11-24,2022-11-24,1,Enterprise,300,0,15000,4500000,Enterprise,0
1196,2022-01-01,315,2021-11-24,2022-11-24,1,Enterprise,300,0,15000,4500000,Enterprise,0
1196,2022-02-01,315,2021-11-24,2022-11-24,1,Enterprise,300,0,15000,4500000,Enterprise,0
1196,2022-03-01,315,2021-11-24,2022-11-24,1,Enterprise,300,0,15000,4500000,Enterprise,0
1196,2022-04-01,315,2021-11-24,2022-11-24,1,Enterprise,300,0,15000,4500000,Enterprise,0
1196,2022-05-01,315,2021-11-24,2022-11-24,1,Enterprise,300,0,15000,4500000,Enterprise,0
1196,2022-06-01,315,2021-11-24,2022-11-24,1,Enterprise,300,0,15000,4500000,Enterprise,0
1196,2022-07-01,315,2021-11-24,2022-11-24,1,Enterprise,300,0,15000,4500000,Enterprise,0
1196,2022-08-01,315,2021-11-24,2022-11-24,1,Enterprise,300,0,15000,4500000,Enterprise,0
1196,2022-09-01,315,2021-11-24,2022-11-24,1,Enterprise,300,0,15000,4500000,Enterprise,0
1196,2022-10-01,315,2021-11-24,2022-11-24,1,Enterprise,300,0,15000,4500000,Enterprise,0
1196,2022-11-01,1151,2022-11-24,2023-11-24,1,Enterprise,300,1,15000,4500000,Enterprise,0
1196,2022-12-01,1151,2022-11-24,2023-11-24,1,Enterprise,300,1,15000,4500000,Enterprise,0
12,2021-01-01,9,2021-01-04,2022-01-04,1,Enterprise,325,0,15000,4387500,,
12,2021-02-01,9,2021-01-04,2022-01-04,1,Enterprise,325,0,15000,4387500,Enterprise,0
12,2021-03-01,9,2021-01-04,2022-01-04,1,Enterprise,325,0,15000,4387500,Enterprise,0
12,2021-04-01,9,2021-01-04,2022-01-04,1,Enterprise,325,0,15000,4387500,Enterprise,0
12,2021-05-01,9,2021-01-04,2022-01-04,1,Enterprise,325,0,15000,4387500,Enterprise,0
12,2021-06-01,9,2021-01-04,2022-01-04,1,Enterprise,325,0,15000,4387500,Enterprise,0
12,2021-07-01,9,2021-01-04,2022-01-04,1,Enterprise,325,0,15000,4387500,Enterprise,0
12,2021-08-01,9,2021-01-04,2022-01-04,1,Enterprise,325,0,15000,4387500,Enterprise,0
12,2021-09-01,9,2021-01-04,2022-01-04,1,Enterprise,325,0,15000,4387500,Enterprise,0
12,2021-10-01,9,2021-01-04,2022-01-04,1,Enterprise,325,0,15000,4387500,Enterprise,0
12,2021-11-01,9,2021-01-04,2022-01-04,1,Enterprise,325,0,15000,4387500,Enterprise,0
12,2021-12-01,9,2021-01-04,2022-01-04,1,Enterprise,325,0,15000,4387500,Enterprise,0
12,2022-01-01,363,2022-01-04,2023-01-04,1,Enterprise,325,1,15000,4875000,Enterprise,0
12,2022-02-01,363,2022-01-04,2023-01-04,1,Enterprise,325,1,15000,4875000,Enterprise,0
12,2022-03-01,363,2022-01-04,2023-01-04,1,Enterprise,325,1,15000,4875000,Enterprise,0
12,2022-04-01,363,2022-01-04,2023-01-04,1,Enterprise,325,1,15000,4875000,Enterprise,0
12,2022-05-01,363,2022-01-04,2023-01-04,1,Enterprise,325,1,15000,4875000,Enterprise,0
12,2022-06-01,363,2022-01-04,2023-01-04,1,Enterprise,325,1,15000,4875000,Enterprise,0
12,2022-07-01,363,2022-01-04,2023-01-04,1,Enterprise,325,1,15000,4875000,Enterprise,0
12,2022-08-01,363,2022-01-04,2023-01-04,1,Enterprise,325,1,15000,4875000,Enterprise,0
12,2022-09-01,363,2022-01-04,2023-01-04,1,Enterprise,325,1,15000,4875000,Enterprise,0
12,2022-10-01,363,2022-01-04,2023-01-04,1,Enterprise,325,1,15000,4875000,Enterprise,0
12,2022-11-01,363,2022-01-04,2023-01-04,1,Enterprise,325,1,15000,4875000,Enterprise,0
12,2022-12-01,363,2022-01-04,2023-01-04,1,Enterprise,325,1,15000,4875000,Enterprise,0
1202,2021-12-01,324,2021-12-02,2022-12-02,1,Enterprise,400,0,15000,6000000,,
1202,2022-01-01,324,2021-12-02,2022-12-02,1,Enterprise,400,0,15000,6000000,Enterprise,0
1202,2022-02-01,324,2021-12-02,2022-12-02,1,Enterprise,400,0,15000,6000000,Enterprise,0
1202,2022-03-01,324,2021-12-02,2022-12-02,1,Enterprise,400,0,15000,6000000,Enterprise,0
1202,2022-04-01,324,2021-12-02,2022-12-02,1,Enterprise,400,0,15000,6000000,Enterprise,0
1202,2022-05-01,324,2021-12-02,2022-12-02,1,Enterprise,400,0,15000,6000000,Enterprise,0
1202,2022-06-01,324,2021-12-02,2022-12-02,1,Enterprise,400,0,15000,6000000,Enterprise,0
1202,2022-07-01,324,2021-12-02,2022-12-02,1,Enterprise,400,0,15000,6000000,Enterprise,0
1202,2022-08-01,324,2021-12-02,2022-12-02,1,Enterprise,400,0,15000,6000000,Enterprise,0
1202,2022-09-01,324,2021-12-02,2022-12-02,1,Enterprise,400,0,15000,6000000,Enterprise,0
1202,2022-10-01,324,2021-12-02,2022-12-02,1,Enterprise,400,0,15000,6000000,Enterprise,0
1202,2022-11-01,324,2021-12-02,2022-12-02,1,Enterprise,400,0,15000,6000000,Enterprise,0
1202,2022-12-01,1177,2022-12-02,2023-12-02,1,Enterprise,400,1,15000,6000000,Enterprise,0
1204,2021-11-01,320,2021-11-30,2022-11-30,1,Startup,150,0,20000,3000000,,
1204,2021-12-01,320,2021-11-30,2022-11-30,1,Startup,150,0,20000,3000000,Startup,0
1204,2022-01-01,320,2021-11-30,2022-11-30,1,Startup,150,0,20000,3000000,Startup,0
1204,2022-02-01,320,2021-11-30,2022-11-30,1,Startup,150,0,20000,3000000,Startup,0
1204,2022-03-01,320,2021-11-30,2022-11-30,1,Startup,150,0,20000,3000000,Startup,0
1204,2022-04-01,320,2021-11-30,2022-11-30,1,Startup,150,0,20000,3000000,Startup,0
1204,2022-05-01,320,2021-11-30,2022-11-30,1,Startup,150,0,20000,3000000,Startup,0
1204,2022-06-01,320,2021-11-30,2022-11-30,1,Startup,150,0,20000,3000000,Startup,0
1204,2022-07-01,320,2021-11-30,2022-11-30,1,Startup,150,0,20000,3000000,Startup,0
1204,2022-08-01,320,2021-11-30,2022-11-30,1,Startup,150,0,20000,3000000,Startup,0
1204,2022-09-01,320,2021-11-30,2022-11-30,1,Startup,150,0,20000,3000000,Startup,0
1204,2022-10-01,320,2021-11-30,2022-11-30,1,Startup,150,0,20000,3000000,Startup,0
1204,2022-11-01,1164,2022-11-30,2023-11-30,1,Startup,150,1,20000,3000000,Startup,0
1204,2022-12-01,1164,2022-11-30,2023-11-30,1,Startup,150,1,20000,3000000,Startup,0
1209,2021-12-01,323,2021-12-01,2022-12-01,1,Enterprise,250,0,15000,3750000,,
1209,2022-01-01,323,2021-12-01,2022-12-01,1,Enterprise,250,0,15000,3750000,Enterprise,0
1209,2022-02-01,323,2021-12-01,2022-12-01,1,Enterprise,250,0,15000,3750000,Enterprise,0
1209,2022-03-01,323,2021-12-01,2022-12-01,1,Enterprise,250,0,15000,3750000,Enterprise,0
1209,2022-04-01,323,2021-12-01,2022-12-01,1,Enterprise,250,0,15000,3750000,Enterprise,0
1209,2022-05-01,323,2021-12-01,2022-12-01,1,Enterprise,250,0,15000,3750000,Enterprise,0
1209,2022-06-01,323,2021-12-01,2022-12-01,1,Enterprise,250,0,15000,3750000,Enterprise,0
1209,2022-07-01,323,2021-12-01,2022-12-01,1,Enterprise,250,0,15000,3750000,Enterprise,0
1209,2022-08-01,323,2021-12-01,2022-12-01,1,Enterprise,250,0,15000,3750000,Enterprise,0
1209,2022-09-01,323,2021-12-01,2022-12-01,1,Enterprise,250,0,15000,3750000,Enterprise,0
1209,2022-10-01,323,2021-12-01,2022-12-01,1,Enterprise,250,0,15000,3750000,Enterprise,0
1209,2022-11-01,323,2021-12-01,2022-12-01,1,Enterprise,250,0,15000,3750000,Enterprise,0
1209,2022-12-01,1170,2022-12-01,2023-12-01,1,Enterprise,250,1,15000,3750000,Enterprise,0
1210,2021-12-01,325,2021-12-03,2022-12-03,1,Startup,25,0,20000,500000,,
1210,2022-01-01,325,2021-12-03,2022-12-03,1,Startup,25,0,20000,500000,Startup,0
1210,2022-02-01,325,2021-12-03,2022-12-03,1,Startup,25,0,20000,500000,Startup,0
1210,2022-03-01,325,2021-12-03,2022-12-03,1,Startup,25,0,20000,500000,Startup,0
1210,2022-04-01,325,2021-12-03,2022-12-03,1,Startup,25,0,20000,500000,Startup,0
1210,2022-05-01,325,2021-12-03,2022-12-03,1,Startup,25,0,20000,500000,Startup,0
1210,2022-06-01,325,2021-12-03,2022-12-03,1,Startup,25,0,20000,500000,Startup,0
1210,2022-07-01,325,2021-12-03,2022-12-03,1,Startup,25,0,20000,500000,Startup,0
1210,2022-08-01,325,2021-12-03,2022-12-03,1,Startup,25,0,20000,500000,Startup,0
1210,2022-09-01,325,2021-12-03,2022-12-03,1,Startup,25,0,20000,500000,Startup,0
1210,2022-10-01,325,2021-12-03,2022-12-03,1,Startup,25,0,20000,500000,Startup,0
1210,2022-11-01,325,2021-12-03,2022-12-03,1,Startup,25,0,20000,500000,Startup,0
1210,2022-12-01,1179,2022-12-03,2023-12-03,1,Startup,25,1,20000,500000,Startup,0
1222,2021-12-01,327,2021-12-03,2022-12-03,1,Startup,150,0,20000,3000000,,
1222,2022-01-01,327,2021-12-03,2022-12-03,1,Startup,150,0,20000,3000000,Startup,0
1222,2022-02-01,327,2021-12-03,2022-12-03,1,Startup,150,0,20000,3000000,Startup,0
1222,2022-03-01,327,2021-12-03,2022-12-03,1,Startup,150,0,20000,3000000,Startup,0
1222,2022-04-01,327,2021-12-03,2022-12-03,1,Startup,150,0,20000,3000000,Startup,0
1222,2022-05-01,327,2021-12-03,2022-12-03,1,Startup,150,0,20000,3000000,Startup,0
1222,2022-06-01,327,2021-12-03,2022-12-03,1,Startup,150,0,20000,3000000,Startup,0
1222,2022-07-01,327,2021-12-03,2022-12-03,1,Startup,150,0,20000,3000000,Startup,0
1222,2022-08-01,327,2021-12-03,2022-12-03,1,Startup,150,0,20000,3000000,Startup,0
1222,2022-09-01,327,2021-12-03,2022-12-03,1,Startup,150,0,20000,3000000,Startup,0
1222,2022-10-01,327,2021-12-03,2022-12-03,1,Startup,150,0,20000,3000000,Startup,0
1222,2022-11-01,327,2021-12-03,2022-12-03,1,Startup,150,0,20000,3000000,Startup,0
1222,2022-12-01,1181,2022-12-03,2023-12-03,1,Startup,150,1,20000,3000000,Startup,0
1229,2021-12-01,322,2021-12-01,2022-12-01,1,Business,10,0,25000,250000,,
1229,2022-01-01,322,2021-12-01,2022-12-01,1,Business,10,0,25000,250000,Business,0
1229,2022-02-01,322,2021-12-01,2022-12-01,1,Business,10,0,25000,250000,Business,0
1229,2022-03-01,322,2021-12-01,2022-12-01,1,Business,10,0,25000,250000,Business,0
1229,2022-04-01,322,2021-12-01,2022-12-01,1,Business,10,0,25000,250000,Business,0
1229,2022-05-01,322,2021-12-01,2022-12-01,1,Business,10,0,25000,250000,Business,0
1229,2022-06-01,322,2021-12-01,2022-12-01,1,Business,10,0,25000,250000,Business,0
1229,2022-07-01,322,2021-12-01,2022-12-01,1,Business,10,0,25000,250000,Business,0
1229,2022-08-01,322,2021-12-01,2022-12-01,1,Business,10,0,25000,250000,Business,0
1229,2022-09-01,322,2021-12-01,2022-12-01,1,Business,10,0,25000,250000,Business,0
1229,2022-10-01,322,2021-12-01,2022-12-01,1,Business,10,0,25000,250000,Business,0
1229,2022-11-01,322,2021-12-01,2022-12-01,1,Business,10,0,25000,250000,Business,0
1229,2022-12-01,1171,2022-12-01,2023-12-01,1,Business,10,1,25000,250000,Business,0
123,2021-02-01,38,2021-02-03,2022-02-03,1,Business,40,0,25000,1000000,,
123,2021-03-01,38,2021-02-03,2022-02-03,1,Business,40,0,25000,1000000,Business,0
123,2021-04-01,38,2021-02-03,2022-02-03,1,Business,40,0,25000,1000000,Business,0
123,2021-05-01,38,2021-02-03,2022-02-03,1,Business,40,0,25000,1000000,Business,0
123,2021-06-01,38,2021-02-03,2022-02-03,1,Business,40,0,25000,1000000,Business,0
123,2021-07-01,38,2021-02-03,2022-02-03,1,Business,40,0,25000,1000000,Business,0
123,2021-08-01,38,2021-02-03,2022-02-03,1,Business,40,0,25000,1000000,Business,0
123,2021-09-01,38,2021-02-03,2022-02-03,1,Business,40,0,25000,1000000,Business,0
123,2021-10-01,38,2021-02-03,2022-02-03,1,Business,40,0,25000,1000000,Business,0
123,2021-11-01,38,2021-02-03,2022-02-03,1,Business,40,0,25000,1000000,Business,0
123,2021-12-01,38,2021-02-03,2022-02-03,1,Business,40,0,25000,1000000,Business,0
123,2022-01-01,38,2021-02-03,2022-02-03,1,Business,40,0,25000,1000000,Business,0
123,2022-02-01,447,2022-02-03,2023-02-03,1,Business,40,1,25000,1000000,Business,0
123,2022-03-01,447,2022-02-03,2023-02-03,1,Business,40,1,25000,1000000,Business,0
123,2022-04-01,447,2022-02-03,2023-02-03,1,Business,40,1,25000,1000000,Business,0
123,2022-05-01,447,2022-02-03,2023-02-03,1,Business,40,1,25000,1000000,Business,0
123,2022-06-01,447,2022-02-03,2023-02-03,1,Business,40,1,25000,1000000,Business,0
123,2022-07-01,447,2022-02-03,2023-02-03,1,Business,40,1,25000,1000000,Business,0
123,2022-08-01,447,2022-02-03,2023-02-03,1,Business,40,1,25000,1000000,Business,0
123,2022-09-01,447,2022-02-03,2023-02-03,1,Business,40,1,25000,1000000,Business,0
123,2022-10-01,447,2022-02-03,2023-02-03,1,Business,40,1,25000,1000000,Business,0
123,2022-11-01,447,2022-02-03,2023-02-03,1,Business,40,1,25000,1000000,Business,0
123,2022-12-01,447,2022-02-03,2023-02-03,1,Business,40,1,25000,1000000,Business,0
1230,2021-12-01,330,2021-12-08,2022-12-08,1,Enterprise,225,0,15000,3375000,,
1230,2022-01-01,330,2021-12-08,2022-12-08,1,Enterprise,225,0,15000,3375000,Enterprise,0
1230,2022-02-01,330,2021-12-08,2022-12-08,1,Enterprise,225,0,15000,3375000,Enterprise,0
1230,2022-03-01,330,2021-12-08,2022-12-08,1,Enterprise,225,0,15000,3375000,Enterprise,0
1230,2022-04-01,330,2021-12-08,2022-12-08,1,Enterprise,225,0,15000,3375000,Enterprise,0
1230,2022-05-01,330,2021-12-08,2022-12-08,1,Enterprise,225,0,15000,3375000,Enterprise,0
1230,2022-06-01,330,2021-12-08,2022-12-08,1,Enterprise,225,0,15000,3375000,Enterprise,0
1230,2022-07-01,330,2021-12-08,2022-12-08,1,Enterprise,225,0,15000,3375000,Enterprise,0
1230,2022-08-01,330,2021-12-08,2022-12-08,1,Enterprise,225,0,15000,3375000,Enterprise,0
1230,2022-09-01,330,2021-12-08,2022-12-08,1,Enterprise,225,0,15000,3375000,Enterprise,0
1230,2022-10-01,330,2021-12-08,2022-12-08,1,Enterprise,225,0,15000,3375000,Enterprise,0
1230,2022-11-01,330,2021-12-08,2022-12-08,1,Enterprise,225,0,15000,3375000,Enterprise,0
1230,2022-12-01,1187,2022-12-08,2023-12-08,1,Enterprise,225,1,15000,3375000,Enterprise,0
1250,2021-12-01,331,2021-12-09,2022-12-09,1,Startup,150,0,20000,3000000,,
1250,2022-01-01,331,2021-12-09,2022-12-09,1,Startup,150,0,20000,3000000,Startup,0
1250,2022-02-01,331,2021-12-09,2022-12-09,1,Startup,150,0,20000,3000000,Startup,0
1250,2022-03-01,331,2021-12-09,2022-12-09,1,Startup,150,0,20000,3000000,Startup,0
1250,2022-04-01,331,2021-12-09,2022-12-09,1,Startup,150,0,20000,3000000,Startup,0
1250,2022-05-01,331,2021-12-09,2022-12-09,1,Startup,150,0,20000,3000000,Startup,0
1250,2022-06-01,331,2021-12-09,2022-12-09,1,Startup,150,0,20000,3000000,Startup,0
1250,2022-07-01,331,2021-12-09,2022-12-09,1,Startup,150,0,20000,3000000,Startup,0
1250,2022-08-01,331,2021-12-09,2022-12-09,1,Startup,150,0,20000,3000000,Startup,0
1250,2022-09-01,331,2021-12-09,2022-12-09,1,Startup,150,0,20000,3000000,Startup,0
1250,2022-10-01,331,2021-12-09,2022-12-09,1,Startup,150,0,20000,3000000,Startup,0
1250,2022-11-01,331,2021-12-09,2022-12-09,1,Startup,150,0,20000,3000000,Startup,0
1250,2022-12-01,331,2021-12-09,2022-12-09,1,Startup,150,0,20000,3000000,Startup,0
1259,2021-12-01,329,2021-12-07,2022-12-07,1,Startup,50,0,20000,1000000,,
1259,2022-01-01,329,2021-12-07,2022-12-07,1,Startup,50,0,20000,1000000,Startup,0
1259,2022-02-01,329,2021-12-07,2022-12-07,1,Startup,50,0,20000,1000000,Startup,0
1259,2022-03-01,329,2021-12-07,2022-12-07,1,Startup,50,0,20000,1000000,Startup,0
1259,2022-04-01,329,2021-12-07,2022-12-07,1,Startup,50,0,20000,1000000,Startup,0
1259,2022-05-01,329,2021-12-07,2022-12-07,1,Startup,50,0,20000,1000000,Startup,0
1259,2022-06-01,329,2021-12-07,2022-12-07,1,Startup,50,0,20000,1000000,Startup,0
1259,2022-07-01,329,2021-12-07,2022-12-07,1,Startup,50,0,20000,1000000,Startup,0
1259,2022-08-01,329,2021-12-07,2022-12-07,1,Startup,50,0,20000,1000000,Startup,0
1259,2022-09-01,329,2021-12-07,2022-12-07,1,Startup,50,0,20000,1000000,Startup,0
1259,2022-10-01,329,2021-12-07,2022-12-07,1,Startup,50,0,20000,1000000,Startup,0
1259,2022-11-01,329,2021-12-07,2022-12-07,1,Startup,50,0,20000,1000000,Startup,0
1259,2022-12-01,1186,2022-12-07,2023-12-07,1,Startup,50,1,20000,1000000,Startup,0
126,2021-02-01,43,2021-02-04,2022-02-04,1,Startup,60,0,20000,1200000,,
126,2021-03-01,43,2021-02-04,2022-02-04,1,Startup,60,0,20000,1200000,Startup,0
126,2021-04-01,43,2021-02-04,2022-02-04,1,Startup,60,0,20000,1200000,Startup,0
126,2021-05-01,43,2021-02-04,2022-02-04,1,Startup,60,0,20000,1200000,Startup,0
126,2021-06-01,43,2021-02-04,2022-02-04,1,Startup,60,0,20000,1200000,Startup,0
126,2021-07-01,43,2021-02-04,2022-02-04,1,Startup,60,0,20000,1200000,Startup,0
126,2021-08-01,43,2021-02-04,2022-02-04,1,Startup,60,0,20000,1200000,Startup,0
126,2021-09-01,43,2021-02-04,2022-02-04,1,Startup,60,0,20000,1200000,Startup,0
126,2021-10-01,43,2021-02-04,2022-02-04,1,Startup,60,0,20000,1200000,Startup,0
126,2021-11-01,43,2021-02-04,2022-02-04,1,Startup,60,0,20000,1200000,Startup,0
126,2021-12-01,43,2021-02-04,2022-02-04,1,Startup,60,0,20000,1200000,Startup,0
126,2022-01-01,43,2021-02-04,2022-02-04,1,Startup,60,0,20000,1200000,Startup,0
126,2022-02-01,450,2022-02-04,2023-02-04,1,Startup,60,1,20000,1200000,Startup,0
126,2022-03-01,450,2022-02-04,2023-02-04,1,Startup,60,1,20000,1200000,Startup,0
126,2022-04-01,450,2022-02-04,2023-02-04,1,Startup,60,1,20000,1200000,Startup,0
126,2022-05-01,450,2022-02-04,2023-02-04,1,Startup,60,1,20000,1200000,Startup,0
126,2022-06-01,450,2022-02-04,2023-02-04,1,Startup,60,1,20000,1200000,Startup,0
126,2022-07-01,450,2022-02-04,2023-02-04,1,Startup,60,1,20000,1200000,Startup,0
126,2022-08-01,450,2022-02-04,2023-02-04,1,Startup,60,1,20000,1200000,Startup,0
126,2022-09-01,450,2022-02-04,2023-02-04,1,Startup,60,1,20000,1200000,Startup,0
126,2022-10-01,450,2022-02-04,2023-02-04,1,Startup,60,1,20000,1200000,Startup,0
126,2022-11-01,450,2022-02-04,2023-02-04,1,Startup,60,1,20000,1200000,Startup,0
126,2022-12-01,450,2022-02-04,2023-02-04,1,Startup,60,1,20000,1200000,Startup,0
1261,2021-12-01,328,2021-12-06,2022-12-06,1,Business,25,0,25000,625000,,
1261,2022-01-01,328,2021-12-06,2022-12-06,1,Business,25,0,25000,625000,Business,0
1261,2022-02-01,328,2021-12-06,2022-12-06,1,Business,25,0,25000,625000,Business,0
1261,2022-03-01,328,2021-12-06,2022-12-06,1,Business,25,0,25000,625000,Business,0
1261,2022-04-01,328,2021-12-06,2022-12-06,1,Business,25,0,25000,625000,Business,0
1261,2022-05-01,328,2021-12-06,2022-12-06,1,Business,25,0,25000,625000,Business,0
1261,2022-06-01,328,2021-12-06,2022-12-06,1,Business,25,0,25000,625000,Business,0
1261,2022-07-01,328,2021-12-06,2022-12-06,1,Business,25,0,25000,625000,Business,0
1261,2022-08-01,328,2021-12-06,2022-12-06,1,Business,25,0,25000,625000,Business,0
1261,2022-09-01,328,2021-12-06,2022-12-06,1,Business,25,0,25000,625000,Business,0
1261,2022-10-01,328,2021-12-06,2022-12-06,1,Business,25,0,25000,625000,Business,0
1261,2022-11-01,328,2021-12-06,2022-12-06,1,Business,25,0,25000,625000,Business,0
1261,2022-12-01,1184,2022-12-06,2023-12-06,1,Business,25,1,25000,625000,Business,0
1267,2021-12-01,326,2021-12-03,2022-12-03,1,Business,5,0,25000,125000,,
1267,2022-01-01,326,2021-12-03,2022-12-03,1,Business,5,0,25000,125000,Business,0
1267,2022-02-01,326,2021-12-03,2022-12-03,1,Business,5,0,25000,125000,Business,0
1267,2022-03-01,326,2021-12-03,2022-12-03,1,Business,5,0,25000,125000,Business,0
1267,2022-04-01,326,2021-12-03,2022-12-03,1,Business,5,0,25000,125000,Business,0
1267,2022-05-01,326,2021-12-03,2022-12-03,1,Business,5,0,25000,125000,Business,0
1267,2022-06-01,326,2021-12-03,2022-12-03,1,Business,5,0,25000,125000,Business,0
1267,2022-07-01,326,2021-12-03,2022-12-03,1,Business,5,0,25000,125000,Business,0
1267,2022-08-01,326,2021-12-03,2022-12-03,1,Business,5,0,25000,125000,Business,0
1267,2022-09-01,326,2021-12-03,2022-12-03,1,Business,5,0,25000,125000,Business,0
1267,2022-10-01,326,2021-12-03,2022-12-03,1,Business,5,0,25000,125000,Business,0
1267,2022-11-01,326,2021-12-03,2022-12-03,1,Business,5,0,25000,125000,Business,0
1267,2022-12-01,1180,2022-12-03,2023-12-03,1,Business,5,1,25000,125000,Business,0
1269,2021-12-01,334,2021-12-22,2022-12-22,1,Startup,120,0,20000,2400000,,
1269,2022-01-01,334,2021-12-22,2022-12-22,1,Startup,120,0,20000,2400000,Startup,0
1269,2022-02-01,334,2021-12-22,2022-12-22,1,Startup,120,0,20000,2400000,Startup,0
1269,2022-03-01,334,2021-12-22,2022-12-22,1,Startup,120,0,20000,2400000,Startup,0
1269,2022-04-01,334,2021-12-22,2022-12-22,1,Startup,120,0,20000,2400000,Startup,0
1269,2022-05-01,334,2021-12-22,2022-12-22,1,Startup,120,0,20000,2400000,Startup,0
1269,2022-06-01,334,2021-12-22,2022-12-22,1,Startup,120,0,20000,2400000,Startup,0
1269,2022-07-01,334,2021-12-22,2022-12-22,1,Startup,120,0,20000,2400000,Startup,0
1269,2022-08-01,334,2021-12-22,2022-12-22,1,Startup,120,0,20000,2400000,Startup,0
1269,2022-09-01,334,2021-12-22,2022-12-22,1,Startup,120,0,20000,2400000,Startup,0
1269,2022-10-01,334,2021-12-22,2022-12-22,1,Startup,120,0,20000,2400000,Startup,0
1269,2022-11-01,334,2021-12-22,2022-12-22,1,Startup,120,0,20000,2400000,Startup,0
1269,2022-12-01,1199,2022-12-22,2023-12-22,1,Startup,120,1,20000,2400000,Startup,0
1274,2021-12-01,332,2021-12-14,2022-12-14,1,Business,45,0,25000,1125000,,
1274,2022-01-01,332,2021-12-14,2022-12-14,1,Business,45,0,25000,1125000,Business,0
1274,2022-02-01,332,2021-12-14,2022-12-14,1,Business,45,0,25000,1125000,Business,0
1274,2022-03-01,332,2021-12-14,2022-12-14,1,Business,45,0,25000,1125000,Business,0
1274,2022-04-01,332,2021-12-14,2022-12-14,1,Business,45,0,25000,1125000,Business,0
1274,2022-05-01,332,2021-12-14,2022-12-14,1,Business,45,0,25000,1125000,Business,0
1274,2022-06-01,332,2021-12-14,2022-12-14,1,Business,45,0,25000,1125000,Business,0
1274,2022-07-01,332,2021-12-14,2022-12-14,1,Business,45,0,25000,1125000,Business,0
1274,2022-08-01,332,2021-12-14,2022-12-14,1,Business,45,0,25000,1125000,Business,0
1274,2022-09-01,332,2021-12-14,2022-12-14,1,Business,45,0,25000,1125000,Business,0
1274,2022-10-01,332,2021-12-14,2022-12-14,1,Business,45,0,25000,1125000,Business,0
1274,2022-11-01,332,2021-12-14,2022-12-14,1,Business,45,0,25000,1125000,Business,0
1274,2022-12-01,1191,2022-12-14,2023-12-14,1,Business,45,1,25000,1125000,Business,0
1278,2021-12-01,333,2021-12-22,2022-12-22,1,Startup,140,0,20000,2800000,,
1278,2022-01-01,333,2021-12-22,2022-12-22,1,Startup,140,0,20000,2800000,Startup,0
1278,2022-02-01,333,2021-12-22,2022-12-22,1,Startup,140,0,20000,2800000,Startup,0
1278,2022-03-01,333,2021-12-22,2022-12-22,1,Startup,140,0,20000,2800000,Startup,0
1278,2022-04-01,333,2021-12-22,2022-12-22,1,Startup,140,0,20000,2800000,Startup,0
1278,2022-05-01,333,2021-12-22,2022-12-22,1,Startup,140,0,20000,2800000,Startup,0
1278,2022-06-01,333,2021-12-22,2022-12-22,1,Startup,140,0,20000,2800000,Startup,0
1278,2022-07-01,333,2021-12-22,2022-12-22,1,Startup,140,0,20000,2800000,Startup,0
1278,2022-08-01,333,2021-12-22,2022-12-22,1,Startup,140,0,20000,2800000,Startup,0
1278,2022-09-01,333,2021-12-22,2022-12-22,1,Startup,140,0,20000,2800000,Startup,0
1278,2022-10-01,333,2021-12-22,2022-12-22,1,Startup,140,0,20000,2800000,Startup,0
1278,2022-11-01,333,2021-12-22,2022-12-22,1,Startup,140,0,20000,2800000,Startup,0
1278,2022-12-01,1198,2022-12-22,2023-12-22,1,Startup,140,1,20000,2800000,Startup,0
128,2021-01-01,27,2021-01-20,2022-01-20,1,Business,40,0,25000,900000,,
128,2021-02-01,27,2021-01-20,2022-01-20,1,Business,40,0,25000,900000,Business,0
128,2021-03-01,27,2021-01-20,2022-01-20,1,Business,40,0,25000,900000,Business,0
128,2021-04-01,27,2021-01-20,2022-01-20,1,Business,40,0,25000,900000,Business,0
128,2021-05-01,27,2021-01-20,2022-01-20,1,Business,40,0,25000,900000,Business,0
128,2021-06-01,27,2021-01-20,2022-01-20,1,Business,40,0,25000,900000,Business,0
128,2021-07-01,27,2021-01-20,2022-01-20,1,Business,40,0,25000,900000,Business,0
128,2021-08-01,27,2021-01-20,2022-01-20,1,Business,40,0,25000,900000,Business,0
128,2021-09-01,27,2021-01-20,2022-01-20,1,Business,40,0,25000,900000,Business,0
128,2021-10-01,27,2021-01-20,2022-01-20,1,Business,40,0,25000,900000,Business,0
128,2021-11-01,27,2021-01-20,2022-01-20,1,Business,40,0,25000,900000,Business,0
128,2021-12-01,27,2021-01-20,2022-01-20,1,Business,40,0,25000,900000,Business,0
